District,Year,Taluka,Rural/Urban,Boys,Girls,Total
Amravati,2012,Chikhraldara,Total,1052,940,1992
Amravati,2012,Anjangaon Su,Rural,301,262,563
Amravati,2012,Anjangaon Su,Urban,1115,1077,2192
Amravati,2012,Anjangaon Su,Total,1416,1339,2755
Amravati,2012,Achalpur,Rural,589,550,1139
Amravati,2012,Achalpur,Urban,2217,2061,4278
Amravati,2012,Achalpur,Total,2806,2611,5417
Amravati,2012,Chandurbazar,Rural,557,519,1076
Amravati,2012,Chandurbazar,Urban,281,245,526
Amravati,2012,Chandurbazar,Total,838,764,1602
Amravati,2012,Morshi,Rural,280,289,569
Amravati,2012,Morshi,Urban,418,381,799
Amravati,2012,Morshi,Total,698,670,1368
Amravati,2012,Warud,Rural,336,351,687
Amravati,2012,Warud,Urban,2591,2439,5030
Amravati,2012,Warud,Total,2927,2790,5717
Amravati,2012,Tivas,Rural,434,459,893
Amravati,2012,Tivas,Urban,0,0,0
Amravati,2012,Tivas,Total,434,459,893
Amravati,2012,Amravati,Rural,451,379,830
Amravati,2012,Amravati,Urban,14517,14098,28615
Amravati,2012,Amravati,Total,14968,14477,29445
Amravati,2012,Bhatkuli,Rural,379,330,709
Amravati,2012,Bhatkuli,Urban,0,0,0
Amravati,2012,Bhatkuli,Total,379,330,709
Amravati,2012,Daryapur,Rural,483,430,913
Amravati,2012,Daryapur,Urban,777,713,1490
Amravati,2012,Daryapur,Total,1260,1143,2403
Amravati,2012,Nandgaon Kh,Rural,660,640,1300
Amravati,2012,Nandgaon Kh,Urban,0,0,0
Amravati,2012,Nandgaon Kh,Total,660,640,1300
Amravati,2012,Chandur Railway,Rural,160,141,301
Amravati,2012,Chandur Railway,Urban,232,202,434
Amravati,2012,Chandur Railway,Total,392,343,735
Amravati,2012,Dhamangaon Re,Rural,347,310,657
Amravati,2012,Dhamangaon Re,Urban,213,221,434
Amravati,2012,Dhamangaon Re,Total,560,531,1091
Amravati,2013,Dharani,Rural,1828,1762,3590
Amravati,2013,Dharani,Urban,0,0,0
Amravati,2013,Dharani,Total,1828,1762,3590
Amravati,2013,Chikhraldara,Rural,1090,1025,2115
Amravati,2013,Chikhraldara,Urban,33,46,79
Amravati,2013,Chikhraldara,Total,1123,1071,2194
Amravati,2013,Anjangaon Su,Rural,223,203,426
Amravati,2013,Anjangaon Su,Urban,1118,1001,2119
Amravati,2013,Anjangaon Su,Total,1341,1204,2545
Amravati,2013,Achalpur,Rural,540,484,1024
Amravati,2013,Achalpur,Urban,2304,2276,4580
Amravati,2013,Achalpur,Total,2844,2760,5604
Amravati,2013,Chandurbazar,Rural,745,695,1440
Amravati,2013,Chandurbazar,Urban,251,258,509
Amravati,2013,Chandurbazar,Total,996,953,1949
Amravati,2013,Morshi,Rural,253,232,485
Amravati,2013,Morshi,Urban,363,363,726
Amravati,2013,Morshi,Total,616,595,1211
Amravati,2013,Warud,Rural,364,250,614
Amravati,2013,Warud,Urban,2590,2471,5061
Amravati,2013,Warud,Total,2954,2721,5675
Amravati,2013,Tivas,Rural,388,362,750
Amravati,2013,Tivas,Urban,0,0,0
Amravati,2013,Tivas,Total,388,362,750
Amravati,2013,Amravati,Rural,396,393,789
Amravati,2013,Amravati,Urban,30081,28059,58140
Amravati,2013,Amravati,Total,30477,28452,58929
Amravati,2013,Bhatkuli,Rural,283,243,526
Amravati,2013,Bhatkuli,Urban,0,0,0
Amravati,2013,Bhatkuli,Total,283,243,526
Amravati,2013,Daryapur,Rural,378,376,754
Amravati,2013,Daryapur,Urban,753,694,1447
Amravati,2013,Daryapur,Total,1131,1070,2201
Amravati,2013,Nandgaon Kh,Rural,579,561,1140
Amravati,2013,Nandgaon Kh,Urban,0,0,0
Amravati,2013,Nandgaon Kh,Total,579,561,1140
Amravati,2013,Chandur Railway,Rural,127,118,245
Amravati,2013,Chandur Railway,Urban,252,222,474
Amravati,2013,Chandur Railway,Total,379,340,719
Amravati,2013,Dhamangaon Re,Rural,322,313,635
Amravati,2013,Dhamangaon Re,Urban,221,205,426
Amravati,2013,Dhamangaon Re,Total,543,518,1061
Amravati,2014,Dharani,Rural,1450,1399,2849
Amravati,2014,Dharani,Urban,0,0,0
Amravati,2014,Dharani,Total,1450,1399,2849
Amravati,2014,Chikhraldara,Rural,1119,1087,2206
Amravati,2014,Chikhraldara,Urban,48,31,79
Amravati,2014,Chikhraldara,Total,1167,1118,2285
Amravati,2014,Anjangaon Su,Rural,183,186,369
Amravati,2014,Anjangaon Su,Urban,1075,1032,2107
Amravati,2014,Anjangaon Su,Total,1258,1218,2476
Amravati,2014,Achalpur,Rural,450,522,972
Amravati,2014,Achalpur,Urban,2008,1931,3939
Amravati,2014,Achalpur,Total,2458,2453,4911
Amravati,2014,Chandurbazar,Rural,504,476,980
Amravati,2014,Chandurbazar,Urban,291,251,542
Amravati,2014,Chandurbazar,Total,795,727,1522
Amravati,2014,Morshi,Rural,245,253,498
Amravati,2014,Morshi,Urban,363,338,701
Amravati,2014,Morshi,Total,608,591,1199
Amravati,2014,Warud,Rural,247,234,481
Amravati,2014,Warud,Urban,2272,2183,4455
Amravati,2014,Warud,Total,2519,2417,4936
Amravati,2014,Tivas,Rural,348,353,701
Amravati,2014,Tivas,Urban,0,0,0
Amravati,2014,Tivas,Total,348,353,701
Amravati,2014,Amravati,Rural,339,355,694
Amravati,2014,Amravati,Urban,24044,22314,46358
Amravati,2014,Amravati,Total,24383,22669,47052
Amravati,2014,Bhatkuli,Rural,259,217,476
Amravati,2014,Bhatkuli,Urban,0,0,0
Amravati,2014,Bhatkuli,Total,259,217,476
Amravati,2014,Daryapur,Rural,422,402,824
Amravati,2014,Daryapur,Urban,610,585,1195
Amravati,2014,Daryapur,Total,1032,987,2019
Amravati,2014,Nandgaon Kh,Rural,543,479,1022
Amravati,2014,Nandgaon Kh,Urban,0,0,0
Amravati,2014,Nandgaon Kh,Total,543,479,1022
Amravati,2014,Chandur Railway,Rural,118,111,229
Amravati,2014,Chandur Railway,Urban,219,185,404
Amravati,2014,Chandur Railway,Total,337,296,633
Amravati,2014,Dhamangaon Re,Rural,256,287,543
Amravati,2014,Dhamangaon Re,Urban,186,154,340
Amravati,2014,Dhamangaon Re,Total,442,441,883
Amravati,2015,Dharani,Rural,1163,1103,2266
Amravati,2015,Dharani,Urban,479,392,871
Amravati,2015,Dharani,Total,1642,1495,3137
Amravati,2015,Chikhraldara,Rural,1157,1040,2197
Amravati,2015,Chikhraldara,Urban,33,40,73
Amravati,2015,Chikhraldara,Total,1190,1080,2270
Amravati,2015,Anjangaon Su,Rural,202,164,366
Amravati,2015,Anjangaon Su,Urban,991,980,1971
Amravati,2015,Anjangaon Su,Total,1193,1144,2337
Amravati,2015,Achalpur,Rural,529,490,1019
Amravati,2015,Achalpur,Urban,2012,1978,3990
Amravati,2015,Achalpur,Total,2541,2468,5009
Amravati,2015,Chandurbazar,Rural,421,386,807
Amravati,2015,Chandurbazar,Urban,254,266,520
Amravati,2015,Chandurbazar,Total,675,652,1327
Amravati,2015,Morshi,Rural,232,233,465
Amravati,2015,Morshi,Urban,332,311,643
Amravati,2015,Morshi,Total,564,544,1108
Amravati,2015,Warud,Rural,185,188,373
Amravati,2015,Warud,Urban,2361,2163,4524
Amravati,2015,Warud,Total,2546,2351,4897
Amravati,2015,Tivas,Rural,317,352,669
Amravati,2015,Tivas,Urban,0,0,0
Amravati,2015,Tivas,Total,317,352,669
Amravati,2015,Amravati,Rural,326,267,593
Amravati,2015,Amravati,Urban,11401,10650,22051
Amravati,2015,Amravati,Total,11727,10917,22644
Amravati,2015,Bhatkuli,Rural,213,195,408
Amravati,2015,Bhatkuli,Urban,0,0,0
Amravati,2015,Bhatkuli,Total,213,195,408
Amravati,2015,Daryapur,Rural,324,285,609
Amravati,2015,Daryapur,Urban,554,532,1086
Amravati,2015,Daryapur,Total,878,817,1695
Amravati,2015,Nandgaon Kh,Rural,456,400,856
Amravati,2015,Nandgaon Kh,Urban,0,0,0
Amravati,2015,Nandgaon Kh,Total,456,400,856
Amravati,2015,Chandur Railway,Rural,128,73,201
Amravati,2015,Chandur Railway,Urban,157,138,295
Amravati,2015,Chandur Railway,Total,285,211,496
Amravati,2015,Dhamangaon Re,Rural,237,230,467
Amravati,2015,Dhamangaon Re,Urban,166,127,293
Amravati,2015,Dhamangaon Re,Total,403,357,760
Amravati,2016,Dharani,Rural,1356,1320,2676
Amravati,2016,Dharani,Urban,382,380,762
Amravati,2016,Dharani,Total,1738,1700,3438
Amravati,2016,Chikhraldara,Rural,900,862,1762
Amravati,2016,Chikhraldara,Urban,109,106,215
Amravati,2016,Chikhraldara,Total,1009,968,1977
Amravati,2016,Anjangaon Su,Rural,115,110,225
Amravati,2016,Anjangaon Su,Urban,894,863,1757
Amravati,2016,Anjangaon Su,Total,1009,973,1982
Amravati,2016,Achalpur,Rural,366,301,667
Amravati,2016,Achalpur,Urban,1772,1849,3621
Amravati,2016,Achalpur,Total,2138,2150,4288
Amravati,2016,Chandurbazar,Rural,266,235,501
Amravati,2016,Chandurbazar,Urban,174,145,319
Amravati,2016,Chandurbazar,Total,440,380,820
Amravati,2016,Morshi,Rural,166,166,332
Amravati,2016,Morshi,Urban,313,283,596
Amravati,2016,Morshi,Total,479,449,928
Amravati,2016,Warud,Rural,165,165,330
Amravati,2016,Warud,Urban,2082,1972,4054
Amravati,2016,Warud,Total,2247,2137,4384
Amravati,2016,Tivas,Rural,173,175,348
Amravati,2016,Tivas,Urban,44,30,74
Amravati,2016,Tivas,Total,217,205,422
Amravati,2016,Amravati,Rural,155,152,307
Amravati,2016,Amravati,Urban,11052,10707,21759
Amravati,2016,Amravati,Total,11207,10859,22066
Amravati,2016,Bhatkuli,Rural,212,179,391
Amravati,2016,Bhatkuli,Urban,0,0,0
Amravati,2016,Bhatkuli,Total,212,179,391
Amravati,2016,Daryapur,Rural,222,210,432
Amravati,2016,Daryapur,Urban,455,432,887
Amravati,2016,Daryapur,Total,677,642,1319
Amravati,2016,Nandgaon Kh,Rural,243,262,505
Amravati,2016,Nandgaon Kh,Urban,49,57,106
Amravati,2016,Nandgaon Kh,Total,292,319,611
Amravati,2016,Chandur Railway,Rural,43,37,80
Amravati,2016,Chandur Railway,Urban,156,125,281
Amravati,2016,Chandur Railway,Total,199,162,361
Amravati,2016,Dhamangaon Re,Rural,177,182,359
Amravati,2016,Dhamangaon Re,Urban,103,110,213
Amravati,2016,Dhamangaon Re,Total,280,292,572
Amravati,2017,Dharani,Rural,1650,1554,3204
Amravati,2017,Dharani,Urban,465,439,904
Amravati,2017,Dharani,Total,2115,1993,4108
Amravati,2017,Chikhraldara,Rural,982,1026,2008
Amravati,2017,Chikhraldara,Urban,101,100,201
Amravati,2017,Chikhraldara,Total,1083,1126,2209
Amravati,2017,Anjangaon Su,Rural,89,83,172
Amravati,2017,Anjangaon Su,Urban,296,278,574
Amravati,2017,Anjangaon Su,Total,385,361,746
Amravati,2017,Achalpur,Rural,334,304,638
Amravati,2017,Achalpur,Urban,1252,1144,2396
Amravati,2017,Achalpur,Total,1586,1448,3034
Amravati,2017,Chandurbazar,Rural,227,183,410
Amravati,2017,Chandurbazar,Urban,177,160,337
Amravati,2017,Chandurbazar,Total,404,343,747
Amravati,2017,Morshi,Rural,162,154,316
Amravati,2017,Morshi,Urban,304,286,590
Amravati,2017,Morshi,Total,466,440,906
Amravati,2017,Warud,Rural,138,149,287
Amravati,2017,Warud,Urban,1088,986,2074
Amravati,2017,Warud,Total,1226,1135,2361
Amravati,2017,Tivas,Rural,150,130,280
Amravati,2017,Tivas,Urban,43,26,69
Amravati,2017,Tivas,Total,193,156,349
Amravati,2017,Amravati,Rural,164,152,316
Amravati,2017,Amravati,Urban,12425,11847,24272
Amravati,2017,Amravati,Total,12589,11999,24588
Amravati,2017,Bhatkuli,Rural,157,162,319
Amravati,2017,Bhatkuli,Urban,0,0,0
Amravati,2017,Bhatkuli,Total,157,162,319
Amravati,2017,Daryapur,Rural,183,169,352
Amravati,2017,Daryapur,Urban,364,329,693
Amravati,2017,Daryapur,Total,547,498,1045
Amravati,2017,Nandgaon Kh,Rural,236,226,462
Amravati,2017,Nandgaon Kh,Urban,52,57,109
Amravati,2017,Nandgaon Kh,Total,288,283,571
Amravati,2017,Chandur Railway,Rural,45,34,79
Amravati,2017,Chandur Railway,Urban,135,138,273
Amravati,2017,Chandur Railway,Total,180,172,352
Amravati,2017,Dhamangaon Re,Rural,163,144,307
Amravati,2017,Dhamangaon Re,Urban,100,90,190
Amravati,2017,Dhamangaon Re,Total,263,234,497
Amravati,2018,Dharani,Rural,1459,1454,2913
Amravati,2018,Dharani,Urban,608,555,1163
Amravati,2018,Dharani,Total,2067,2009,4076
Amravati,2018,Chikhraldara,Rural,958,905,1863
Amravati,2018,Chikhraldara,Urban,119,78,197
Amravati,2018,Chikhraldara,Total,1077,983,2060
Amravati,2018,Anjangaon Su,Rural,75,46,121
Amravati,2018,Anjangaon Su,Urban,282,248,530
Amravati,2018,Anjangaon Su,Total,357,294,651
Amravati,2018,Achalpur,Rural,234,236,470
Amravati,2018,Achalpur,Urban,1204,1115,2319
Amravati,2018,Achalpur,Total,1438,1351,2789
Amravati,2018,Chandurbazar,Rural,165,149,314
Amravati,2018,Chandurbazar,Urban,171,151,322
Amravati,2018,Chandurbazar,Total,336,300,636
Amravati,2018,Morshi,Rural,129,127,256
Amravati,2018,Morshi,Urban,272,260,532
Amravati,2018,Morshi,Total,401,387,788
Amravati,2018,Warud,Rural,103,69,172
Amravati,2018,Warud,Urban,1096,1080,2176
Amravati,2018,Warud,Total,1199,1149,2348
Amravati,2018,Tivas,Rural,113,109,222
Amravati,2018,Tivas,Urban,23,21,44
Amravati,2018,Tivas,Total,136,130,266
Amravati,2018,Amravati,Rural,115,106,221
Amravati,2018,Amravati,Urban,12310,11322,23632
Amravati,2018,Amravati,Total,12425,11428,23853
Amravati,2018,Bhatkuli,Rural,150,129,279
Amravati,2018,Bhatkuli,Urban,27,33,60
Amravati,2018,Bhatkuli,Total,177,162,339
Amravati,2018,Daryapur,Rural,135,112,247
Amravati,2018,Daryapur,Urban,396,378,774
Amravati,2018,Daryapur,Total,531,490,1021
Amravati,2018,Nandgaon Kh,Rural,197,178,375
Amravati,2018,Nandgaon Kh,Urban,56,48,104
Amravati,2018,Nandgaon Kh,Total,253,226,479
Amravati,2018,Chandur Railway,Rural,37,15,52
Amravati,2018,Chandur Railway,Urban,123,116,239
Amravati,2018,Chandur Railway,Total,160,131,291
Amravati,2018,Dhamangaon Re,Rural,136,122,258
Amravati,2018,Dhamangaon Re,Urban,102,88,190
Amravati,2018,Dhamangaon Re,Total,238,210,448
Amravati,2019,Dharani,Rural,1478,1387,2865
Amravati,2019,Dharani,Urban,743,703,1446
Amravati,2019,Dharani,Total,2221,2090,4311
Amravati,2019,Chikhraldara,Rural,921,913,1834
Amravati,2019,Chikhraldara,Urban,109,116,225
Amravati,2019,Chikhraldara,Total,1030,1029,2059
Amravati,2019,Anjangaon Su,Rural,59,57,116
Amravati,2019,Anjangaon Su,Urban,311,270,581
Amravati,2019,Anjangaon Su,Total,370,327,697
Amravati,2019,Achalpur,Rural,153,153,306
Amravati,2019,Achalpur,Urban,1291,1358,2649
Amravati,2019,Achalpur,Total,1444,1511,2955
Amravati,2019,Chandurbazar,Rural,61,71,132
Amravati,2019,Chandurbazar,Urban,186,165,351
Amravati,2019,Chandurbazar,Total,247,236,483
Amravati,2019,Morshi,Rural,114,115,229
Amravati,2019,Morshi,Urban,310,316,626
Amravati,2019,Morshi,Total,424,431,855
Amravati,2019,Warud,Rural,84,67,151
Amravati,2019,Warud,Urban,1181,1137,2318
Amravati,2019,Warud,Total,1265,1204,2469
Amravati,2019,Tivas,Rural,75,93,168
Amravati,2019,Tivas,Urban,59,35,94
Amravati,2019,Tivas,Total,134,128,262
Amravati,2019,Amravati,Rural,95,98,193
Amravati,2019,Amravati,Urban,4738,4520,9258
Amravati,2019,Amravati,Total,4833,4618,9451
Amravati,2019,Bhatkuli,Rural,122,110,232
Amravati,2019,Bhatkuli,Urban,51,45,96
Amravati,2019,Bhatkuli,Total,173,155,328
Amravati,2019,Daryapur,Rural,166,139,305
Amravati,2019,Daryapur,Urban,312,268,580
Amravati,2019,Daryapur,Total,478,407,885
Amravati,2019,Nandgaon Kh,Rural,184,205,389
Amravati,2019,Nandgaon Kh,Urban,109,104,213
Amravati,2019,Nandgaon Kh,Total,293,309,602
Amravati,2019,Chandur Railway,Rural,24,29,53
Amravati,2019,Chandur Railway,Urban,166,130,296
Amravati,2019,Chandur Railway,Total,190,159,349
Amravati,2019,Dhamangaon Re,Rural,138,103,241
Amravati,2019,Dhamangaon Re,Urban,87,88,175
Amravati,2019,Dhamangaon Re,Total,225,191,416
Amravati,2020,Dharani,Rural,1641,1518,3159
Amravati,2020,Dharani,Urban,670,596,1266
Amravati,2020,Dharani,Total,2311,2114,4425
Amravati,2020,Chikhraldara,Rural,849,836,1685
Amravati,2020,Chikhraldara,Urban,119,127,246
Amravati,2020,Chikhraldara,Total,968,963,1931
Amravati,2020,Anjangaon Su,Rural,68,43,111
Amravati,2020,Anjangaon Su,Urban,227,215,442
Amravati,2020,Anjangaon Su,Total,295,258,553
Amravati,2020,Achalpur,Rural,133,108,241
Amravati,2020,Achalpur,Urban,1462,1426,2888
Amravati,2020,Achalpur,Total,1595,1534,3129
Amravati,2020,Chandurbazar,Rural,52,56,108
Amravati,2020,Chandurbazar,Urban,118,124,242
Amravati,2020,Chandurbazar,Total,170,180,350
Amravati,2020,Morshi,Rural,104,100,204
Amravati,2020,Morshi,Urban,370,328,698
Amravati,2020,Morshi,Total,474,428,902
Amravati,2020,Warud,Rural,77,49,126
Amravati,2020,Warud,Urban,1152,1138,2290
Amravati,2020,Warud,Total,1229,1187,2416
Amravati,2020,Tivas,Rural,85,91,176
Amravati,2020,Tivas,Urban,55,55,110
Amravati,2020,Tivas,Total,140,146,286
Amravati,2020,Amravati,Rural,108,124,232
Amravati,2020,Amravati,Urban,4048,3776,7824
Amravati,2020,Amravati,Total,4156,3900,8056
Amravati,2020,Bhatkuli,Rural,149,124,273
Amravati,2020,Bhatkuli,Urban,34,42,76
Amravati,2020,Bhatkuli,Total,183,166,349
Amravati,2020,Daryapur,Rural,100,65,165
Amravati,2020,Daryapur,Urban,231,262,493
Amravati,2020,Daryapur,Total,331,327,658
Amravati,2020,Nandgaon Kh,Rural,182,179,361
Amravati,2020,Nandgaon Kh,Urban,116,103,219
Amravati,2020,Nandgaon Kh,Total,298,282,580
Amravati,2020,Chandur Railway,Rural,24,27,51
Amravati,2020,Chandur Railway,Urban,76,85,161
Amravati,2020,Chandur Railway,Total,100,112,212
Amravati,2020,Dhamangaon Re,Rural,111,142,253
Amravati,2020,Dhamangaon Re,Urban,68,62,130
Amravati,2020,Dhamangaon Re,Total,179,204,383
Amravati,2021,Dharani,Rural,2019,1852,3871
Amravati,2021,Dharani,Urban,762,703,1465
Amravati,2021,Dharani,Total,2781,2555,5336
Amravati,2021,Chikhraldara,Rural,1374,1305,2679
Amravati,2021,Chikhraldara,Urban,152,142,294
Amravati,2021,Chikhraldara,Total,1526,1447,2973
Amravati,2021,Anjangaon Su,Rural,255,197,452
Amravati,2021,Anjangaon Su,Urban,1145,907,2052
Amravati,2021,Anjangaon Su,Total,1400,1104,2504
Amravati,2021,Achalpur,Rural,340,311,651
Amravati,2021,Achalpur,Urban,4402,4227,8629
Amravati,2021,Achalpur,Total,4742,4538,9280
Amravati,2021,Chandurbazar,Rural,245,206,451
Amravati,2021,Chandurbazar,Urban,247,208,455
Amravati,2021,Chandurbazar,Total,492,414,906
Amravati,2021,Morshi,Rural,226,221,447
Amravati,2021,Morshi,Urban,776,757,1533
Amravati,2021,Morshi,Total,1002,978,1980
Amravati,2021,Warud,Rural,270,272,542
Amravati,2021,Warud,Urban,3641,3312,6953
Amravati,2021,Warud,Total,3911,3584,7495
Amravati,2021,Tivas,Rural,149,142,291
Amravati,2021,Tivas,Urban,58,66,124
Amravati,2021,Tivas,Total,207,208,415
Amravati,2021,Amravati,Rural,243,265,508
Amravati,2021,Amravati,Urban,10374,10052,20426
Amravati,2021,Amravati,Total,10617,10317,20934
Amravati,2021,Bhatkuli,Rural,129,130,259
Amravati,2021,Bhatkuli,Urban,68,64,132
Amravati,2021,Bhatkuli,Total,197,194,391
Amravati,2021,Daryapur,Rural,417,336,753
Amravati,2021,Daryapur,Urban,607,605,1212
Amravati,2021,Daryapur,Total,1024,941,1965
Amravati,2021,Nandgaon Kh,Rural,380,327,707
Amravati,2021,Nandgaon Kh,Urban,89,81,170
Amravati,2021,Nandgaon Kh,Total,469,408,877
Amravati,2021,Chandur Railway,Rural,141,132,273
Amravati,2021,Chandur Railway,Urban,153,133,286
Amravati,2021,Chandur Railway,Total,294,265,559
Amravati,2021,Dhamangaon Re,Rural,288,241,529
Amravati,2021,Dhamangaon Re,Urban,136,135,271
Amravati,2021,Dhamangaon Re,Total,424,376,800
Beed,2013,Ashti,Rural,2440,2175,4615
Beed,2013,Ashti,Urban,0,0,0
Beed,2013,Ashti,Total,2440,2175,4615
Beed,2013,Patoda,Rural,678,640,1318
Beed,2013,Patoda,Urban,0,0,0
Beed,2013,Patoda,Total,678,640,1318
Beed,2013,Shirur Kasar,Rural,554,521,1075
Beed,2013,Shirur Kasar,Urban,0,0,0
Beed,2013,Shirur Kasar,Total,554,521,1075
Beed,2013,Gevrai,Rural,1512,1334,2846
Beed,2013,Gevrai,Urban,1252,1169,2421
Beed,2013,Gevrai,Total,2764,2503,5267
Beed,2013,Majalgaon,Rural,1137,1063,2200
Beed,2013,Majalgaon,Urban,2689,2573,5262
Beed,2013,Majalgaon,Total,3826,3636,7462
Beed,2013,Wadwani,Rural,675,586,1261
Beed,2013,Wadwani,Urban,0,0,0
Beed,2013,Wadwani,Total,675,586,1261
Beed,2013,Beed,Rural,1607,1421,3028
Beed,2013,Beed,Urban,7995,7200,15195
Beed,2013,Beed,Total,9602,8621,18223
Beed,2013,Cage,Rural,1471,1322,2793
Beed,2013,Cage,Urban,192,163,355
Beed,2013,Cage,Total,1663,1485,3148
Beed,2013,Dharur,Rural,358,297,655
Beed,2013,Dharur,Urban,315,340,655
Beed,2013,Dharur,Total,673,637,1310
Beed,2013,Parli,Rural,715,617,1332
Beed,2013,Parli,Urban,2350,2237,4587
Beed,2013,Parli,Total,3065,2854,5919
Beed,2013,Ambajogai,Rural,556,638,1194
Beed,2013,Ambajogai,Urban,5968,5602,11570
Beed,2013,Ambajogai,Total,6524,6240,12764
Beed,2014,Ashti,Rural,2541,2271,4812
Beed,2014,Ashti,Urban,0,0,0
Beed,2014,Ashti,Total,2541,2271,4812
Beed,2014,Patoda,Rural,805,753,1558
Beed,2014,Patoda,Urban,0,0,0
Beed,2014,Patoda,Total,805,753,1558
Beed,2014,Shirur Kasar,Rural,633,575,1208
Beed,2014,Shirur Kasar,Urban,0,0,0
Beed,2014,Shirur Kasar,Total,633,575,1208
Beed,2014,Gevrai,Rural,1512,1334,2846
Beed,2014,Gevrai,Urban,2521,2431,4952
Beed,2014,Gevrai,Total,4033,3765,7798
Beed,2014,Majalgaon,Rural,1137,1063,2200
Beed,2014,Majalgaon,Urban,5352,4731,10083
Beed,2014,Majalgaon,Total,6489,5794,12283
Beed,2014,Wadwani,Rural,763,671,1434
Beed,2014,Wadwani,Urban,0,0,0
Beed,2014,Wadwani,Total,763,671,1434
Beed,2014,Beed,Rural,1719,1511,3230
Beed,2014,Beed,Urban,17619,15939,33558
Beed,2014,Beed,Total,19338,17450,36788
Beed,2014,Cage,Rural,1471,1322,2793
Beed,2014,Cage,Urban,931,875,1806
Beed,2014,Cage,Total,2402,2197,4599
Beed,2014,Dharur,Rural,358,297,655
Beed,2014,Dharur,Urban,315,340,655
Beed,2014,Dharur,Total,673,637,1310
Beed,2014,Parli,Rural,715,617,1332
Beed,2014,Parli,Urban,2501,2278,4779
Beed,2014,Parli,Total,3216,2895,6111
Beed,2014,Ambajogai,Rural,638,556,1194
Beed,2014,Ambajogai,Urban,5968,5602,11570
Beed,2014,Ambajogai,Total,6606,6158,12764
Beed,2015,Ashti,Rural,2213,1742,3955
Beed,2015,Ashti,Urban,741,688,1429
Beed,2015,Ashti,Total,2954,2430,5384
Beed,2015,Patoda,Rural,591,561,1152
Beed,2015,Patoda,Urban,122,104,226
Beed,2015,Patoda,Total,713,665,1378
Beed,2015,Shirur Kasar,Rural,373,341,714
Beed,2015,Shirur Kasar,Urban,80,78,158
Beed,2015,Shirur Kasar,Total,453,419,872
Beed,2015,Gevrai,Rural,1301,1189,2490
Beed,2015,Gevrai,Urban,2237,1959,4196
Beed,2015,Gevrai,Total,3538,3148,6686
Beed,2015,Majalgaon,Rural,1195,1062,2257
Beed,2015,Majalgaon,Urban,3112,3025,6137
Beed,2015,Majalgaon,Total,4307,4087,8394
Beed,2015,Wadwani,Rural,662,562,1224
Beed,2015,Wadwani,Urban,111,96,207
Beed,2015,Wadwani,Total,773,658,1431
Beed,2015,Beed,Rural,1654,1430,3084
Beed,2015,Beed,Urban,17265,15375,32640
Beed,2015,Beed,Total,18919,16805,35724
Beed,2015,Cage,Rural,1982,1864,3846
Beed,2015,Cage,Urban,1383,1246,2629
Beed,2015,Cage,Total,3365,3110,6475
Beed,2015,Dharur,Rural,371,317,688
Beed,2015,Dharur,Urban,555,467,1022
Beed,2015,Dharur,Total,926,784,1710
Beed,2015,Parli,Rural,747,530,1277
Beed,2015,Parli,Urban,4076,3671,7747
Beed,2015,Parli,Total,4823,4201,9024
Beed,2015,Ambajogai,Rural,589,587,1176
Beed,2015,Ambajogai,Urban,6154,6037,12191
Beed,2015,Ambajogai,Total,6743,6624,13367
Beed,2016,Ashti,Rural,1617,1492,3109
Beed,2016,Ashti,Urban,431,404,835
Beed,2016,Ashti,Total,2048,1896,3944
Beed,2016,Patoda,Rural,296,285,581
Beed,2016,Patoda,Urban,232,197,429
Beed,2016,Patoda,Total,528,482,1010
Beed,2016,Shirur Kasar,Rural,192,144,336
Beed,2016,Shirur Kasar,Urban,85,66,151
Beed,2016,Shirur Kasar,Total,277,210,487
Beed,2016,Gevrai,Rural,795,684,1479
Beed,2016,Gevrai,Urban,1151,1009,2160
Beed,2016,Gevrai,Total,1946,1693,3639
Beed,2016,Majalgaon,Rural,1147,1022,2169
Beed,2016,Majalgaon,Urban,2085,2016,4101
Beed,2016,Majalgaon,Total,3232,3038,6270
Beed,2016,Wadwani,Rural,509,399,908
Beed,2016,Wadwani,Urban,136,128,264
Beed,2016,Wadwani,Total,645,527,1172
Beed,2016,Beed,Rural,970,865,1835
Beed,2016,Beed,Urban,8330,7255,15585
Beed,2016,Beed,Total,9300,8120,17420
Beed,2016,Cage,Rural,2047,1774,3821
Beed,2016,Cage,Urban,266,214,480
Beed,2016,Cage,Total,2313,1988,4301
Beed,2016,Dharur,Rural,310,241,551
Beed,2016,Dharur,Urban,218,216,434
Beed,2016,Dharur,Total,528,457,985
Beed,2016,Parli,Rural,444,424,868
Beed,2016,Parli,Urban,1992,1886,3878
Beed,2016,Parli,Total,2436,2310,4746
Beed,2016,Ambajogai,Rural,449,395,844
Beed,2016,Ambajogai,Urban,5697,5483,11180
Beed,2016,Ambajogai,Total,6146,5878,12024
Beed,2017,Ashti,Rural,1259,1051,2310
Beed,2017,Ashti,Urban,435,386,821
Beed,2017,Ashti,Total,1694,1437,3131
Beed,2017,Patoda,Rural,333,247,580
Beed,2017,Patoda,Urban,219,230,449
Beed,2017,Patoda,Total,552,477,1029
Beed,2017,Shirur Kasar,Rural,464,447,911
Beed,2017,Shirur Kasar,Urban,82,86,168
Beed,2017,Shirur Kasar,Total,546,533,1079
