District,Year,Taluka,Rural/Urban,Approved Anganwadis,Working Anganwadis,Anganwadi Workers,Self-Owned Buildings,Rental Buildings,Without Regular Building,Anganwadis with Toilets
Raigad,2021,Sudhagad,Total,156,156,145,124,21,11,117
Raigad,2021,Sudhagad,Rural,156,156,145,124,21,11,117
Raigad,2021,Sudhagad,Urban,0,0,0,0,0,0,0
Raigad,2021,Tala,Total,113,113,108,78,6,29,113
Raigad,2021,Tala,Rural,113,113,108,78,6,29,113
Raigad,2021,Tala,Urban,0,0,0,0,0,0,0
Raigad,2021,Uran,Total,127,127,119,83,9,35,123
Raigad,2021,Uran,Rural,123,123,115,83,6,34,123
Raigad,2021,Uran,Urban,4,4,4,0,3,1,0
Ratnagiri,2012,Chiplun,Total,364,349,340,199,60,90,346
Ratnagiri,2012,Chiplun,Rural,358,343,334,199,54,90,343
Ratnagiri,2012,Chiplun,Urban,6,6,6,0,6,0,3
Ratnagiri,2012,Dapoli,Total,312,312,312,167,72,73,312
Ratnagiri,2012,Dapoli,Rural,312,312,312,167,72,73,312
Ratnagiri,2012,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2012,Guhagar,Total,197,197,196,111,30,56,197
Ratnagiri,2012,Guhagar,Rural,197,197,196,111,30,56,197
Ratnagiri,2012,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2012,Khed,Total,254,251,251,152,41,58,249
Ratnagiri,2012,Khed,Rural,252,249,249,152,39,58,249
Ratnagiri,2012,Khed,Urban,2,2,2,0,2,0,0
Ratnagiri,2012,Lanja,Total,148,148,147,83,26,39,148
Ratnagiri,2012,Lanja,Rural,148,148,147,83,26,39,148
Ratnagiri,2012,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2012,Mandangad,Total,119,117,113,49,17,51,117
Ratnagiri,2012,Mandangad,Rural,119,117,113,49,17,51,117
Ratnagiri,2012,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2012,Rajapur,Total,262,253,253,78,97,78,252
Ratnagiri,2012,Rajapur,Rural,253,244,244,78,89,77,244
Ratnagiri,2012,Rajapur,Urban,9,9,9,0,8,1,8
Ratnagiri,2012,Ratnagiri,Total,353,349,342,128,59,162,348
Ratnagiri,2012,Ratnagiri,Rural,336,332,325,128,58,146,332
Ratnagiri,2012,Ratnagiri,Urban,17,17,17,0,1,16,16
Ratnagiri,2012,Sangameshwar,Total,287,287,282,137,0,150,287
Ratnagiri,2012,Sangameshwar,Rural,287,287,282,137,0,150,287
Ratnagiri,2012,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2013,Chiplun,Total,364,360,354,255,66,39,357
Ratnagiri,2013,Chiplun,Rural,358,354,348,255,60,39,354
Ratnagiri,2013,Chiplun,Urban,6,6,6,0,6,0,3
Ratnagiri,2013,Dapoli,Total,312,312,309,181,57,74,312
Ratnagiri,2013,Dapoli,Rural,312,312,309,181,57,74,312
Ratnagiri,2013,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2013,Guhagar,Total,197,197,192,123,30,44,197
Ratnagiri,2013,Guhagar,Rural,197,197,192,123,30,44,197
Ratnagiri,2013,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2013,Khed,Total,254,251,246,152,39,60,249
Ratnagiri,2013,Khed,Rural,252,249,244,152,39,58,249
Ratnagiri,2013,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2013,Lanja,Total,148,148,148,88,23,37,148
Ratnagiri,2013,Lanja,Rural,148,148,148,88,23,37,148
Ratnagiri,2013,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2013,Mandangad,Total,119,118,115,49,17,52,118
Ratnagiri,2013,Mandangad,Rural,119,118,115,49,17,52,118
Ratnagiri,2013,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2013,Rajapur,Total,262,258,258,115,45,98,257
Ratnagiri,2013,Rajapur,Rural,253,249,249,115,38,96,249
Ratnagiri,2013,Rajapur,Urban,9,9,9,0,7,2,8
Ratnagiri,2013,Ratnagiri,Total,353,353,352,170,49,134,352
Ratnagiri,2013,Ratnagiri,Rural,336,336,335,170,48,118,336
Ratnagiri,2013,Ratnagiri,Urban,17,17,17,0,1,16,16
Ratnagiri,2013,Sangameshwar,Total,287,287,284,153,38,96,287
Ratnagiri,2013,Sangameshwar,Rural,287,287,284,153,38,96,287
Ratnagiri,2013,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2014,Chiplun,Total,364,362,354,255,61,46,358
Ratnagiri,2014,Chiplun,Rural,358,356,348,255,55,46,356
Ratnagiri,2014,Chiplun,Urban,6,6,6,0,6,0,2
Ratnagiri,2014,Dapoli,Total,312,312,311,184,56,72,312
Ratnagiri,2014,Dapoli,Rural,312,312,311,184,56,72,312
Ratnagiri,2014,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2014,Guhagar,Total,197,197,192,125,28,44,197
Ratnagiri,2014,Guhagar,Rural,197,197,192,125,28,44,197
Ratnagiri,2014,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2014,Khed,Total,254,251,251,152,49,50,249
Ratnagiri,2014,Khed,Rural,252,249,249,152,49,48,249
Ratnagiri,2014,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2014,Lanja,Total,148,148,146,91,25,32,148
Ratnagiri,2014,Lanja,Rural,148,148,146,91,25,32,148
Ratnagiri,2014,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2014,Mandangad,Total,119,118,115,49,16,53,118
Ratnagiri,2014,Mandangad,Rural,119,118,115,49,16,53,118
Ratnagiri,2014,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2014,Rajapur,Total,262,262,256,136,42,84,257
Ratnagiri,2014,Rajapur,Rural,253,253,248,136,35,82,253
Ratnagiri,2014,Rajapur,Urban,9,9,8,0,7,2,4
Ratnagiri,2014,Ratnagiri,Total,353,353,352,171,46,136,350
Ratnagiri,2014,Ratnagiri,Rural,336,336,335,171,45,120,336
Ratnagiri,2014,Ratnagiri,Urban,17,17,17,0,1,16,14
Ratnagiri,2014,Sangameshwar,Total,287,287,285,162,42,83,287
Ratnagiri,2014,Sangameshwar,Rural,287,287,285,162,42,83,287
Ratnagiri,2014,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2015,Chiplun,Total,364,362,357,255,61,46,358
Ratnagiri,2015,Chiplun,Rural,358,356,351,255,55,46,356
Ratnagiri,2015,Chiplun,Urban,6,6,6,0,6,0,2
Ratnagiri,2015,Dapoli,Total,312,312,311,184,55,73,312
Ratnagiri,2015,Dapoli,Rural,312,312,311,184,55,73,312
Ratnagiri,2015,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2015,Guhagar,Total,197,197,196,125,27,45,197
Ratnagiri,2015,Guhagar,Rural,197,197,196,125,27,45,197
Ratnagiri,2015,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2015,Khed,Total,254,251,245,152,49,50,249
Ratnagiri,2015,Khed,Rural,252,249,243,152,49,48,249
Ratnagiri,2015,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2015,Lanja,Total,148,148,147,98,23,27,148
Ratnagiri,2015,Lanja,Rural,148,148,147,98,23,27,148
Ratnagiri,2015,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2015,Mandangad,Total,119,118,115,59,17,42,118
Ratnagiri,2015,Mandangad,Rural,119,118,115,59,17,42,118
Ratnagiri,2015,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2015,Rajapur,Total,262,262,254,141,37,84,261
Ratnagiri,2015,Rajapur,Rural,253,253,246,141,30,82,253
Ratnagiri,2015,Rajapur,Urban,9,9,8,0,7,2,8
Ratnagiri,2015,Ratnagiri,Total,353,353,351,171,42,140,350
Ratnagiri,2015,Ratnagiri,Rural,336,336,334,171,41,124,336
Ratnagiri,2015,Ratnagiri,Urban,17,17,17,0,1,16,14
Ratnagiri,2015,Sangameshwar,Total,287,287,283,164,39,84,287
Ratnagiri,2015,Sangameshwar,Rural,287,287,283,164,39,84,287
Ratnagiri,2015,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2016,Chiplun,Total,364,361,352,255,73,41,357
Ratnagiri,2016,Chiplun,Rural,358,355,346,255,67,41,355
Ratnagiri,2016,Chiplun,Urban,6,6,6,0,6,0,2
Ratnagiri,2016,Dapoli,Total,312,312,306,184,49,73,312
Ratnagiri,2016,Dapoli,Rural,312,312,306,184,49,73,312
Ratnagiri,2016,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2016,Guhagar,Total,197,196,193,130,25,41,196
Ratnagiri,2016,Guhagar,Rural,197,196,193,130,25,41,196
Ratnagiri,2016,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2016,Khed,Total,254,254,248,152,52,49,252
Ratnagiri,2016,Khed,Rural,252,252,246,152,52,47,252
Ratnagiri,2016,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2016,Lanja,Total,148,148,148,99,18,31,148
Ratnagiri,2016,Lanja,Rural,148,148,148,99,18,31,148
Ratnagiri,2016,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2016,Mandangad,Total,119,118,115,61,19,37,118
Ratnagiri,2016,Mandangad,Rural,119,118,115,61,19,37,118
Ratnagiri,2016,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2016,Rajapur,Total,262,262,255,155,39,68,261
Ratnagiri,2016,Rajapur,Rural,253,253,247,155,32,66,253
Ratnagiri,2016,Rajapur,Urban,9,9,8,0,7,2,8
Ratnagiri,2016,Ratnagiri,Total,353,353,352,175,45,133,350
Ratnagiri,2016,Ratnagiri,Rural,336,336,335,175,44,117,336
Ratnagiri,2016,Ratnagiri,Urban,17,17,17,0,1,16,14
Ratnagiri,2016,Sangameshwar,Total,287,287,284,164,38,85,287
Ratnagiri,2016,Sangameshwar,Rural,287,287,284,164,38,85,287
Ratnagiri,2016,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2017,Chiplun,Total,364,364,356,253,69,42,358
Ratnagiri,2017,Chiplun,Rural,358,358,351,253,63,42,358
Ratnagiri,2017,Chiplun,Urban,6,6,5,0,6,0,0
Ratnagiri,2017,Dapoli,Total,312,312,305,190,48,74,312
Ratnagiri,2017,Dapoli,Rural,312,312,305,190,48,74,312
Ratnagiri,2017,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2017,Guhagar,Total,197,197,192,134,25,38,197
Ratnagiri,2017,Guhagar,Rural,197,197,192,134,25,38,197
Ratnagiri,2017,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2017,Khed,Total,254,254,245,153,52,49,252
Ratnagiri,2017,Khed,Rural,252,252,243,153,52,47,252
Ratnagiri,2017,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2017,Lanja,Total,148,148,146,105,16,27,148
Ratnagiri,2017,Lanja,Rural,148,148,146,105,16,27,148
Ratnagiri,2017,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2017,Mandangad,Total,119,119,114,62,23,34,119
Ratnagiri,2017,Mandangad,Rural,119,119,114,62,23,34,119
Ratnagiri,2017,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2017,Rajapur,Total,262,262,253,155,40,67,261
Ratnagiri,2017,Rajapur,Rural,253,253,245,155,32,66,253
Ratnagiri,2017,Rajapur,Urban,9,9,8,0,8,1,8
Ratnagiri,2017,Ratnagiri,Total,353,353,352,178,45,130,350
Ratnagiri,2017,Ratnagiri,Rural,336,336,335,178,44,114,336
Ratnagiri,2017,Ratnagiri,Urban,17,17,17,0,1,16,14
Ratnagiri,2017,Sangameshwar,Total,287,287,281,164,38,85,287
Ratnagiri,2017,Sangameshwar,Rural,287,287,281,164,38,85,287
Ratnagiri,2017,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2018,Chiplun,Total,364,364,351,255,70,39,358
Ratnagiri,2018,Chiplun,Rural,358,358,346,255,64,39,358
Ratnagiri,2018,Chiplun,Urban,6,6,5,0,6,0,0
Ratnagiri,2018,Dapoli,Total,312,312,296,192,45,75,312
Ratnagiri,2018,Dapoli,Rural,312,312,296,192,45,75,312
Ratnagiri,2018,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2018,Guhagar,Total,197,197,191,134,25,38,197
Ratnagiri,2018,Guhagar,Rural,197,197,191,134,25,38,197
Ratnagiri,2018,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2018,Khed,Total,254,254,244,153,52,49,252
Ratnagiri,2018,Khed,Rural,252,252,242,153,52,47,252
Ratnagiri,2018,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2018,Lanja,Total,148,148,144,109,15,24,148
Ratnagiri,2018,Lanja,Rural,148,148,144,109,15,24,148
Ratnagiri,2018,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2018,Mandangad,Total,119,119,112,64,24,31,119
Ratnagiri,2018,Mandangad,Rural,119,119,112,64,24,31,119
Ratnagiri,2018,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2018,Rajapur,Total,262,262,251,150,40,72,261
Ratnagiri,2018,Rajapur,Rural,253,253,243,150,33,70,253
Ratnagiri,2018,Rajapur,Urban,9,9,8,0,7,2,8
Ratnagiri,2018,Ratnagiri,Total,353,353,345,187,35,131,350
Ratnagiri,2018,Ratnagiri,Rural,336,336,330,187,34,115,336
Ratnagiri,2018,Ratnagiri,Urban,17,17,15,0,1,16,14
Ratnagiri,2018,Sangameshwar,Total,287,287,278,165,38,84,287
Ratnagiri,2018,Sangameshwar,Rural,287,287,278,165,38,84,287
Ratnagiri,2018,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2019,Chiplun,Total,364,364,343,259,67,38,359
Ratnagiri,2019,Chiplun,Rural,358,358,338,259,61,38,358
Ratnagiri,2019,Chiplun,Urban,6,6,5,0,6,0,1
Ratnagiri,2019,Dapoli,Total,312,312,284,191,47,74,312
Ratnagiri,2019,Dapoli,Rural,312,312,284,191,47,74,312
Ratnagiri,2019,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2019,Guhagar,Total,197,196,186,134,25,37,196
Ratnagiri,2019,Guhagar,Rural,197,196,186,134,25,37,196
Ratnagiri,2019,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2019,Khed,Total,254,254,240,153,52,49,252
Ratnagiri,2019,Khed,Rural,252,252,238,153,52,47,252
Ratnagiri,2019,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2019,Lanja,Total,148,148,141,110,14,24,148
Ratnagiri,2019,Lanja,Rural,148,148,141,110,14,24,148
Ratnagiri,2019,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2019,Mandangad,Total,119,119,108,66,22,31,119
Ratnagiri,2019,Mandangad,Rural,119,119,108,66,22,31,119
Ratnagiri,2019,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2019,Rajapur,Total,262,262,247,165,34,63,261
Ratnagiri,2019,Rajapur,Rural,253,253,239,165,28,60,253
Ratnagiri,2019,Rajapur,Urban,9,9,8,0,6,3,8
Ratnagiri,2019,Ratnagiri,Total,353,353,342,190,34,129,350
Ratnagiri,2019,Ratnagiri,Rural,336,336,327,190,33,113,336
Ratnagiri,2019,Ratnagiri,Urban,17,17,15,0,1,16,14
Ratnagiri,2019,Sangameshwar,Total,287,287,270,165,38,84,287
Ratnagiri,2019,Sangameshwar,Rural,287,287,270,165,38,84,287
Ratnagiri,2019,Sangameshwar,Urban,0,0,0,0,0,0,0
Ratnagiri,2020,Chiplun,Total,,,,,,,
Ratnagiri,2020,Chiplun,Rural,,,,,,,
Ratnagiri,2020,Chiplun,Urban,,,,,,,
Ratnagiri,2020,Dapoli,Total,,,,,,,
Ratnagiri,2020,Dapoli,Rural,,,,,,,
Ratnagiri,2020,Dapoli,Urban,,,,,,,
Ratnagiri,2020,Guhagar,Total,,,,,,,
Ratnagiri,2020,Guhagar,Rural,,,,,,,
Ratnagiri,2020,Guhagar,Urban,,,,,,,
Ratnagiri,2020,Khed,Total,,,,,,,
Ratnagiri,2020,Khed,Rural,,,,,,,
Ratnagiri,2020,Khed,Urban,,,,,,,
Ratnagiri,2020,Lanja,Total,,,,,,,
Ratnagiri,2020,Lanja,Rural,,,,,,,
Ratnagiri,2020,Lanja,Urban,,,,,,,
Ratnagiri,2020,Mandangad,Total,,,,,,,
Ratnagiri,2020,Mandangad,Rural,,,,,,,
Ratnagiri,2020,Mandangad,Urban,,,,,,,
Ratnagiri,2020,Rajapur,Total,,,,,,,
Ratnagiri,2020,Rajapur,Rural,,,,,,,
Ratnagiri,2020,Rajapur,Urban,,,,,,,
Ratnagiri,2020,Ratnagiri,Total,,,,,,,
Ratnagiri,2020,Ratnagiri,Rural,,,,,,,
Ratnagiri,2020,Ratnagiri,Urban,,,,,,,
Ratnagiri,2020,Sangameshwar,Total,,,,,,,
Ratnagiri,2020,Sangameshwar,Rural,,,,,,,
Ratnagiri,2020,Sangameshwar,Urban,,,,,,,
Ratnagiri,2021,Chiplun,Total,411,411,400,260,94,57,408
Ratnagiri,2021,Chiplun,Rural,405,405,394,260,88,57,405
Ratnagiri,2021,Chiplun,Urban,6,6,6,0,6,0,3
Ratnagiri,2021,Dapoli,Total,361,361,346,199,63,99,361
Ratnagiri,2021,Dapoli,Rural,361,361,346,199,63,99,361
Ratnagiri,2021,Dapoli,Urban,0,0,0,0,0,0,0
Ratnagiri,2021,Guhagar,Total,235,235,230,141,38,56,235
Ratnagiri,2021,Guhagar,Rural,235,235,230,141,38,56,235
Ratnagiri,2021,Guhagar,Urban,0,0,0,0,0,0,0
Ratnagiri,2021,Khed,Total,319,319,305,165,54,100,317
Ratnagiri,2021,Khed,Rural,317,317,303,165,54,98,317
Ratnagiri,2021,Khed,Urban,2,2,2,0,0,2,0
Ratnagiri,2021,Lanja,Total,225,225,223,130,34,61,225
Ratnagiri,2021,Lanja,Rural,225,225,223,130,34,61,225
Ratnagiri,2021,Lanja,Urban,0,0,0,0,0,0,0
Ratnagiri,2021,Mandangad,Total,166,166,148,68,42,56,166
Ratnagiri,2021,Mandangad,Rural,166,166,148,68,42,56,166
Ratnagiri,2021,Mandangad,Urban,0,0,0,0,0,0,0
Ratnagiri,2021,Rajapur,Total,412,412,389,183,79,150,412
Ratnagiri,2021,Rajapur,Rural,403,403,380,183,72,148,403
Ratnagiri,2021,Rajapur,Urban,9,9,9,0,7,2,9
Ratnagiri,2021,Ratnagiri,Total,396,396,384,214,55,127,393
Ratnagiri,2021,Ratnagiri,Rural,379,379,368,214,54,111,379
Ratnagiri,2021,Ratnagiri,Urban,17,17,16,0,1,16,14
Ratnagiri,2021,Sangameshwar,Total,380,380,371,191,59,130,380
Ratnagiri,2021,Sangameshwar,Rural,380,380,371,191,59,130,380
Ratnagiri,2021,Sangameshwar,Urban,0,0,0,0,0,0,0
Sangli,2012,Aatpadi,Total,243,243,242,155,20,68,228
Sangli,2012,Aatpadi,Rural,243,243,242,155,20,68,228
Sangli,2012,Aatpadi,Urban,0,0,0,0,0,0,0
Sangli,2012,Jat,Total,425,425,421,168,65,192,359
Sangli,2012,Jat,Rural,425,425,421,168,65,192,359
Sangli,2012,Jat,Urban,0,0,0,0,0,0,0
Sangli,2012,Kadegaon,Total,223,223,220,141,46,36,200
Sangli,2012,Kadegaon,Rural,223,223,220,141,46,36,200
Sangli,2012,Kadegaon,Urban,0,0,0,0,0,0,0
Sangli,2012,Khanapur,Total,205,205,202,161,18,26,181
Sangli,2012,Khanapur,Rural,201,201,198,161,14,26,181
Sangli,2012,Khanapur,Urban,4,4,4,0,4,0,0
Sangli,2012,Ku. Mahakal,Total,291,291,269,166,70,55,216
Sangli,2012,Ku. Mahakal,Rural,291,291,269,166,70,55,216
Sangli,2012,Ku. Mahakal,Urban,0,0,0,0,0,0,0
Sangli,2012,Miraj,Total,586,586,576,324,205,57,413
Sangli,2012,Miraj,Rural,430,430,420,323,50,57,412
Sangli,2012,Miraj,Urban,156,156,156,1,155,0,1
Sangli,2012,Palus,Total,168,168,166,111,15,42,168
Sangli,2012,Palus,Rural,168,168,166,111,15,42,168
Sangli,2012,Palus,Urban,0,0,0,0,0,0,0
Sangli,2012,Shirala,Total,262,262,262,111,58,93,241
Sangli,2012,Shirala,Rural,262,262,262,111,58,93,241
Sangli,2012,Shirala,Urban,0,0,0,0,0,0,0
Sangli,2012,Tasgaon,Total,302,302,286,100,77,125,228
Sangli,2012,Tasgaon,Rural,296,296,280,100,71,125,228
Sangli,2012,Tasgaon,Urban,6,6,6,0,6,0,0
Sangli,2012,Valava,Total,400,400,397,270,36,94,293
Sangli,2012,Valava,Rural,391,391,388,265,32,94,288
Sangli,2012,Valava,Urban,9,9,9,5,4,0,5
Sangli,2013,Aatpadi,Total,243,243,242,173,25,45,243
Sangli,2013,Aatpadi,Rural,243,243,242,173,25,45,243
Sangli,2013,Aatpadi,Urban,0,0,0,0,0,0,0
Sangli,2013,Jat,Total,425,425,418,222,32,171,425
Sangli,2013,Jat,Rural,425,425,418,222,32,171,425
Sangli,2013,Jat,Urban,0,0,0,0,0,0,0
Sangli,2013,Kadegaon,Total,223,223,220,154,22,47,223
Sangli,2013,Kadegaon,Rural,223,223,220,154,22,47,223
Sangli,2013,Kadegaon,Urban,0,0,0,0,0,0,0
Sangli,2013,Khanapur,Total,25,25,21,162,16,27,25
Sangli,2013,Khanapur,Rural,201,201,197,158,16,27,201
Sangli,2013,Khanapur,Urban,0,0,0,0,0,0,0
Sangli,2013,Ku. Mahakal,Total,291,291,291,176,56,59,291
Sangli,2013,Ku. Mahakal,Rural,291,291,291,176,56,59,291
Sangli,2013,Ku. Mahakal,Urban,0,0,0,0,0,0,0
Sangli,2013,Miraj,Total,586,586,581,338,174,74,430
Sangli,2013,Miraj,Rural,430,430,429,334,22,74,430
Sangli,2013,Miraj,Urban,156,156,152,4,152,,
Sangli,2013,Palus,Total,168,168,168,112,0,56,168
Sangli,2013,Palus,Rural,168,168,168,112,0,56,168
Sangli,2013,Palus,Urban,0,0,0,0,0,0,0
Sangli,2013,Shirala,Total,262,262,262,121,26,115,262
Sangli,2013,Shirala,Rural,262,262,262,121,26,115,262
Sangli,2013,Shirala,Urban,0,0,0,0,0,0,0
Sangli,2013,Tasgaon,Total,302,302,298,116,66,120,299
Sangli,2013,Tasgaon,Rural,296,296,292,113,63,120,296
Sangli,2013,Tasgaon,Urban,0,0,0,0,0,0,0
Sangli,2013,Valava,Total,400,400,399,280,7,113,400
Sangli,2013,Valava,Rural,391,391,390,271,7,113,391
Sangli,2013,Valava,Urban,0,0,0,0,0,0,0
Sangli,2014,Aatpadi,Total,243,243,240,182,37,24,243
Sangli,2014,Aatpadi,Rural,243,243,240,182,37,24,243
Sangli,2014,Aatpadi,Urban,0,0,0,0,0,0,0
Sangli,2014,Jat,Total,425,425,417,258,58,109,425
Sangli,2014,Jat,Rural,425,425,417,258,58,109,425
Sangli,2014,Jat,Urban,0,0,0,0,0,0,0
Sangli,2014,Kadegaon,Total,223,223,218,160,33,30,223
Sangli,2014,Kadegaon,Rural,223,223,218,160,33,30,223
Sangli,2014,Kadegaon,Urban,0,0,0,0,0,0,0
Sangli,2014,Khanapur,Total,205,205,201,165,16,24,205
Sangli,2014,Khanapur,Rural,201,201,197,161,16,24,201
Sangli,2014,Khanapur,Urban,4,4,4,4,0,0,4
Sangli,2014,Ku. Mahakal,Total,291,291,287,198,59,34,291
Sangli,2014,Ku. Mahakal,Rural,291,291,287,198,59,34,291
Sangli,2014,Ku. Mahakal,Urban,0,0,0,0,0,0,0
Sangli,2014,Miraj,Total,586,586,582,341,188,57,430
Sangli,2014,Miraj,Rural,430,430,426,336,37,57,430
Sangli,2014,Miraj,Urban,156,156,156,5,151,0,0
Sangli,2014,Palus,Total,168,168,166,113,15,40,168
Sangli,2014,Palus,Rural,168,168,166,113,15,40,168
Sangli,2014,Palus,Urban,0,0,0,0,0,0,0
Sangli,2014,Shirala,Total,262,262,262,121,52,89,262
Sangli,2014,Shirala,Rural,262,262,262,121,52,89,262
Sangli,2014,Shirala,Urban,0,0,0,0,0,0,0
Sangli,2014,Tasgaon,Total,302,302,294,125,74,103,299
Sangli,2014,Tasgaon,Rural,296,296,288,122,71,103,296
Sangli,2014,Tasgaon,Urban,6,6,6,3,3,0,3
Sangli,2014,Valava,Total,400,400,398,296,26,78,400
Sangli,2014,Valava,Rural,391,391,389,287,26,78,391
Sangli,2014,Valava,Urban,9,9,9,9,0,0,9
Sangli,2015,Aatpadi,Total,243,243,239,186,35,22,243
Sangli,2015,Aatpadi,Rural,243,243,239,186,35,22,243
Sangli,2015,Aatpadi,Urban,0,0,0,0,0,0,0
Sangli,2015,Jat,Total,425,425,423,274,53,98,425
Sangli,2015,Jat,Rural,425,425,423,274,53,98,425
Sangli,2015,Jat,Urban,0,0,0,0,0,0,0
Sangli,2015,Kadegaon,Total,223,223,219,165,29,29,223
Sangli,2015,Kadegaon,Rural,223,223,219,165,29,29,223
Sangli,2015,Kadegaon,Urban,0,0,0,0,0,0,0
Sangli,2015,Khanapur,Total,205,205,197,165,16,24,205
Sangli,2015,Khanapur,Rural,201,201,193,161,16,24,201
Sangli,2015,Khanapur,Urban,4,4,4,4,0,0,4
Sangli,2015,Ku. Mahakal,Total,291,291,284,199,63,29,291
Sangli,2015,Ku. Mahakal,Rural,291,291,284,199,63,29,291
Sangli,2015,Ku. Mahakal,Urban,0,0,0,0,0,0,0
Sangli,2015,Miraj,Total,586,586,583,350,187,49,430
Sangli,2015,Miraj,Rural,430,430,428,345,36,49,430
Sangli,2015,Miraj,Urban,156,156,155,5,151,0,0
Sangli,2015,Palus,Total,168,168,168,114,0,54,168
Sangli,2015,Palus,Rural,168,168,168,114,0,54,168
Sangli,2015,Palus,Urban,0,0,0,0,0,0,0
Sangli,2015,Shirala,Total,262,262,262,134,49,79,262
Sangli,2015,Shirala,Rural,262,262,262,134,49,79,262
Sangli,2015,Shirala,Urban,0,0,0,0,0,0,0
Sangli,2015,Tasgaon,Total,302,302,301,147,74,81,299
Sangli,2015,Tasgaon,Rural,296,296,295,144,71,81,296
Sangli,2015,Tasgaon,Urban,6,6,6,3,3,0,3
Sangli,2015,Valava,Total,400,400,398,302,35,63,400
Sangli,2015,Valava,Rural,391,391,390,293,35,63,391
Sangli,2015,Valava,Urban,9,9,8,9,0,0,9
Sangli,2016,Aatpadi,Total,243,243,237,190,32,21,243
Sangli,2016,Aatpadi,Rural,243,243,237,190,32,21,243
Sangli,2016,Aatpadi,Urban,0,0,0,0,0,0,0
Sangli,2016,Jat,Total,425,425,423,294,49,82,425
Sangli,2016,Jat,Rural,425,425,423,294,49,82,425
Sangli,2016,Jat,Urban,0,0,0,0,0,0,0
Sangli,2016,Kadegaon,Total,223,223,223,166,25,32,223
Sangli,2016,Kadegaon,Rural,223,223,223,166,25,32,223
Sangli,2016,Kadegaon,Urban,0,0,0,0,0,0,0
Sangli,2016,Khanapur,Total,205,205,194,178,8,19,205
Sangli,2016,Khanapur,Rural,201,201,190,174,8,19,201
Sangli,2016,Khanapur,Urban,4,4,4,4,0,0,4
Sangli,2016,Ku. Mahakal,Total,291,291,281,205,60,26,291
Sangli,2016,Ku. Mahakal,Rural,291,291,281,205,60,26,291
Sangli,2016,Ku. Mahakal,Urban,0,0,0,0,0,0,0
Sangli,2016,Miraj,Total,586,586,582,354,183,49,430
Sangli,2016,Miraj,Rural,430,430,426,349,32,49,430
Sangli,2016,Miraj,Urban,156,156,156,5,151,0,0
Sangli,2016,Palus,Total,168,168,166,115,13,40,168
Sangli,2016,Palus,Rural,168,168,166,115,13,40,168
