District,Year,Taluka,Rural/Urban,Family Welfare Centers,Fertile Couples,Male Sterilization Numbers,Female Sterilization Numbers,IUDs Inserted,Other Family Planning Methods Used
Buldhana,2016,Jalgaon Jamod,Rural,3,20091,30,592,327,747
Buldhana,2016,Jalgaon Jamod,Urban,1,2600,0,20,0,0
Buldhana,2016,Jalgaon Jamod,Total,4,22691,30,612,327,747
Buldhana,2016,Sangrampur,Rural,4,22257,27,366,283,839
Buldhana,2016,Sangrampur,Urban,1,0,0,0,0,0
Buldhana,2016,Sangrampur,Total,5,22257,27,366,283,839
Buldhana,2016,Shegaon,Rural,4,13986,0,0,238,460
Buldhana,2016,Shegaon,Urban,1,4774,0,334,0,0
Buldhana,2016,Shegaon,Total,5,18760,0,334,238,460
Buldhana,2016,Nandura,Rural,4,22137,25,796,329,782
Buldhana,2016,Nandura,Urban,0,0,0,0,0,0
Buldhana,2016,Nandura,Total,4,22137,25,796,329,782
Buldhana,2016,Malkapur,Rural,2,15374,2,501,226,472
Buldhana,2016,Malkapur,Urban,1,7100,1,243,0,0
Buldhana,2016,Malkapur,Total,3,22474,3,744,226,472
Buldhana,2016,Motala,Rural,4,26435,5,858,513,442
Buldhana,2016,Motala,Urban,1,1248,0,0,0,0
Buldhana,2016,Motala,Total,5,27683,5,858,513,442
Buldhana,2016,Khamgaon,Rural,5,36914,31,859,481,1203
Buldhana,2016,Khamgaon,Urban,2,8806,9,567,0,0
Buldhana,2016,Khamgaon,Total,7,45720,40,1426,481,1203
Buldhana,2016,Mehkar,Rural,5,35874,0,888,528,894
Buldhana,2016,Mehkar,Urban,1,460,0,169,0,0
Buldhana,2016,Mehkar,Total,6,36334,0,1057,528,894
Buldhana,2016,Chikhali,Rural,6,37490,6,1140,664,1423
Buldhana,2016,Chikhali,Urban,1,4965,0,148,0,0
Buldhana,2016,Chikhali,Total,7,42455,6,1288,664,1423
Buldhana,2016,Buldhana,Rural,5,32381,4,895,522,1088
Buldhana,2016,Buldhana,Urban,2,8276,0,154,0,0
Buldhana,2016,Buldhana,Total,7,40657,4,1049,522,1088
Buldhana,2016,Deulgaon Raja,Rural,2,14687,0,198,213,165
Buldhana,2016,Deulgaon Raja,Urban,2,2340,0,7,260,0
Buldhana,2016,Deulgaon Raja,Total,4,17027,0,205,473,165
Buldhana,2016,Sindkhed Raja,Rural,4,25861,0,536,429,676
Buldhana,2016,Sindkhed Raja,Urban,1,1441,0,0,386,0
Buldhana,2016,Sindkhed Raja,Total,5,27302,0,536,815,676
Buldhana,2016,Lonar,Rural,4,20873,0,283,316,580
Buldhana,2016,Lonar,Urban,2,2500,0,151,0,0
Buldhana,2016,Lonar,Total,6,23373,0,434,316,580
Buldhana,2017,Jalgaon Jamod,Rural,3,20569,11,532,77,203
Buldhana,2017,Jalgaon Jamod,Urban,1,1832,0,39,0,0
Buldhana,2017,Jalgaon Jamod,Total,4,22401,11,571,77,203
Buldhana,2017,Sangrampur,Rural,4,22480,5,194,153,515
Buldhana,2017,Sangrampur,Urban,1,0,3,0,0,
Buldhana,2017,Sangrampur,Total,5,22480,5,197,153,515
Buldhana,2017,Shegaon,Rural,4,13903,0,0,87,372
Buldhana,2017,Shegaon,Urban,1,5430,0,346,0,0
Buldhana,2017,Shegaon,Total,5,19333,0,346,87,372
Buldhana,2017,Nandura,Rural,4,21899,0,584,167,558
Buldhana,2017,Nandura,Urban,,0,0,0,,
Buldhana,2017,Nandura,Total,4,21899,0,584,167,558
Buldhana,2017,Malkapur,Rural,2,15098,0,274,214,313
Buldhana,2017,Malkapur,Urban,1,10398,1,394,0,0
Buldhana,2017,Malkapur,Total,3,25496,1,668,214,313
Buldhana,2017,Motala,Rural,4,25527,6,735,203,200
Buldhana,2017,Motala,Urban,1,0,11,0,0,
Buldhana,2017,Motala,Total,5,25527,6,746,203,200
Buldhana,2017,Khamgaon,Rural,5,37143,11,686,237,981
Buldhana,2017,Khamgaon,Urban,2,6774,16,667,0,0
Buldhana,2017,Khamgaon,Total,7,43917,27,1353,237,981
Buldhana,2017,Mehkar,Rural,5,35755,0,784,370,467
Buldhana,2017,Mehkar,Urban,1,4609,0,171,0,0
Buldhana,2017,Mehkar,Total,6,40364,0,955,370,467
Buldhana,2017,Chikhali,Rural,6,37709,5,970,103,833
Buldhana,2017,Chikhali,Urban,1,5951,0,324,0,0
Buldhana,2017,Chikhali,Total,7,43660,5,1294,103,833
Buldhana,2017,Buldhana,Rural,5,32226,8,711,432,1217
Buldhana,2017,Buldhana,Urban,2,5222,0,249,0,0
Buldhana,2017,Buldhana,Total,7,37448,8,960,432,1217
Buldhana,2017,Deulgaon Raja,Rural,2,15009,0,0,160,84
Buldhana,2017,Deulgaon Raja,Urban,2,2468,0,357,0,0
Buldhana,2017,Deulgaon Raja,Total,4,17477,0,357,160,84
Buldhana,2017,Sindkhed Raja,Rural,4,26019,1,564,381,417
Buldhana,2017,Sindkhed Raja,Urban,1,1453,0,404,0,0
Buldhana,2017,Sindkhed Raja,Total,5,27472,1,968,381,417
Buldhana,2017,Lonar,Rural,4,20887,0,220,202,307
Buldhana,2017,Lonar,Urban,2,2351,0,207,0,0
Buldhana,2017,Lonar,Total,6,23238,0,427,202,307
Buldhana,2018,Jalgaon Jamod,Rural,3,20569,11,532,77,203
Buldhana,2018,Jalgaon Jamod,Urban,1,1832,0,39,0,0
Buldhana,2018,Jalgaon Jamod,Total,4,22401,11,571,77,203
Buldhana,2018,Sangrampur,Rural,4,22480,5,194,153,515
Buldhana,2018,Sangrampur,Urban,1,0,3,0,0,
Buldhana,2018,Sangrampur,Total,5,22480,5,197,153,515
Buldhana,2018,Shegaon,Rural,4,13903,0,0,87,372
Buldhana,2018,Shegaon,Urban,1,5430,0,346,0,0
Buldhana,2018,Shegaon,Total,5,19333,0,346,87,372
Buldhana,2018,Nandura,Rural,4,21899,0,584,167,558
Buldhana,2018,Nandura,Urban,,0,0,0,,
Buldhana,2018,Nandura,Total,4,21899,0,584,167,558
Buldhana,2018,Malkapur,Rural,2,15098,0,274,214,313
Buldhana,2018,Malkapur,Urban,1,10398,1,394,0,0
Buldhana,2018,Malkapur,Total,3,25496,1,668,214,313
Buldhana,2018,Motala,Rural,4,25527,6,735,203,200
Buldhana,2018,Motala,Urban,1,0,11,0,0,
Buldhana,2018,Motala,Total,5,25527,6,746,203,200
Buldhana,2018,Khamgaon,Rural,5,37143,11,686,237,981
Buldhana,2018,Khamgaon,Urban,2,6774,16,667,0,0
Buldhana,2018,Khamgaon,Total,7,43917,27,1353,237,981
Buldhana,2018,Mehkar,Rural,5,35755,0,784,370,467
Buldhana,2018,Mehkar,Urban,1,4609,0,171,0,0
Buldhana,2018,Mehkar,Total,6,40364,0,955,370,467
Buldhana,2018,Chikhali,Rural,6,37709,5,970,103,833
Buldhana,2018,Chikhali,Urban,1,5951,0,324,0,0
Buldhana,2018,Chikhali,Total,7,43660,5,1294,103,833
Buldhana,2018,Buldhana,Rural,5,32226,8,711,432,1217
Buldhana,2018,Buldhana,Urban,2,5222,0,249,0,0
Buldhana,2018,Buldhana,Total,7,37448,8,960,432,1217
Buldhana,2018,Deulgaon Raja,Rural,2,15009,0,0,160,84
Buldhana,2018,Deulgaon Raja,Urban,2,2468,0,357,0,0
Buldhana,2018,Deulgaon Raja,Total,4,17477,0,357,160,84
Buldhana,2018,Sindkhed Raja,Rural,4,26019,1,564,381,417
Buldhana,2018,Sindkhed Raja,Urban,1,1453,0,404,0,0
Buldhana,2018,Sindkhed Raja,Total,5,27472,1,968,381,417
Buldhana,2018,Lonar,Rural,4,20887,0,220,202,307
Buldhana,2018,Lonar,Urban,2,2351,0,207,0,0
Buldhana,2018,Lonar,Total,6,23238,0,427,202,307
Buldhana,2019,Jalgaon Jamod,Rural,3,20807,15,494,125,2175
Buldhana,2019,Jalgaon Jamod,Urban,1,1832,0,0,0,15
Buldhana,2019,Jalgaon Jamod,Total,4,22639,15,494,125,2190
Buldhana,2019,Sangrampur,Rural,4,22982,10,147,98,2179
Buldhana,2019,Sangrampur,Urban,1,0,0,0,0,2
Buldhana,2019,Sangrampur,Total,5,22982,10,147,98,2181
Buldhana,2019,Shegaon,Rural,4,14190,0,0,54,2559
Buldhana,2019,Shegaon,Urban,1,5430,2,223,0,136
Buldhana,2019,Shegaon,Total,5,19620,2,223,54,2695
Buldhana,2019,Nandura,Rural,4,27470,0,441,262,2900
Buldhana,2019,Nandura,Urban,1,0,0,0,0,0
Buldhana,2019,Nandura,Total,5,27470,0,441,262,2900
Buldhana,2019,Malkapur,Rural,2,10604,0,61,180,1139
Buldhana,2019,Malkapur,Urban,1,10398,0,227,0,220
Buldhana,2019,Malkapur,Total,3,21002,0,288,180,1359
Buldhana,2019,Motala,Rural,4,24413,2,553,288,265
Buldhana,2019,Motala,Urban,1,0,0,25,0,12
Buldhana,2019,Motala,Total,5,24413,2,578,288,277
Buldhana,2019,Khamgaon,Rural,5,35213,3,410,219,5038
Buldhana,2019,Khamgaon,Urban,1,6774,7,220,0,191
Buldhana,2019,Khamgaon,Total,6,41987,10,630,219,5229
Buldhana,2019,Mehkar,Rural,5,36734,0,523,432,4139
Buldhana,2019,Mehkar,Urban,1,4609,0,83,0,89
Buldhana,2019,Mehkar,Total,6,41343,0,606,432,4228
Buldhana,2019,Chikhali,Rural,6,35011,6,998,267,6375
Buldhana,2019,Chikhali,Urban,1,5951,1,108,0,98
Buldhana,2019,Chikhali,Total,7,40962,7,1106,267,6473
Buldhana,2019,Buldhana,Rural,5,34194,0,716,316,6892
Buldhana,2019,Buldhana,Urban,1,7222,1,187,0,192
Buldhana,2019,Buldhana,Total,6,41416,1,903,316,7084
Buldhana,2019,Deulgaon Raja,Rural,2,14882,0,46,180,292
Buldhana,2019,Deulgaon Raja,Urban,1,2468,0,117,0,35
Buldhana,2019,Deulgaon Raja,Total,3,17350,0,163,180,327
Buldhana,2019,Sindkhed Raja,Rural,4,26008,0,408,441,2081
Buldhana,2019,Sindkhed Raja,Urban,1,1453,0,48,0,12
Buldhana,2019,Sindkhed Raja,Total,5,27461,0,456,441,2093
Buldhana,2019,Lonar,Rural,4,20579,0,43,96,2564
Buldhana,2019,Lonar,Urban,1,2351,0,65,0,28
Buldhana,2019,Lonar,Total,5,22930,0,108,96,2592
Buldhana,2020,Jalgaon Jamod,Rural,4,6930,0,6,106,368
Buldhana,2020,Jalgaon Jamod,Urban,1,5402,,22,0,0
Buldhana,2020,Jalgaon Jamod,Total,5,12332,0,28,106,368
Buldhana,2020,Sangrampur,Rural,4,7842,0,47,65,160
Buldhana,2020,Sangrampur,Urban,1,0,,0,0,0
Buldhana,2020,Sangrampur,Total,5,7842,0,47,65,160
Buldhana,2020,Shegaon,Rural,4,4202,0,0,69,366
Buldhana,2020,Shegaon,Urban,0,13629,,180,0,0
Buldhana,2020,Shegaon,Total,4,17831,0,180,69,366
Buldhana,2020,Nandura,Rural,4,11602,0,81,280,546
Buldhana,2020,Nandura,Urban,1,0,,0,0,0
Buldhana,2020,Nandura,Total,5,11602,0,81,280,546
Buldhana,2020,Malkapur,Rural,2,5468,0,0,165,200
Buldhana,2020,Malkapur,Urban,1,16888,,82,0,0
Buldhana,2020,Malkapur,Total,3,22356,0,82,165,200
Buldhana,2020,Motala,Rural,4,11063,0,0,334,220
Buldhana,2020,Motala,Urban,1,0,,11,0,0
Buldhana,2020,Motala,Total,5,11063,0,11,334,220
Buldhana,2020,Khamgaon,Rural,5,12802,0,143,407,695
Buldhana,2020,Khamgaon,Urban,2,23674,,87,0,0
Buldhana,2020,Khamgaon,Total,7,36476,0,230,407,695
Buldhana,2020,Mehkar,Rural,5,13207,0,69,489,553
Buldhana,2020,Mehkar,Urban,1,11886,,42,0,0
Buldhana,2020,Mehkar,Total,6,25093,0,111,489,553
Buldhana,2020,Chikhali,Rural,6,12332,0,392,356,744
Buldhana,2020,Chikhali,Urban,1,14027,,118,0,0
Buldhana,2020,Chikhali,Total,7,26359,0,510,356,744
Buldhana,2020,Buldhana,Rural,5,10755,0,204,400,1526
Buldhana,2020,Buldhana,Urban,2,16055,1,322,0,0
Buldhana,2020,Buldhana,Total,7,26810,1,526,400,1526
Buldhana,2020,Deulgaon Raja,Rural,2,5596,0,0,160,34
Buldhana,2020,Deulgaon Raja,Urban,2,7405,,225,0,0
Buldhana,2020,Deulgaon Raja,Total,4,13001,0,225,160,34
Buldhana,2020,Sindkhed Raja,Rural,4,9387,0,84,466,341
Buldhana,2020,Sindkhed Raja,Urban,1,3309,,57,0,0
Buldhana,2020,Sindkhed Raja,Total,5,12696,0,141,466,341
Buldhana,2020,Lonar,Rural,4,8157,0,26,52,315
Buldhana,2020,Lonar,Urban,2,5773,,223,0,0
Buldhana,2020,Lonar,Total,6,13930,0,249,52,315
Buldhana,2021,Jalgaon Jamod,Rural,3,21158,0,182,1277,785
Buldhana,2021,Jalgaon Jamod,Urban,1,5964,,8,0,0
Buldhana,2021,Jalgaon Jamod,Total,4,27122,0,190,1277,785
Buldhana,2021,Sangrampur,Rural,2,20572,1,43,36,510
Buldhana,2021,Sangrampur,Urban,1,0,,0,0,0
Buldhana,2021,Sangrampur,Total,3,20572,1,43,36,510
Buldhana,2021,Shegaon,Rural,4,11250,0,0,0,530
Buldhana,2021,Shegaon,Urban,1,14871,,287,0,0
Buldhana,2021,Shegaon,Total,5,26121,0,287,0,530
Buldhana,2021,Nandura,Rural,3,20130,0,114,47,312
Buldhana,2021,Nandura,Urban,0,0,0,0,0,0
Buldhana,2021,Nandura,Total,3,20130,0,114,47,312
Buldhana,2021,Malkapur,Rural,1,12689,0,4,42,644
Buldhana,2021,Malkapur,Urban,1,18220,0,500,0,0
Buldhana,2021,Malkapur,Total,2,30909,0,504,42,644
Buldhana,2021,Motala,Rural,4,27962,0,124,32,77
Buldhana,2021,Motala,Urban,1,0,0,36,0,0
Buldhana,2021,Motala,Total,5,27962,0,160,32,77
Buldhana,2021,Khamgaon,Rural,5,27197,0,304,58,30
Buldhana,2021,Khamgaon,Urban,2,25565,,97,0,0
Buldhana,2021,Khamgaon,Total,7,52762,0,401,58,30
Buldhana,2021,Mehkar,Rural,4,37275,0,428,43,1594
Buldhana,2021,Mehkar,Urban,1,12781,,132,0,3
Buldhana,2021,Mehkar,Total,5,50056,0,560,43,1597
Buldhana,2021,Chikhali,Rural,5,38547,2,437,89,189
Buldhana,2021,Chikhali,Urban,1,15126,,135,,66
Buldhana,2021,Chikhali,Total,6,53673,2,572,89,255
Buldhana,2021,Buldhana,Rural,5,34562,1,188,873,4978
Buldhana,2021,Buldhana,Urban,2,16784,0,588,0,0
Buldhana,2021,Buldhana,Total,7,51346,1,776,873,4978
Buldhana,2021,Deulgaon Raja,Rural,1,14777,0,0,15,1385
Buldhana,2021,Deulgaon Raja,Urban,2,7823,,230,0,0
Buldhana,2021,Deulgaon Raja,Total,3,22600,0,230,15,1385
Buldhana,2021,Sindkhed Raja,Rural,3,22765,0,265,120,346
Buldhana,2021,Sindkhed Raja,Urban,1,3521,,91,0,0
Buldhana,2021,Sindkhed Raja,Total,4,26286,0,356,120,346
Buldhana,2021,Lonar,Rural,2,20230,0,135,5,612
Buldhana,2021,Lonar,Urban,2,6229,1,139,0,0
Buldhana,2021,Lonar,Total,4,26459,1,274,5,612
Dhule,2011,Shirpur,Rural,9,57129,171,1500,1008,3160
Dhule,2011,Shirpur,Urban,,,,,,
Dhule,2011,Shirpur,Total,10,69546,171,1825,1328,4273
Dhule,2011,Shindkheda,Rural,9,45483,36,5429,992,3692
Dhule,2011,Shindkheda,Urban,,,,,,
Dhule,2011,Shindkheda,Total,11,53499,36,5959,1157,5302
Dhule,2011,Sakri,Rural,18,80622,240,3507,1490,4341
Dhule,2011,Sakri,Urban,,,,,,
Dhule,2011,Sakri,Total,18,80622,240,3507,1490,4341
Dhule,2011,Dhule,Rural,12,74044,16,2451,1440,4528
Dhule,2011,Dhule,Urban,,,,,,
Dhule,2011,Dhule,Total,15,74044,24,3816,2554,112305
Dhule,2012,Shirpur,Rural,9,57129,171,1500,1008,3160
Dhule,2012,Shirpur,Urban,,,,,,
Dhule,2012,Shirpur,Total,10,69546,171,1825,1328,4273
Dhule,2012,Shindkheda,Rural,9,45483,36,5429,992,3692
Dhule,2012,Shindkheda,Urban,,,,,,
Dhule,2012,Shindkheda,Total,11,53499,36,5959,1157,5302
Dhule,2012,Sakri,Rural,18,80622,240,3507,1490,4341
Dhule,2012,Sakri,Urban,,,,,,
Dhule,2012,Sakri,Total,18,80622,240,3507,1490,4341
Dhule,2012,Dhule,Rural,12,74044,16,2451,1440,4528
Dhule,2012,Dhule,Urban,,,,,,
Dhule,2012,Dhule,Total,15,74044,24,3816,2554,112305
Dhule,2013,Shirpur,Rural,8,61107,146,1939,33,5268
Dhule,2013,Shirpur,Urban,11,12950,0,560,0,912
Dhule,2013,Shirpur,Total,19,74057,146,2499,33,6180
Dhule,2013,Shindkheda,Rural,8,45882,5,1652,0,7285
Dhule,2013,Shindkheda,Urban,0,0,0,0,0,0
Dhule,2013,Shindkheda,Total,8,45882,5,1652,0,7285
Dhule,2013,Sakri,Rural,14,82549,191,2233,267,9586
Dhule,2013,Sakri,Urban,0,0,0,0,0,0
Dhule,2013,Sakri,Total,14,82549,191,2233,267,9586
Dhule,2013,Dhule,Rural,11,75316,6,2450,0,12625
Dhule,2013,Dhule,Urban,3,75112,4,1670,874,45894
Dhule,2013,Dhule,Total,14,150428,10,4120,874,58519
Dhule,2014,Shirpur,Rural,10,67120,2673,36204,1201,33013
Dhule,2014,Shirpur,Urban,1,12936,90,6458,0,2447
Dhule,2014,Shirpur,Total,11,80056,2763,42662,1201,35460
Dhule,2014,Shindkheda,Rural,8,46006,562,29700,894,28813
Dhule,2014,Shindkheda,Urban,1,8016,0,341,18,240
Dhule,2014,Shindkheda,Total,9,54022,562,30041,912,29053
Dhule,2014,Sakri,Rural,21,87362,4021,36294,1588,80871
Dhule,2014,Sakri,Urban,0,0,0,0,0,0
Dhule,2014,Sakri,Total,21,87362,4021,36294,1588,80871
Dhule,2014,Dhule,Rural,12,75712,651,49336,1780,79610
Dhule,2014,Dhule,Urban,4,77741,2,2526,163,0
Dhule,2014,Dhule,Total,16,153453,653,51862,1943,79610
Dhule,2015,Shirpur,Rural,10,54253,2650,34370,1083,4331
Dhule,2015,Shirpur,Urban,1,12936,0,389,143,530
Dhule,2015,Shirpur,Total,11,67189,2650,34759,1226,4861
Dhule,2015,Shindkheda,Rural,8,47096,598,29454,1041,4718
Dhule,2015,Shindkheda,Urban,1,9022,0,331,34,240
Dhule,2015,Shindkheda,Total,9,56118,598,29785,1075,4958
Dhule,2015,Sakri,Rural,21,83129,3861,35692,1893,4525
Dhule,2015,Sakri,Urban,0,0,0,0,0,0
Dhule,2015,Sakri,Total,21,83129,3861,35692,1893,4525
Dhule,2015,Dhule,Rural,12,74354,698,44044,2071,6560
Dhule,2015,Dhule,Urban,4,19456,4,1838,1176,112300
Dhule,2015,Dhule,Total,16,93810,702,45882,3247,118860
Dhule,2016,Shirpur,Rural,7,60240,1796,33041,1359,956
Dhule,2016,Shirpur,Urban,1,12936,0,6346,0,2649
Dhule,2016,Shirpur,Total,8,73176,1796,39387,1359,3605
Dhule,2016,Shindkheda,Rural,9,45537,589,28788,1133,478
Dhule,2016,Shindkheda,Urban,1,9022,0,3432,0,3247
Dhule,2016,Shindkheda,Total,10,54559,589,32220,1133,3725
Dhule,2016,Sakri,Rural,15,87776,4022,25456,1944,990
Dhule,2016,Sakri,Urban,0,0,0,0,0,0
Dhule,2016,Sakri,Total,15,87776,4022,25456,1944,990
Dhule,2016,Dhule,Rural,12,74922,749,43647,1966,238
Dhule,2016,Dhule,Urban,2,28511,2,1913,858,9950
Dhule,2016,Dhule,Total,14,103433,751,45560,2824,10188
Dhule,2017,Shirpur,Rural,7,65354,1879,34461,2239,594
Dhule,2017,Shirpur,Urban,1,12936,0,223,106,605
Dhule,2017,Shirpur,Total,8,78290,1879,34684,2345,1199
Dhule,2017,Shindkheda,Rural,9,49391,671,29987,2150,910
Dhule,2017,Shindkheda,Urban,1,7614,2,262,190,350
Dhule,2017,Shindkheda,Total,10,57005,673,30249,2340,1260
Dhule,2017,Sakri,Rural,15,80601,4127,27538,3841,549
Dhule,2017,Sakri,Urban,0,0,0,0,0,0
Dhule,2017,Sakri,Total,15,80601,4127,27538,3841,549
Dhule,2017,Dhule,Rural,12,75163,864,45374,3349,412
Dhule,2017,Dhule,Urban,2,28511,0,1240,828,11249
Dhule,2017,Dhule,Total,14,103674,864,46614,4177,11661
Dhule,2018,Shirpur,Rural,6,67878,1130,34433,4695,3514
Dhule,2018,Shirpur,Urban,1,12936,0,150,86,425
Dhule,2018,Shirpur,Total,7,80814,1130,34583,4781,3939
Dhule,2018,Shindkheda,Rural,8,46126,841,29956,1970,1135
Dhule,2018,Shindkheda,Urban,1,7614,0,273,150,1660
Dhule,2018,Shindkheda,Total,9,53740,841,30229,2120,2795
Dhule,2018,Sakri,Rural,13,88589,4509,27286,5456,4277
Dhule,2018,Sakri,Urban,0,0,0,0,0,0
Dhule,2018,Sakri,Total,13,88589,4509,27286,5456,4277
Dhule,2018,Dhule,Rural,11,77418,928,45292,3482,2268
Dhule,2018,Dhule,Urban,3,29222,0,906,1250,84
Dhule,2018,Dhule,Total,14,106640,928,46198,4732,2352
Dhule,2019,Shirpur,Rural,8,65333,20,629,1235,2120
Dhule,2019,Shirpur,Urban,1,13868,0,196,87,432
Dhule,2019,Shirpur,Total,9,79201,20,825,1322,2552
Dhule,2019,Shindkheda,Rural,8,47910,1,699,816,1615
Dhule,2019,Shindkheda,Urban,1,8647,0,372,160,1600
Dhule,2019,Shindkheda,Total,9,56557,1,1071,976,3215
Dhule,2019,Sakri,Rural,10,88587,77,1303,1677,2827
Dhule,2019,Sakri,Urban,3,0,6,298,47,40
Dhule,2019,Sakri,Total,13,88587,83,1601,1724,2867
Dhule,2019,Dhule,Rural,11,79274,4,2016,1724,2904
Dhule,2019,Dhule,Urban,3,31612,0,1536,1055,13245
Dhule,2019,Dhule,Total,13,110886,4,3552,2779,16149
Dhule,2020,Shirpur,Rural,8,76886,0,693,1097,23675
Dhule,2020,Shirpur,Urban,1,13858,0,21,0,0
Dhule,2020,Shirpur,Total,9,90744,0,714,1097,23675
Dhule,2020,Shindkheda,Rural,8,81824,1,931,725,44664
Dhule,2020,Shindkheda,Urban,1,9632,0,0,0,0
