District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls,Organizations without Workers
Jalna,2021,Jaffrabad,2088,817,356,1,3665
Jalna,2021,Jalna,8369,6144,2098,4,30858
Jalna,2021,Badnapur,,,,,
Jalna,2021,Ambad,3972,1364,769,1,6387
Jalna,2021,Ghansawangi,,,,,
Jalna,2021,Partur,3058,2388,947,3,5162
Jalna,2021,Mantha,,,,,
Latur,2012,Latur,27360,16305,3122,37,
Latur,2012,Renapur,,,,,
Latur,2012,Ahamadpur,1755,960,490,4,
Latur,2012,Jalkot,,,,,
Latur,2012,Chakur,1295,510,260,,
Latur,2012,Shirur-Anantpal,460,194,82,,
Latur,2012,Aosa,1840,560,169,,
Latur,2012,Nilanga,1425,380,145,1,
Latur,2012,Devani,,,,,
Latur,2012,Udgir,6690,3970,770,5,
Latur,2013,Latur,27960,16510,3225,37,
Latur,2013,Renapur,0,0,0,0,
Latur,2013,Ahamadpur,1862,990,510,4,
Latur,2013,Jalkot,0,0,0,0,
Latur,2013,Chakur,1340,540,270,0,
Latur,2013,Shirur-Anantpal,484,210,90,0,
Latur,2013,Aosa,1910,580,180,0,
Latur,2013,Nilanga,1475,400,160,1,
Latur,2013,Devani,0,0,0,0,
Latur,2013,Udgir,6810,4000,780,5,
Latur,2014,Latur,28440,17510,3335,37,
Latur,2014,Renapur,0,0,0,0,
Latur,2014,Ahamadpur,1910,1010,525,4,
Latur,2014,Jalkot,0,0,0,0,
Latur,2014,Chakur,1385,555,280,0,
Latur,2014,Shirur-Anantpal,503,220,95,0,
Latur,2014,Aosa,1965,605,195,0,
Latur,2014,Nilanga,1525,410,169,1,
Latur,2014,Devani,0,0,0,0,
Latur,2014,Udgir,7020,4110,790,5,
Latur,2015,Latur,29045,17810,3565,37,
Latur,2015,Renapur,0,0,0,0,
Latur,2015,Ahamadpur,1980,1105,590,4,
Latur,2015,Jalkot,0,0,0,0,
Latur,2015,Chakur,1410,590,310,0,
Latur,2015,Shirur-Anantpal,545,255,110,0,
Latur,2015,Aosa,2010,655,255,0,
Latur,2015,Nilanga,1572,460,190,1,
Latur,2015,Devani,0,0,0,0,
Latur,2015,Udgir,7110,4300,815,5,
Latur,2016,Latur,37912,20726,4655,37,
Latur,2016,Renapur,0,0,0,0,
Latur,2016,Ahamadpur,3401,1153,620,4,
Latur,2016,Jalkot,0,0,0,0,
Latur,2016,Chakur,1783,670,322,0,
Latur,2016,Shirur-Anantpal,712,270,122,1,
Latur,2016,Aosa,3453,942,336,0,
Latur,2016,Nilanga,2432,721,314,1,
Latur,2016,Devani,0,0,0,0,
Latur,2016,Udgir,9748,5262,1109,5,
Latur,2017,Latur,38220,20930,4810,37,
Latur,2017,Renapur,0,0,0,0,
Latur,2017,Ahamadpur,3610,1390,740,4,
Latur,2017,Jalkot,0,0,0,0,
Latur,2017,Chakur,1910,780,430,0,
Latur,2017,Shirur-Anantpal,790,310,145,1,
Latur,2017,Aosa,3590,972,370,0,
Latur,2017,Nilanga,2587,790,355,1,
Latur,2017,Devani,0,0,0,0,
Latur,2017,Udgir,9930,5365,1180,5,
Latur,2018,Latur,38235,20942,4818,39,37670
Latur,2018,Renapur,4,2,2,0,2044
Latur,2018,Ahamadpur,1915,1395,742,16,2645
Latur,2018,Jalkot,5,4,2,0,435
Latur,2018,Chakur,1910,782,430,0,956
Latur,2018,Shirur-Anantpal,790,311,145,1,1235
Latur,2018,Aosa,3604,976,371,0,4356
Latur,2018,Nilanga,2595,795,358,2,3813
Latur,2018,Devani,1,1,3,0,475
Latur,2018,Udgir,9942,5377,1188,5,3795
Latur,2019,Latur,38270,20997,4823,39,52670
Latur,2019,Renapur,4,2,2,0,2144
Latur,2019,Ahamadpur,1978,1395,773,16,4145
Latur,2019,Jalkot,5,4,2,0,435
Latur,2019,Chakur,1925,782,435,0,1656
Latur,2019,Shirur-Anantpal,797,311,147,1,1260
Latur,2019,Aosa,3606,983,371,0,6389
Latur,2019,Nilanga,2595,800,358,2,5813
Latur,2019,Devani,1,1,3,0,475
Latur,2019,Udgir,10077,5377,1206,5,7895
Latur,2020,Latur,44354,24646,5047,39,38117
Latur,2020,Renapur,2453,1903,64,0,2065
Latur,2020,Ahamadpur,2629,2093,1050,16,2959
Latur,2020,Jalkot,558,452,94,0,452
Latur,2020,Chakur,2505,1260,745,0,997
Latur,2020,Shirur-Anantpal,1462,790,289,1,1269
Latur,2020,Aosa,6045,4102,386,0,4448
Latur,2020,Nilanga,5147,2756,397,2,3910
Latur,2020,Devani,458,422,317,0,519
Latur,2020,Udgir,10644,6099,1462,5,4012
Latur,2021,Latur,46570,25878,5299,39,40022
Latur,2021,Renapur,2575,1998,67,0,2168
Latur,2021,Ahamadpur,2760,2197,1102,16,3106
Latur,2021,Jalkot,586,475,99,0,474
Latur,2021,Chakur,2630,1323,782,0,1046
Latur,2021,Shirur-Anantpal,1535,829,303,1,1332
Latur,2021,Aosa,6347,4307,405,0,4670
Latur,2021,Nilanga,5404,2894,417,2,4105
Latur,2021,Devani,481,443,333,0,544
Latur,2021,Udgir,11176,6404,1535,5,4212
Mumbai City,2013,Mumbai City,99923,118031,6052,297,
Mumbai City,2014,Mumbai City,84906,111876,5136,234,
Mumbai City,2015,Mumbai City,84452,124901,5120,240,
Mumbai City,2016,Mumbai City,89965,146687,5467,253,
Mumbai City,2017,Mumbai City,92719,169510,4997,242,
Mumbai City,2018,Mumbai City,19845,53856,3523,216,59872
Mumbai City,2019,Mumbai City,19845,53856,3523,216,56872
Mumbai City,2020,Mumbai City,6225,27690,1922,54,26270
Mumbai City,2021,Mumbai City,53860,85706,4948,153,30656
Mumbai Suburban,2016,Adheri,,,,,
Mumbai Suburban,2016,Borivali,,,,,
Mumbai Suburban,2016,Kurla,,,,,
Mumbai Suburban,2017,Adheri,64668,111657,3281,147,
Mumbai Suburban,2017,Borivali,82455,123361,3440,254,
Mumbai Suburban,2017,Kurla,84350,163350,3433,251,
Mumbai Suburban,2018,Adheri,11472,18169,1972,32,
Mumbai Suburban,2018,Borivali,4288,9779,858,39,
Mumbai Suburban,2018,Kurla,8312,15495,1017,30,
Mumbai Suburban,2019,Adheri,2794,10346,959,9,7592
Mumbai Suburban,2019,Borivali,2616,8111,518,14,7052
Mumbai Suburban,2019,Kurla,2943,11122,713,13,9236
Mumbai Suburban,2020,Adheri,5077,19066,1767,23,17133
Mumbai Suburban,2020,Borivali,8400,22407,1590,48,14240
Mumbai Suburban,2020,Kurla,7785,30463,2712,29,32119
Mumbai Suburban,2021,Adheri,35771,48477,3046,62,16340
Mumbai Suburban,2021,Borivali,32330,44205,2388,59,6824
Mumbai Suburban,2021,Kurla,57900,68505,4019,102,35339
Nagpur,2012,Narkhed,0,0,0,0,
Nagpur,2012,Katol,1200,548,127,1,
Nagpur,2012,Kalameshwar,764,350,216,0,
Nagpur,2012,Sawner,768,451,126,2,
Nagpur,2012,Parashivani,0,0,0,0,
Nagpur,2012,Ramtech,0,0,0,0,
Nagpur,2012,Mauda,0,0,0,0,
Nagpur,2012,Kamathi,1892,1183,221,2,
Nagpur,2012,Nagpur (Gra),0,0,0,0,
Nagpur,2012,Nagpur (Sh),71758,40222,8265,20,
Nagpur,2012,Hingana,0,0,0,0,
Nagpur,2012,Umred,1090,392,80,1,
Nagpur,2012,Kuhi,0,0,0,0,
Nagpur,2012,Bhiwapur,0,0,0,0,
Nagpur,2013,Narkhed,0,0,0,0,
Nagpur,2013,Katol,1225,562,124,1,
Nagpur,2013,Kalameshwar,764,348,215,0,
Nagpur,2013,Sawner,753,438,124,2,
Nagpur,2013,Parashivani,0,0,0,0,
Nagpur,2013,Ramtech,0,0,0,0,
Nagpur,2013,Mauda,0,0,0,0,
Nagpur,2013,Kamathi,1866,1157,218,2,
Nagpur,2013,Nagpur (Gra),0,0,0,0,
Nagpur,2013,Nagpur (Sh),70331,42222,8148,19,
Nagpur,2013,Hingana,0,0,0,0,
Nagpur,2013,Umred,1051,393,78,1,
Nagpur,2013,Kuhi,0,0,0,0,
Nagpur,2013,Bhiwapur,0,0,0,0,
Nagpur,2014,Narkhed,0,0,0,0,
Nagpur,2014,Katol,1290,590,868,1,
Nagpur,2014,Kalameshwar,768,353,256,0,
Nagpur,2014,Sawner,758,448,125,2,
Nagpur,2014,Parashivani,0,0,0,0,
Nagpur,2014,Ramtech,0,0,0,0,
Nagpur,2014,Mauda,0,0,0,0,
Nagpur,2014,Kamathi,1894,1184,225,2,
Nagpur,2014,Nagpur (Gra),0,0,0,0,
Nagpur,2014,Nagpur (Sh),71227,46896,8627,19,
Nagpur,2014,Hingana,0,0,0,0,
Nagpur,2014,Umred,1076,426,80,1,
Nagpur,2014,Kuhi,0,0,0,0,
Nagpur,2014,Bhiwapur,0,0,0,0,
Nagpur,2015,Narkhed,0,0,0,0,
Nagpur,2015,Katol,2155,644,876,1,
Nagpur,2015,Kalameshwar,775,365,257,2,
Nagpur,2015,Sawner,796,466,129,2,
Nagpur,2015,Parashivani,0,0,0,0,
Nagpur,2015,Ramtech,0,0,0,0,
Nagpur,2015,Mauda,0,0,0,0,
Nagpur,2015,Kamathi,1981,1228,238,2,
Nagpur,2015,Nagpur (Gra),0,0,0,0,
Nagpur,2015,Nagpur (Sh),86806,50107,8800,18,
Nagpur,2015,Hingana,0,0,0,0,
Nagpur,2015,Umred,1421,467,82,2,
Nagpur,2015,Kuhi,0,0,0,0,
Nagpur,2015,Bhiwapur,0,0,0,0,
Nagpur,2016,Narkhed, , , , ,
Nagpur,2016,Katol,358,92,30,0,
Nagpur,2016,Kalameshwar, , , , ,
Nagpur,2016,Sawner,,,,,
Nagpur,2016,Parashivani, , , , ,
Nagpur,2016,Ramtech, , , , ,
Nagpur,2016,Mauda, , , , ,
Nagpur,2016,Kamathi,,,,,
Nagpur,2016,Nagpur (Gra),21897,17923,2062,40,
Nagpur,2016,Nagpur (Sh), , , , ,
Nagpur,2016,Hingana,,,,,
Nagpur,2016,Umred,301,139,59,2,
Nagpur,2016,Kuhi,,,,,
Nagpur,2016,Bhiwapur,,,,,
Nagpur,2017,Narkhed,,,,,
Nagpur,2017,Katol,1701,911,151,1,
Nagpur,2017,Kalameshwar, , , , ,
Nagpur,2017,Sawner, , , , ,
Nagpur,2017,Parashivani, , , , ,
Nagpur,2017,Ramtech, , , , ,
Nagpur,2017,Mauda, , , , ,
Nagpur,2017,Kamathi, , , , ,
Nagpur,2017,Nagpur (Gra), , , , ,
Nagpur,2017,Nagpur (Sh),26349,9386,4116,40,
Nagpur,2017,Hingana, , , , ,
Nagpur,2017,Umred,97,115,7,2,
Nagpur,2017,Kuhi,,,,,
Nagpur,2017,Bhiwapur,,,,,
Nagpur,2018,Narkhed, , , ,,
Nagpur,2018,Katol,2460,1269,196,1,352
Nagpur,2018,Kalameshwar, , , ,,
Nagpur,2018,Sawner, , , ,,
Nagpur,2018,Parashivani, , , ,,
Nagpur,2018,Ramtech, , , ,,
Nagpur,2018,Mauda, , , ,,
Nagpur,2018,Kamathi, , , ,,
Nagpur,2018,Nagpur (Gra), , , ,,
Nagpur,2018,Nagpur (Sh),60365,36970,6201,40,22468
Nagpur,2018,Hingana, , , ,,
Nagpur,2018,Umred,479,371,43,2,285
Nagpur,2018,Kuhi, , , ,,
Nagpur,2018,Bhiwapur, , , ,,
Nagpur,2019,Narkhed,,,,,
Nagpur,2019,Katol,2471,1274,199,1,367
Nagpur,2019,Kalameshwar,,,,,
Nagpur,2019,Sawner,,,,,
Nagpur,2019,Parashivani,,,,,
Nagpur,2019,Ramtech,,,,,
Nagpur,2019,Mauda,,,,,
Nagpur,2019,Kamathi,,,,,
Nagpur,2019,Nagpur (Gra),,,,,
Nagpur,2019,Nagpur (Sh),62175,39927,6325,48,24490
Nagpur,2019,Hingana,,,,,
Nagpur,2019,Umred,492,379,43,2,317
Nagpur,2019,Kuhi,,,,,
Nagpur,2019,Bhiwapur,,,,,
Nagpur,2020,Narkhed,,,,,
Nagpur,2020,Katol,2490,1301,201,1,370
Nagpur,2020,Kalameshwar,,,,,
Nagpur,2020,Sawner,,,,,
Nagpur,2020,Parashivani,,,,,
Nagpur,2020,Ramtech,,,,,
Nagpur,2020,Mauda,,,,,
Nagpur,2020,Kamathi,,,,,
Nagpur,2020,Nagpur (Gra),,,,,
Nagpur,2020,Nagpur (Sh),62180,39987,6380,48,24500
Nagpur,2020,Hingana,,,,,
Nagpur,2020,Umred,938,678,87,2,357
Nagpur,2020,Kuhi,,,,,
Nagpur,2020,Bhiwapur,,,,,
Nagpur,2021,Narkhed,,,,,
Nagpur,2021,Katol,2530,1325,205,1,440
Nagpur,2021,Kalameshwar,,,,,
Nagpur,2021,Sawner,,,,,
Nagpur,2021,Parashivani,,,,,
Nagpur,2021,Ramtech,,,,,
Nagpur,2021,Mauda,,,,,
Nagpur,2021,Kamathi,,,,,
Nagpur,2021,Nagpur (Gra),,,,,
Nagpur,2021,Nagpur (Sh),64575,41546,6625,48,26875
Nagpur,2021,Hingana,,,,,
Nagpur,2021,Umred,1698,1063,127,3,672
Nagpur,2021,Kuhi,,,,,
Nagpur,2021,Bhiwapur,,,,,
Nanded,2014,Mahur,0,0,0,0,
Nanded,2014,Kinvat,2002,957,336,17,
Nanded,2014,Himalay Nagar,208,53,12,0,
Nanded,2014,Hadgaon,32,5,3,0,
Nanded,2014,Andhrapur,0,0,0,0,
Nanded,2014,Nanded,21363,10522,399,3,
Nanded,2014,Mudkhed,0,0,0,0,
Nanded,2014,Bhokar,720,347,177,1,
Nanded,2014,Umari,297,213,57,1,
Nanded,2014,Dharmabad,973,314,123,2,
Nanded,2014,Biloli,0,0,0,0,
Nanded,2014,Naygaon,0,0,0,0,
Nanded,2014,Loha,1181,473,121,2,
Nanded,2014,Kandhar,799,288,96,3,
Nanded,2014,Mukhed,1371,253,80,4,
Nanded,2014,Deglur,3066,903,188,0,
Nanded,2015,Mahur,,,,,
Nanded,2015,Kinvat,,,,,
Nanded,2015,Himalay Nagar,,,,,
Nanded,2015,Hadgaon,,,,,
Nanded,2015,Andhrapur,,,,,
Nanded,2015,Nanded,,,,,
Nanded,2015,Mudkhed,,,,,
Nanded,2015,Bhokar,,,,,
Nanded,2015,Umari,,,,,
Nanded,2015,Dharmabad,,,,,
Nanded,2015,Biloli,,,,,
Nanded,2015,Naygaon,,,,,
Nanded,2015,Loha,,,,,
Nanded,2015,Kandhar,,,,,
Nanded,2015,Mukhed,,,,,
Nanded,2015,Deglur,,,,,
Nanded,2016,Mahur,0,0,0,0,
Nanded,2016,Kinvat,2110,971,340,17,
Nanded,2016,Himalay Nagar,308,74,14,0,
Nanded,2016,Hadgaon,242,212,32,0,
Nanded,2016,Andhrapur,0,0,0,0,
Nanded,2016,Nanded,32251,17557,1872,9,
Nanded,2016,Mudkhed,0,0,0,0,
Nanded,2016,Bhokar,2911,974,408,2,
Nanded,2016,Umari,985,589,141,1,
Nanded,2016,Dharmabad,2543,1020,299,3,
Nanded,2016,Biloli,0,0,0,0,
Nanded,2016,Naygaon,0,0,0,0,
Nanded,2016,Loha,1211,656,124,2,
Nanded,2016,Kandhar,899,308,103,3,
Nanded,2016,Mukhed,1466,323,77,1,
Nanded,2016,Deglur,3164,942,175,0,
Nanded,2017,Mahur,0,0,0,2,
Nanded,2017,Kinvat,2190,971,940,1,
Nanded,2017,Himalay Nagar,348,104,44,2,
Nanded,2017,Hadgaon,695,645,465,0,
Nanded,2017,Andhrapur,0,0,0,0,
Nanded,2017,Nanded,41344,22568,2925,18,
Nanded,2017,Mudkhed,0,0,0,0,
Nanded,2017,Bhokar,3510,1324,758,0,
Nanded,2017,Umari,1418,1022,574,2,
Nanded,2017,Dharmabad,2976,1722,459,1,
Nanded,2017,Biloli,0,0,0,2,
Nanded,2017,Naygaon,0,0,0,2,
Nanded,2017,Loha,1288,733,201,0,
Nanded,2017,Kandhar,1289,385,187,0,
Nanded,2017,Mukhed,1685,323,77,3,
Nanded,2017,Deglur,3282,942,175,0,
Nanded,2018,Mahur,0,0,0,2,0
Nanded,2018,Kinvat,2200,976,945,1,1211
Nanded,2018,Himalay Nagar,373,119,52,2,603
Nanded,2018,Hadgaon,730,675,498,0,1810
Nanded,2018,Andhrapur,0,0,0,0,0
Nanded,2018,Nanded,43144,23468,3225,18,37900
Nanded,2018,Mudkhed,0,0,0,0,0
Nanded,2018,Bhokar,3780,1476,835,0,1720
Nanded,2018,Umari,1515,1100,589,2,1912
Nanded,2018,Dharmabad,3341,1758,477,1,3230
Nanded,2018,Biloli,0,0,0,2,0
Nanded,2018,Naygaon,0,0,0,2,0
Nanded,2018,Loha,1344,752,211,0,3511
Nanded,2018,Kandhar,1417,457,316,0,1816
Nanded,2018,Mukhed,1795,1008,135,3,1610
Nanded,2018,Deglur,3477,969,207,0,4130
Nanded,2019,Mahur,0,0,0,2,0
Nanded,2019,Kinvat,2202,982,945,1,1211
Nanded,2019,Himalay Nagar,373,119,52,2,603
Nanded,2019,Hadgaon,730,675,498,0,1810
Nanded,2019,Andhrapur,0,0,0,0,0
Nanded,2019,Nanded,43194,23493,3225,18,37900
Nanded,2019,Mudkhed,0,0,0,0,0
Nanded,2019,Bhokar,3780,1476,835,0,1720
Nanded,2019,Umari,1515,1100,589,2,1912
Nanded,2019,Dharmabad,3341,1758,477,1,3230
Nanded,2019,Biloli,0,0,0,2,0
Nanded,2019,Naygaon,0,0,0,2,0
Nanded,2019,Loha,1346,753,212,0,3511
Nanded,2019,Kandhar,1418,457,316,0,1816
Nanded,2019,Mukhed,1795,1008,135,3,1610
Nanded,2019,Deglur,3475,969,207,0,4130
Nanded,2020,Mahur,0,0,0,2,0
Nanded,2020,Kinvat,2210,985,947,2,1211
Nanded,2020,Himalay Nagar,380,130,55,2,603
Nanded,2020,Hadgaon,740,670,500,0,0
Nanded,2020,Andhrapur,0,0,0,0,0
Nanded,2020,Nanded,45194,24493,3325,18,37900
Nanded,2020,Mudkhed,0,0,0,0,0
Nanded,2020,Bhokar,3880,1576,880,0,1720
Nanded,2020,Umari,1530,1200,595,2,1912
Nanded,2020,Dharmabad,3441,1780,480,1,3230
Nanded,2020,Biloli,0,0,0,2,0
Nanded,2020,Naygaon,0,2,0,2,0
Nanded,2020,Loha,1446,763,214,0,3511
Nanded,2020,Kandhar,1430,470,318,0,1816
Nanded,2020,Mukhed,1800,1009,136,3,1610
Nanded,2020,Deglur,3480,981,210,0,4130
Nanded,2021,Mahur,0,0,0,2,0
Nanded,2021,Kinvat,2214,985,947,2,1231
Nanded,2021,Himalay Nagar,380,130,55,2,613
Nanded,2021,Hadgaon,740,670,500,0,0
Nanded,2021,Andhrapur,0,0,0,0,0
Nanded,2021,Nanded,45244,24503,3337,18,38400
Nanded,2021,Mudkhed,0,0,0,0,0
Nanded,2021,Bhokar,3880,1576,880,0,1745
Nanded,2021,Umari,1530,1200,595,2,1917
Nanded,2021,Dharmabad,3441,1780,480,1,3270
Nanded,2021,Biloli,0,0,0,2,5
Nanded,2021,Naygaon,0,2,0,2,5
Nanded,2021,Loha,1446,763,214,0,3521
Nanded,2021,Kandhar,1430,470,318,0,1830
Nanded,2021,Mukhed,1802,1009,136,3,1630
Nanded,2021,Deglur,3483,981,210,0,4180
Nandurbar,2006,Akkalkuva,,,,,
Nandurbar,2006,Akrani,,,,,
Nandurbar,2006,Taloda,,,,,
Nandurbar,2006,Shahada,,,,,
Nandurbar,2006,Nandurbar,,,,,
Nandurbar,2006,Navapur,,,,,
Nandurbar,2008,Akkalkuva,,,,,
Nandurbar,2008,Akrani,,,,,
Nandurbar,2008,Taloda,,,,,
Nandurbar,2008,Shahada,,,,,
Nandurbar,2008,Nandurbar,,,,,
Nandurbar,2008,Navapur,,,,,
Nandurbar,2009,Akkalkuva,0,0,0,0,
Nandurbar,2009,Akrani,0,0,0,0,
Nandurbar,2009,Taloda,520,170,50,2,
Nandurbar,2009,Shahada,404,393,128,2,
Nandurbar,2009,Nandurbar,1033,384,199,7,
Nandurbar,2009,Navapur,0,0,0,0,
Nandurbar,2010,Akkalkuva,0,0,0,0,
Nandurbar,2010,Akrani,0,0,0,0,
Nandurbar,2010,Taloda,500,80,22,2,
Nandurbar,2010,Shahada,954,936,133,2,
Nandurbar,2010,Nandurbar,3155,1435,210,4,
Nandurbar,2010,Navapur,0,0,0,0,
Nandurbar,2011,Akkalkuva,0,0,0,0,
Nandurbar,2011,Akrani,0,0,0,0,
Nandurbar,2011,Taloda,112,40,30,2,
Nandurbar,2011,Shahada,477,432,146,2,
Nandurbar,2011,Nandurbar,1152,537,238,4,
Nandurbar,2011,Navapur,0,0,0,0,
Nandurbar,2012,Akkalkuva,0,0,0,0,
Nandurbar,2012,Akrani,0,0,0,0,
Nandurbar,2012,Taloda,117,43,32,2,
Nandurbar,2012,Shahada,566,472,148,2,
Nandurbar,2012,Nandurbar,1158,537,220,4,
Nandurbar,2012,Navapur,0,0,0,0,
Nandurbar,2013,Akkalkuva,0,0,0,0,
Nandurbar,2013,Akrani,0,0,0,0,
Nandurbar,2013,Taloda,47,66,43,0,
Nandurbar,2013,Shahada,631,570,164,2,
Nandurbar,2013,Nandurbar,1261,624,251,4,
Nandurbar,2013,Navapur,0,0,0,0,
Nandurbar,2014,Akkalkuva,0,0,0,0,
Nandurbar,2014,Akrani,0,0,0,0,
Nandurbar,2014,Taloda,48,72,44,0,
Nandurbar,2014,Shahada,641,520,168,2,
Nandurbar,2014,Nandurbar,1284,648,252,4,
Nandurbar,2014,Navapur,0,0,0,0,
Nandurbar,2015,Akkalkuva,0,0,0,0,
Nandurbar,2015,Akrani,0,0,0,0,
Nandurbar,2015,Taloda,48,52,20,0,
Nandurbar,2015,Shahada,539,404,98,2,
Nandurbar,2015,Nandurbar,1308,686,260,4,
Nandurbar,2015,Navapur,0,0,0,0,
Nandurbar,2016,Akkalkuva,0,0,0,0,
Nandurbar,2016,Akrani,0,0,0,0,
Nandurbar,2016,Taloda,48,52,20,0,
Nandurbar,2016,Shahada,539,404,98,2,
Nandurbar,2016,Nandurbar,1308,686,260,4,
Nandurbar,2016,Navapur,0,0,0,0,
Nandurbar,2017,Akkalkuva,0,0,0,0,
Nandurbar,2017,Akrani,0,0,0,0,
Nandurbar,2017,Taloda,75,61,22,0,
Nandurbar,2017,Shahada,693,472,110,2,
Nandurbar,2017,Nandurbar,1597,873,286,4,
Nandurbar,2017,Navapur,0,0,0,0,
Nandurbar,2018,Akkalkuva,0,0,0,0,0
Nandurbar,2018,Akrani,0,0,0,0,0
Nandurbar,2018,Taloda,76,61,22,0,879
Nandurbar,2018,Shahada,694,472,110,2,1443
Nandurbar,2018,Nandurbar,1601,876,286,4,4167
Nandurbar,2018,Navapur,0,0,0,0,0
Nandurbar,2019,Akkalkuva,0,0,0,0,0
Nandurbar,2019,Akrani,0,0,0,0,0
Nandurbar,2019,Taloda,79,63,23,0,879
Nandurbar,2019,Shahada,702,478,111,2,1443
Nandurbar,2019,Nandurbar,1636,898,292,4,4167
Nandurbar,2019,Navapur,0,0,0,0,0
Nandurbar,2020,Akkalkuva,1,3,6,0,406
Nandurbar,2020,Akrani,0,0,0,0,62
Nandurbar,2020,Taloda,82,66,23,0,906
Nandurbar,2020,Shahada,702,478,111,2,1569
Nandurbar,2020,Nandurbar,1696,909,292,4,4689
Nandurbar,2020,Navapur,2,3,5,0,396
Nandurbar,2021,Akkalkuva,3,4,7,0,412
Nandurbar,2021,Akrani,0,0,0,0,65
Nandurbar,2021,Taloda,89,68,23,0,910
Nandurbar,2021,Shahada,702,478,111,2,1572
Nandurbar,2021,Nandurbar,1696,910,292,4,4692
Nandurbar,2021,Navapur,4,5,5,0,398
Nashik,2012,Surgana,,,,,
Nashik,2012,Kalwan,,,,,
Nashik,2012,Devala,,,,,
Nashik,2012,Baglan,1914,653,212,5,
Nashik,2012,Malegaon,13593,16074,1250,32,
Nashik,2012,Nandgaon,3761,1456,402,4,
Nashik,2012,Chandwad,,,,,
Nashik,2012,Dindori,,,,,
Nashik,2012,Peth,,,,,
Nashik,2012,Trimbak,,,,,
Nashik,2012,Nashik,54731,40754,13859,40,
Nashik,2012,Igatpuri,1541,551,191,6,
Nashik,2012,Sinner,1943,800,199,4,
Nashik,2012,Nifad,,,,,
Nashik,2012,Yewala,1422,1049,179,1,
Nashik,2013,Surgana,,,,,
Nashik,2013,Kalwan,,,,,
Nashik,2013,Devala,,,,,
Nashik,2013,Baglan,1978,669,197,4,
Nashik,2013,Malegaon,14636,16741,1305,50,
Nashik,2013,Nandgaon,3827,1529,394,4,
Nashik,2013,Chandwad,,,,,
Nashik,2013,Dindori,,,,,
Nashik,2013,Peth,,,,,
Nashik,2013,Trimbak,,,,,
Nashik,2013,Nashik,58224,45962,14146,40,
Nashik,2013,Igatpuri,1602,604,198,6,
Nashik,2013,Sinner,2060,954,213,4,
Nashik,2013,Nifad,,,,,
Nashik,2013,Yewala,1438,1099,187,1,
Nashik,2014,Surgana,0,0,0,0,
Nashik,2014,Kalwan,0,0,0,0,
Nashik,2014,Devala,0,0,0,0,
Nashik,2014,Baglan,2052,686,208,4,
Nashik,2014,Malegaon,15085,17205,1305,50,
Nashik,2014,Nandgaon,3878,1594,398,4,
Nashik,2014,Chandwad,0,0,0,0,
Nashik,2014,Dindori,0,0,0,0,
Nashik,2014,Peth,0,0,0,0,
Nashik,2014,Trimbak,0,0,0,0,
Nashik,2014,Nashik,61156,51945,14458,40,
Nashik,2014,Igatpuri,1659,698,206,6,
Nashik,2014,Sinner,2176,1077,222,4,
Nashik,2014,Nifad,0,0,0,0,
Nashik,2014,Yewala,1494,1128,200,1,
Nashik,2015,Surgana,0,0,0,0,
Nashik,2015,Kalwan,0,0,0,0,
Nashik,2015,Devala,0,0,0,0,
Nashik,2015,Baglan,2162,743,208,4,
Nashik,2015,Malegaon,3325,11293,1379,50,
Nashik,2015,Nandgaon,3971,1666,400,4,
Nashik,2015,Chandwad,0,0,0,0,
Nashik,2015,Dindori,0,0,0,0,
Nashik,2015,Peth,0,0,0,0,
Nashik,2015,Trimbak,0,0,0,0,
Nashik,2015,Nashik,66725,55461,14875,40,
Nashik,2015,Igatpuri,1761,725,207,11,
Nashik,2015,Sinner,2176,1077,222,4,
Nashik,2015,Nifad,2191,983,453,0,
Nashik,2015,Yewala,1196,545,137,3,
Nashik,2016,Surgana,0,0,0,0,
Nashik,2016,Kalwan,0,0,0,0,
Nashik,2016,Devala,0,0,0,0,
Nashik,2016,Baglan,2674,847,234,4,
Nashik,2016,Malegaon,5618,12032,1414,37,
Nashik,2016,Nandgaon,4148,1720,410,4,
Nashik,2016,Chandwad,0,0,0,0,
Nashik,2016,Dindori,0,0,0,0,
Nashik,2016,Peth,0,0,0,0,
Nashik,2016,Trimbak,0,0,0,0,
Nashik,2016,Nashik,82569,67066,16770,46,
Nashik,2016,Igatpuri,1915,789,221,3,
Nashik,2016,Sinner,2725,1377,252,4,
Nashik,2016,Nifad,3847,1679,613,4,
Nashik,2016,Yewala,1747,1223,207,1,
Nashik,2017,Surgana,0,0,0,0,
Nashik,2017,Kalwan,0,0,0,0,
Nashik,2017,Devala,0,0,0,0,
Nashik,2017,Baglan,2825,962,247,4,
Nashik,2017,Malegaon,7425,12874,1462,37,
Nashik,2017,Nandgaon,5256,1915,435,4,
Nashik,2017,Chandwad,0,0,0,0,
Nashik,2017,Dindori,0,0,0,0,
Nashik,2017,Peth,0,0,0,0,
Nashik,2017,Trimbak,0,0,0,0,
Nashik,2017,Nashik,93554,74724,16980,46,
Nashik,2017,Igatpuri,2028,815,232,3,
Nashik,2017,Sinner,2812,1385,268,4,
Nashik,2017,Nifad,3915,1705,625,4,
Nashik,2017,Yewala,1872,1845,215,1,
Nashik,2018,Surgana,0,0,0,0,0
