District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls
Latur,2018,Devani,12,10,21,0
Latur,2018,Udgir,3195,3950,990,38
Latur,2019,Latur,12205,17056,4520,92
Latur,2019,Renapur,40,20,20,0
Latur,2019,Ahamadpur,1943,960,747,10
Latur,2019,Jalkot,42,35,12,0
Latur,2019,Chakur,717,411,268,0
Latur,2019,Shirur-Anantpal,311,222,79,2
Latur,2019,Aosa,615,762,310,0
Latur,2019,Nilanga,942,915,398,7
Latur,2019,Devani,12,10,21,0
Latur,2019,Udgir,5363,3950,1275,38
Latur,2020,Latur,35856,22608,4878,92
Latur,2020,Renapur,2489,19021,82,0
Latur,2020,Ahamadpur,9553,6544,2230,10
Latur,2020,Jalkot,3913,1827,288,0
Latur,2020,Chakur,3445,2443,1135,0
Latur,2020,Shirur-Anantpal,2928,1659,487,2
Latur,2020,Aosa,3031,3791,340,0
Latur,2020,Nilanga,6046,2778,437,7
Latur,2020,Devani,1383,852,649,0
Latur,2020,Udgir,8811,9004,2086,38
Latur,2021,Latur,37649,23738,5122,92
Latur,2021,Renapur,2613,19972,86,0
Latur,2021,Ahamadpur,10030,6871,2341,10
Latur,2021,Jalkot,4109,1918,302,0
Latur,2021,Chakur,3617,2565,1192,0
Latur,2021,Shirur-Anantpal,3074,1742,511,2
Latur,2021,Aosa,3182,3980,357,0
Latur,2021,Nilanga,6348,2917,459,7
Latur,2021,Devani,1452,895,681,0
Latur,2021,Udgir,9251,9454,2190,38
Mumbai City,2013,Mumbai City,144833,579818,56315,2964
Mumbai City,2014,Mumbai City,123410,547537,48877,2235
Mumbai City,2015,Mumbai City,123945,573734,49698,2227
Mumbai City,2016,Mumbai City,139213,729174,61411,2694
Mumbai City,2017,Mumbai City,146161,748174,46794,2166
Mumbai City,2018,Mumbai City,100177,782575,27418,3465
Mumbai City,2019,Mumbai City,100177,782575,52418,3465
Mumbai City,2020,Mumbai City,91561,704634,43434,3328
Mumbai City,2021,Mumbai City,249073,887046,53452,3389
Mumbai Suburban,2016,Adheri,,,,
Mumbai Suburban,2016,Borivali,,,,
Mumbai Suburban,2016,Kurla,,,,
Mumbai Suburban,2017,Adheri,101282,673908,33673,1228
Mumbai Suburban,2017,Borivali,99381,495657,24271,1904
Mumbai Suburban,2017,Kurla,99776,706744,24307,1153
Mumbai Suburban,2018,Adheri,45636,367676,30048,546
Mumbai Suburban,2018,Borivali,38760,290107,13852,1188
Mumbai Suburban,2018,Kurla,48824,267080,12624,681
Mumbai Suburban,2019,Adheri,35036,331662,20711,186
Mumbai Suburban,2019,Borivali,34359,226201,8862,298
Mumbai Suburban,2019,Kurla,35548,333765,13311,635
Mumbai Suburban,2020,Adheri,67680,630661,39045,652
Mumbai Suburban,2020,Borivali,125090,630681,27547,1107
Mumbai Suburban,2020,Kurla,176644,1001593,57991,1147
Mumbai Suburban,2021,Adheri,151666,647567,40754,1048
Mumbai Suburban,2021,Borivali,211790,684088,26412,1102
Mumbai Suburban,2021,Kurla,243987,904662,41870,1124
Nagpur,2012,Narkhed,0,0,0,0
Nagpur,2012,Katol,523,838,171,4
Nagpur,2012,Kalameshwar,208,387,94,0
Nagpur,2012,Sawner,359,593,80,9
Nagpur,2012,Parashivani,0,0,0,0
Nagpur,2012,Ramtech,0,0,0,0
Nagpur,2012,Mauda,0,0,0,0
Nagpur,2012,Kamathi,538,428,84,15
Nagpur,2012,Nagpur (Gra),0,0,0,0
Nagpur,2012,Nagpur (Sh),48826,62876,12975,881
Nagpur,2012,Hingana,0,0,0,0
Nagpur,2012,Umred,425,677,120,5
Nagpur,2012,Kuhi,0,0,0,0
Nagpur,2012,Bhiwapur,0,0,0,0
Nagpur,2013,Narkhed,0,0,0,0
Nagpur,2013,Katol,564,862,174,4
Nagpur,2013,Kalameshwar,233,369,88,0
Nagpur,2013,Sawner,373,586,61,9
Nagpur,2013,Parashivani,0,0,0,0
Nagpur,2013,Ramtech,0,0,0,0
Nagpur,2013,Mauda,0,0,0,0
Nagpur,2013,Kamathi,506,406,77,15
Nagpur,2013,Nagpur (Gra),0,0,0,0
Nagpur,2013,Nagpur (Sh),48747,67670,12912,820
Nagpur,2013,Hingana,0,0,0,0
Nagpur,2013,Umred,442,641,108,5
Nagpur,2013,Kuhi,0,0,0,0
Nagpur,2013,Bhiwapur,0,0,0,0
Nagpur,2014,Narkhed,0,0,0,0
Nagpur,2014,Katol,642,933,306,4
Nagpur,2014,Kalameshwar,240,386,182,0
Nagpur,2014,Sawner,378,626,63,9
Nagpur,2014,Parashivani,0,0,0,0
Nagpur,2014,Ramtech,0,0,0,0
Nagpur,2014,Mauda,0,0,0,0
Nagpur,2014,Kamathi,539,497,98,12
Nagpur,2014,Nagpur (Gra),0,0,0,0
Nagpur,2014,Nagpur (Sh),50803,79521,14026,87
Nagpur,2014,Hingana,0,0,0,0
Nagpur,2014,Umred,482,810,111,5
Nagpur,2014,Kuhi,0,0,0,0
Nagpur,2014,Bhiwapur,0,0,0,0
Nagpur,2015,Narkhed,0,0,0,0
Nagpur,2015,Katol,1459,1003,325,4
Nagpur,2015,Kalameshwar,240,397,182,9
Nagpur,2015,Sawner,389,667,68,9
Nagpur,2015,Parashivani,0,0,0,0
Nagpur,2015,Ramtech,0,0,0,0
Nagpur,2015,Mauda,0,0,0,0
Nagpur,2015,Kamathi,579,518,166,4
Nagpur,2015,Nagpur (Gra),0,0,0,0
Nagpur,2015,Nagpur (Sh),84935,83786,14403,82
Nagpur,2015,Hingana,0,0,0,0
Nagpur,2015,Umred,801,863,112,5
Nagpur,2015,Kuhi,0,0,0,0
Nagpur,2015,Bhiwapur,0,0,0,0
Nagpur,2016,Narkhed, , , , 
Nagpur,2016,Katol,462,142,47,0
Nagpur,2016,Kalameshwar, , , , 
Nagpur,2016,Sawner,,,,
Nagpur,2016,Parashivani, , , , 
Nagpur,2016,Ramtech, , , , 
Nagpur,2016,Mauda, , , , 
Nagpur,2016,Kamathi,,,,
Nagpur,2016,Nagpur (Gra),33795,27650,5543,881
Nagpur,2016,Nagpur (Sh), , , , 
Nagpur,2016,Hingana,,,,
Nagpur,2016,Umred,344,171,94,5
Nagpur,2016,Kuhi,,,,
Nagpur,2016,Bhiwapur,,,,
Nagpur,2017,Narkhed,,,,
Nagpur,2017,Katol,811,1259,212,4
Nagpur,2017,Kalameshwar, , , , 
Nagpur,2017,Sawner, , , , 
Nagpur,2017,Parashivani, , , , 
Nagpur,2017,Ramtech, , , , 
Nagpur,2017,Mauda, , , , 
Nagpur,2017,Kamathi, , , , 
Nagpur,2017,Nagpur (Gra), , , , 
Nagpur,2017,Nagpur (Sh),48351,25013,7085,881
Nagpur,2017,Hingana, , , , 
Nagpur,2017,Umred,98,79,5,5
Nagpur,2017,Kuhi,,,,
Nagpur,2017,Bhiwapur,,,,
Nagpur,2018,Narkhed, , , ,
Nagpur,2018,Katol,1887,2186,325,4
Nagpur,2018,Kalameshwar, , , ,
Nagpur,2018,Sawner, , , ,
Nagpur,2018,Parashivani, , , ,
Nagpur,2018,Ramtech, , , ,
Nagpur,2018,Mauda, , , ,
Nagpur,2018,Kamathi, , , ,
Nagpur,2018,Nagpur (Gra), , , ,
Nagpur,2018,Nagpur (Sh),98881,136431,16835,881
Nagpur,2018,Hingana, , , ,
Nagpur,2018,Umred,538,804,94,5
Nagpur,2018,Kuhi, , , ,
Nagpur,2018,Bhiwapur, , , ,
Nagpur,2019,Narkhed,,,,
Nagpur,2019,Katol,1898,2192,331,4
Nagpur,2019,Kalameshwar,,,,
Nagpur,2019,Sawner,,,,
Nagpur,2019,Parashivani,,,,
Nagpur,2019,Ramtech,,,,
Nagpur,2019,Mauda,,,,
Nagpur,2019,Kamathi,,,,
Nagpur,2019,Nagpur (Gra),,,,
Nagpur,2019,Nagpur (Sh),100858,139159,17172,898
Nagpur,2019,Hingana,,,,
Nagpur,2019,Umred,549,815,94,5
Nagpur,2019,Kuhi,,,,
Nagpur,2019,Bhiwapur,,,,
Nagpur,2020,Narkhed,,,,
Nagpur,2020,Katol,1901,2198,339,7
Nagpur,2020,Kalameshwar,,,,
Nagpur,2020,Sawner,,,,
Nagpur,2020,Parashivani,,,,
Nagpur,2020,Ramtech,,,,
Nagpur,2020,Mauda,,,,
Nagpur,2020,Kamathi,,,,
Nagpur,2020,Nagpur (Gra),,,,
Nagpur,2020,Nagpur (Sh),85482,198129,7178,85
Nagpur,2020,Hingana,,,,
Nagpur,2020,Umred,1688,1796,425,5
Nagpur,2020,Kuhi,,,,
Nagpur,2020,Bhiwapur,,,,
Nagpur,2021,Narkhed,,,,
Nagpur,2021,Katol,1926,21515,355,7
Nagpur,2021,Kalameshwar,,,,
Nagpur,2021,Sawner,,,,
Nagpur,2021,Parashivani,,,,
Nagpur,2021,Ramtech,,,,
Nagpur,2021,Mauda,,,,
Nagpur,2021,Kamathi,,,,
Nagpur,2021,Nagpur (Gra),,,,
Nagpur,2021,Nagpur (Sh),101850,140190,18452,819
Nagpur,2021,Hingana,,,,
Nagpur,2021,Umred,2946,2766,629,10
Nagpur,2021,Kuhi,,,,
Nagpur,2021,Bhiwapur,,,,
Nanded,2014,Mahur,0,0,0,0
Nanded,2014,Kinvat,1507,636,253,10
Nanded,2014,Himalay Nagar,82,30,2,0
Nanded,2014,Hadgaon,13,19,8,0
Nanded,2014,Andhrapur,0,0,0,0
Nanded,2014,Nanded,13185,13879,4379,43
Nanded,2014,Mudkhed,0,0,0,0
Nanded,2014,Bhokar,579,464,266,5
Nanded,2014,Umari,322,245,141,5
Nanded,2014,Dharmabad,485,530,279,14
Nanded,2014,Biloli,0,0,0,0
Nanded,2014,Naygaon,0,0,0,0
Nanded,2014,Loha,847,243,33,2
Nanded,2014,Kandhar,573,167,36,3
Nanded,2014,Mukhed,1130,153,30,1
Nanded,2014,Deglur,2422,398,60,0
Nanded,2015,Mahur,,,,
Nanded,2015,Kinvat,,,,
Nanded,2015,Himalay Nagar,,,,
Nanded,2015,Hadgaon,,,,
Nanded,2015,Andhrapur,,,,
Nanded,2015,Nanded,,,,
Nanded,2015,Mudkhed,,,,
Nanded,2015,Bhokar,,,,
Nanded,2015,Umari,,,,
Nanded,2015,Dharmabad,,,,
Nanded,2015,Biloli,,,,
Nanded,2015,Naygaon,,,,
Nanded,2015,Loha,,,,
Nanded,2015,Kandhar,,,,
Nanded,2015,Mukhed,,,,
Nanded,2015,Deglur,,,,
Nanded,2016,Mahur,0,0,0,0
Nanded,2016,Kinvat,889,639,253,15
Nanded,2016,Himalay Nagar,284,67,35,0
Nanded,2016,Hadgaon,313,369,41,0
Nanded,2016,Andhrapur,0,0,0,0
Nanded,2016,Nanded,15738,16629,4904,43
Nanded,2016,Mudkhed,0,0,0,0
Nanded,2016,Bhokar,979,1114,473,5
Nanded,2016,Umari,622,595,171,5
Nanded,2016,Dharmabad,1285,980,449,14
Nanded,2016,Biloli,0,0,0,0
Nanded,2016,Naygaon,0,0,0,0
Nanded,2016,Loha,552,551,235,2
Nanded,2016,Kandhar,381,438,157,3
Nanded,2016,Mukhed,451,291,80,4
Nanded,2016,Deglur,1261,1208,170,0
Nanded,2017,Mahur,0,0,0,5
Nanded,2017,Kinvat,978,1016,253,3
Nanded,2017,Himalay Nagar,365,127,15,5
Nanded,2017,Hadgaon,776,806,428,0
Nanded,2017,Andhrapur,0,0,0,0
Nanded,2017,Nanded,33924,26651,7006,61
Nanded,2017,Mudkhed,0,0,0,0
Nanded,2017,Bhokar,2197,2648,1576,0
Nanded,2017,Umari,2836,2044,1148,5
Nanded,2017,Dharmabad,5952,3444,918,3
Nanded,2017,Biloli,0,0,0,4
Nanded,2017,Naygaon,0,0,0,4
Nanded,2017,Loha,2576,1466,402,0
Nanded,2017,Kandhar,2575,770,360,0
Nanded,2017,Mukhed,3370,297,80,9
Nanded,2017,Deglur,6564,1208,170,0
Nanded,2018,Mahur,0,0,0,5
Nanded,2018,Kinvat,998,1026,263,3
Nanded,2018,Himalay Nagar,416,162,35,5
Nanded,2018,Hadgaon,847,868,450,0
Nanded,2018,Andhrapur,0,0,0,0
Nanded,2018,Nanded,38124,28451,7706,61
Nanded,2018,Mudkhed,0,0,0,0
Nanded,2018,Bhokar,2767,3025,1666,0
Nanded,2018,Umari,3014,2198,1234,5
Nanded,2018,Dharmabad,6724,3534,959,3
Nanded,2018,Biloli,0,0,0,4
Nanded,2018,Naygaon,0,0,0,4
Nanded,2018,Loha,2698,1513,420,0
Nanded,2018,Kandhar,2863,360,134,0
Nanded,2018,Mukhed,3675,385,203,9
Nanded,2018,Deglur,6931,1306,232,0
Nanded,2019,Mahur,0,0,0,5
Nanded,2019,Kinvat,1018,1086,263,3
Nanded,2019,Himalay Nagar,416,162,35,5
Nanded,2019,Hadgaon,847,868,450,0
Nanded,2019,Andhrapur,0,0,0,0
Nanded,2019,Nanded,39234,2943,7706,61
Nanded,2019,Mudkhed,0,0,0,0
Nanded,2019,Bhokar,2767,30254,1666,0
Nanded,2019,Umari,3014,2198,1234,5
Nanded,2019,Dharmabad,6724,3534,959,3
Nanded,2019,Biloli,0,0,0,4
Nanded,2019,Naygaon,0,0,0,4
Nanded,2019,Loha,2699,1515,421,0
Nanded,2019,Kandhar,2864,360,134,0
Nanded,2019,Mukhed,3675,385,203,9
Nanded,2019,Deglur,6931,1306,232,0
Nanded,2020,Mahur,0,0,0,5
Nanded,2020,Kinvat,1030,1100,265,3
Nanded,2020,Himalay Nagar,450,170,40,5
Nanded,2020,Hadgaon,860,880,550,0
Nanded,2020,Andhrapur,0,0,0,0
Nanded,2020,Nanded,41234,3943,7780,61
Nanded,2020,Mudkhed,0,0,0,0
Nanded,2020,Bhokar,2867,30550,1670,0
Nanded,2020,Umari,3114,2297,1250,5
Nanded,2020,Dharmabad,6824,3634,970,3
Nanded,2020,Biloli,0,0,0,4
Nanded,2020,Naygaon,0,30,0,4
Nanded,2020,Loha,2799,1580,424,0
Nanded,2020,Kandhar,2900,380,138,0
Nanded,2020,Mukhed,3700,390,205,9
Nanded,2020,Deglur,6950,1390,240,0
Nanded,2021,Mahur,0,0,0,5
Nanded,2021,Kinvat,1106,1100,265,3
Nanded,2021,Himalay Nagar,450,170,40,5
Nanded,2021,Hadgaon,860,880,550,0
Nanded,2021,Andhrapur,0,0,0,0
Nanded,2021,Nanded,42434,5043,8442,61
Nanded,2021,Mudkhed,0,0,0,0
Nanded,2021,Bhokar,2867,30550,1670,0
Nanded,2021,Umari,3114,2297,1250,5
Nanded,2021,Dharmabad,6824,3634,970,3
Nanded,2021,Biloli,0,0,0,4
Nanded,2021,Naygaon,0,30,0,4
Nanded,2021,Loha,2799,1580,424,0
Nanded,2021,Kandhar,2900,380,138,0
Nanded,2021,Mukhed,3764,390,205,9
Nanded,2021,Deglur,7008,1390,240,0
Nandurbar,2006,Akkalkuva,,,,
Nandurbar,2006,Akrani,,,,
Nandurbar,2006,Taloda,,,,
Nandurbar,2006,Shahada,,,,
Nandurbar,2006,Nandurbar,,,,
Nandurbar,2006,Navapur,,,,
Nandurbar,2008,Akkalkuva,,,,
Nandurbar,2008,Akrani,,,,
Nandurbar,2008,Taloda,,,,
Nandurbar,2008,Shahada,,,,
Nandurbar,2008,Nandurbar,,,,
Nandurbar,2008,Navapur,,,,
Nandurbar,2009,Akkalkuva,0,0,0,0
Nandurbar,2009,Akrani,0,0,0,0
Nandurbar,2009,Taloda,650,250,75,5
Nandurbar,2009,Shahada,786,1207,333,14
Nandurbar,2009,Nandurbar,1783,1712,511,34
Nandurbar,2009,Navapur,0,0,0,0
Nandurbar,2010,Akkalkuva,0,0,0,0
Nandurbar,2010,Akrani,0,0,0,0
Nandurbar,2010,Taloda,110,45,10,5
Nandurbar,2010,Shahada,894,1287,345,14
Nandurbar,2010,Nandurbar,1874,1903,552,11
Nandurbar,2010,Navapur,0,0,0,0
Nandurbar,2011,Akkalkuva,0,0,0,0
Nandurbar,2011,Akrani,0,0,0,0
Nandurbar,2011,Taloda,205,119,78,5
Nandurbar,2011,Shahada,947,1311,384,14
Nandurbar,2011,Nandurbar,2284,2695,645,11
Nandurbar,2011,Navapur,0,0,0,0
Nandurbar,2012,Akkalkuva,0,0,0,0
Nandurbar,2012,Akrani,0,0,0,0
Nandurbar,2012,Taloda,211,123,80,5
Nandurbar,2012,Shahada,1078,1415,389,14
Nandurbar,2012,Nandurbar,2005,2183,582,11
Nandurbar,2012,Navapur,0,0,0,0
Nandurbar,2013,Akkalkuva,0,0,0,0
Nandurbar,2013,Akrani,0,0,0,0
Nandurbar,2013,Taloda,96,146,118,0
Nandurbar,2013,Shahada,1209,1534,453,14
Nandurbar,2013,Nandurbar,2196,2444,684,11
Nandurbar,2013,Navapur,0,0,0,0
Nandurbar,2014,Akkalkuva,0,0,0,0
Nandurbar,2014,Akrani,0,0,0,0
Nandurbar,2014,Taloda,97,175,120,0
Nandurbar,2014,Shahada,1227,1569,467,14
Nandurbar,2014,Nandurbar,2225,2510,656,11
Nandurbar,2014,Navapur,0,0,0,0
Nandurbar,2015,Akkalkuva,0,0,0,0
Nandurbar,2015,Akrani,0,0,0,0
Nandurbar,2015,Taloda,112,179,63,0
Nandurbar,2015,Shahada,995,1331,274,14
Nandurbar,2015,Nandurbar,2273,2587,720,11
Nandurbar,2015,Navapur,0,0,0,0
Nandurbar,2016,Akkalkuva,0,0,0,0
Nandurbar,2016,Akrani,0,0,0,0
Nandurbar,2016,Taloda,112,179,63,0
Nandurbar,2016,Shahada,995,1331,274,14
Nandurbar,2016,Nandurbar,2273,2587,720,11
Nandurbar,2016,Navapur,0,0,0,0
Nandurbar,2017,Akkalkuva,0,0,0,0
Nandurbar,2017,Akrani,0,0,0,0
Nandurbar,2017,Taloda,173,209,69,0
Nandurbar,2017,Shahada,1329,1630,301,14
Nandurbar,2017,Nandurbar,3153,3534,813,11
Nandurbar,2017,Navapur,0,0,0,0
Nandurbar,2018,Akkalkuva,0,0,0,0
Nandurbar,2018,Akrani,0,0,0,0
Nandurbar,2018,Taloda,183,209,69,0
Nandurbar,2018,Shahada,1341,1630,301,14
Nandurbar,2018,Nandurbar,3193,3569,813,11
Nandurbar,2018,Navapur,0,0,0,0
Nandurbar,2019,Akkalkuva,0,0,0,0
Nandurbar,2019,Akrani,0,0,0,0
Nandurbar,2019,Taloda,218,235,72,0
Nandurbar,2019,Shahada,1441,1712,312,14
Nandurbar,2019,Nandurbar,3623,3882,896,11
Nandurbar,2019,Navapur,0,0,0,0
Nandurbar,2020,Akkalkuva,12,33,65,0
Nandurbar,2020,Akrani,0,0,0,0
Nandurbar,2020,Taloda,235,235,72,0
Nandurbar,2020,Shahada,1441,1712,312,14
Nandurbar,2020,Nandurbar,3782,3992,896,11
Nandurbar,2020,Navapur,23,35,54,0
Nandurbar,2021,Akkalkuva,24,36,68,0
Nandurbar,2021,Akrani,0,0,0,0
Nandurbar,2021,Taloda,245,241,72,0
Nandurbar,2021,Shahada,1441,1712,312,14
Nandurbar,2021,Nandurbar,3782,3995,896,11
Nandurbar,2021,Navapur,25,45,54,0
Nashik,2012,Surgana,,,,
Nashik,2012,Kalwan,,,,
Nashik,2012,Devala,,,,
Nashik,2012,Baglan,398,1057,139,13
Nashik,2012,Malegaon,2596,27806,1052,105
Nashik,2012,Nandgaon,1170,2650,730,21
Nashik,2012,Chandwad,,,,
Nashik,2012,Dindori,,,,
Nashik,2012,Peth,,,,
Nashik,2012,Trimbak,,,,
Nashik,2012,Nashik,19968,42318,5409,214
Nashik,2012,Igatpuri,366,848,792,18
Nashik,2012,Sinner,600,1971,400,15
Nashik,2012,Nifad,,,,
Nashik,2012,Yewala,645,1568,223,3
Nashik,2013,Surgana,,,,
Nashik,2013,Kalwan,,,,
Nashik,2013,Devala,,,,
Nashik,2013,Baglan,407,1062,142,10
Nashik,2013,Malegaon,2910,28351,1103,105
Nashik,2013,Nandgaon,1208,3626,735,21
Nashik,2013,Chandwad,,,,
Nashik,2013,Dindori,,,,
Nashik,2013,Peth,,,,
Nashik,2013,Trimbak,,,,
Nashik,2013,Nashik,22298,47787,6421,214
Nashik,2013,Igatpuri,269,898,899,18
Nashik,2013,Sinner,641,2249,409,15
Nashik,2013,Nifad,,,,
Nashik,2013,Yewala,665,1627,232,3
Nashik,2014,Surgana,0,0,0,0
Nashik,2014,Kalwan,0,0,0,0
Nashik,2014,Devala,0,0,0,0
Nashik,2014,Baglan,416,1067,145,10
Nashik,2014,Malegaon,3090,28673,1103,105
Nashik,2014,Nandgaon,1222,2972,748,21
Nashik,2014,Chandwad,0,0,0,0
Nashik,2014,Dindori,0,0,0,0
Nashik,2014,Peth,0,0,0,0
Nashik,2014,Trimbak,0,0,0,0
Nashik,2014,Nashik,23427,51053,7267,214
Nashik,2014,Igatpuri,378,945,932,18
Nashik,2014,Sinner,712,2505,423,15
Nashik,2014,Nifad,0,0,0,0
Nashik,2014,Yewala,693,1679,240,3
Nashik,2015,Surgana,0,0,0,0
Nashik,2015,Kalwan,0,0,0,0
Nashik,2015,Devala,0,0,0,0
Nashik,2015,Baglan,431,1146,139,10
Nashik,2015,Malegaon,3291,28841,1192,105
Nashik,2015,Nandgaon,1271,3169,6668,21
Nashik,2015,Chandwad,0,0,0,0
Nashik,2015,Dindori,0,0,0,0
Nashik,2015,Peth,0,0,0,0
Nashik,2015,Trimbak,0,0,0,0
Nashik,2015,Nashik,24352,54823,7515,214
Nashik,2015,Igatpuri,399,962,906,47
Nashik,2015,Sinner,712,2505,423,15
Nashik,2015,Nifad,972,2013,354,0
Nashik,2015,Yewala,511,1413,198,12
Nashik,2016,Surgana,0,0,0,0
Nashik,2016,Kalwan,0,0,0,0
Nashik,2016,Devala,0,0,0,0
Nashik,2016,Baglan,602,1697,191,10
Nashik,2016,Malegaon,4063,29202,1222,117
Nashik,2016,Nandgaon,1327,3278,792,21
Nashik,2016,Chandwad,0,0,0,0
Nashik,2016,Dindori,0,0,0,0
Nashik,2016,Peth,0,0,0,0
Nashik,2016,Trimbak,0,0,0,0
Nashik,2016,Nashik,29561,66920,9947,263
Nashik,2016,Igatpuri,451,1096,1147,17
Nashik,2016,Sinner,652,3075,475,15
Nashik,2016,Nifad,1888,3802,626,13
Nashik,2016,Yewala,851,1879,289,3
Nashik,2017,Surgana,0,0,0,0
Nashik,2017,Kalwan,0,0,0,0
Nashik,2017,Devala,0,0,0,0
Nashik,2017,Baglan,725,1817,202,10
Nashik,2017,Malegaon,4857,29756,1357,117
Nashik,2017,Nandgaon,1538,2571,895,21
Nashik,2017,Chandwad,0,0,0,0
Nashik,2017,Dindori,0,0,0,0
Nashik,2017,Peth,0,0,0,0
Nashik,2017,Trimbak,0,0,0,0
Nashik,2017,Nashik,34673,71310,10142,263
Nashik,2017,Igatpuri,528,1105,1172,17
Nashik,2017,Sinner,715,3119,487,15
Nashik,2017,Nifad,1915,3865,647,13
Nashik,2017,Yewala,992,2107,297,3
Nashik,2018,Surgana,0,0,0,0
Nashik,2018,Kalwan,0,0,0,0
Nashik,2018,Devala,0,0,0,0
Nashik,2018,Baglan,284,220,21,3
Nashik,2018,Malegaon,1050,1514,112,13
Nashik,2018,Nandgaon,2425,3806,1202,21
Nashik,2018,Chandwad,0,0,0,0
Nashik,2018,Dindori,0,0,0,0
Nashik,2018,Peth,0,0,0,0
Nashik,2018,Trimbak,0,0,0,0
Nashik,2018,Nashik,40123,69729,7454,122
Nashik,2018,Igatpuri,866,811,413,0
Nashik,2018,Sinner,1763,2930,547,0
Nashik,2018,Nifad,782,599,163,0
Nashik,2018,Yewala,2045,3624,657,14
Nashik,2019,Surgana,0,0,0,0
Nashik,2019,Kalwan,0,0,0,0
Nashik,2019,Devala,0,0,0,0
Nashik,2019,Baglan,199,165,16,3
Nashik,2019,Malegaon,945,1363,101,11
Nashik,2019,Nandgaon,2183,3425,1082,12
Nashik,2019,Chandwad,0,0,0,0
Nashik,2019,Dindori,0,0,0,0
Nashik,2019,Peth,0,0,0,0
Nashik,2019,Trimbak,0,0,0,0
Nashik,2019,Nashik,36111,62756,6709,101
Nashik,2019,Igatpuri,780,730,372,0
Nashik,2019,Sinner,1587,2637,492,0
Nashik,2019,Nifad,751,521,135,0
Nashik,2019,Yewala,1841,3262,591,5
Nashik,2020,Surgana,0,0,0,0
Nashik,2020,Kalwan,0,0,0,0
Nashik,2020,Devala,0,0,0,0
Nashik,2020,Baglan,836,320,58,3
Nashik,2020,Malegaon,1876,2856,158,13
Nashik,2020,Nandgaon,1618,724,64,0
Nashik,2020,Chandwad,0,0,0,0
Nashik,2020,Dindori,0,0,0,0
Nashik,2020,Peth,0,0,0,0
Nashik,2020,Trimbak,0,0,0,0
Nashik,2020,Nashik,42681,95376,11378,149
Nashik,2020,Igatpuri,1870,1331,412,5
Nashik,2020,Sinner,3534,4589,652,0
Nashik,2020,Nifad,615,502,120,0
Nashik,2020,Yewala,3452,1110,188,0
Nashik,2021,Surgana,,,,
Nashik,2021,Kalwan,,,,
Nashik,2021,Devala,,,,
Nashik,2021,Baglan,822,442,76,3
Nashik,2021,Malegaon,2076,3156,170,13
Nashik,2021,Nandgaon,4003,2430,402,0
Nashik,2021,Chandwad,,,,
Nashik,2021,Dindori,,,,
Nashik,2021,Peth,,,,
Nashik,2021,Trimbak,,,,
Nashik,2021,Nashik,65073,117925,22378,305
Nashik,2021,Igatpuri,3879,2521,752,5
Nashik,2021,Sinner,4064,5227,750,0
Nashik,2021,Nifad,707,577,134,0
Nashik,2021,Yewala,5668,2491,434,0
Dharashiv,2012,Paranda,181,153,82,0
Dharashiv,2012,Bhum,370,415,212,0
Dharashiv,2012,Washi,0,0,0,0
Dharashiv,2012,Kalamb,665,726,407,7
Dharashiv,2012,Osmanabad,3859,1323,1606,13
Dharashiv,2012,Tuljapur,1057,681,838,6
Dharashiv,2012,Lohara,0,0,0,0
Dharashiv,2012,Umaraga,649,648,327,13
Dharashiv,2013,Paranda,129,104,83,2
Dharashiv,2013,Bhum,196,262,222,5
Dharashiv,2013,Washi,0,0,0,0
Dharashiv,2013,Kalamb,749,906,423,5
Dharashiv,2013,Osmanabad,1793,3117,1332,557
Dharashiv,2013,Tuljapur,395,487,361,4
Dharashiv,2013,Lohara,0,0,0,0
Dharashiv,2013,Umaraga,313,421,187,8
Dharashiv,2014,Paranda,146,128,87,0
Dharashiv,2014,Bhum,236,352,239,0
Dharashiv,2014,Washi,0,0,0,0
Dharashiv,2014,Kalamb,786,975,425,2
Dharashiv,2014,Osmanabad,1955,3698,1430,6
Dharashiv,2014,Tuljapur,402,501,361,0
Dharashiv,2014,Lohara,0,0,0,0
Dharashiv,2014,Umaraga,313,436,187,0
Dharashiv,2015,Paranda,152,130,92,2
Dharashiv,2015,Bhum,246,364,239,0
Dharashiv,2015,Washi,0,0,0,0
Dharashiv,2015,Kalamb,810,978,432,0
Dharashiv,2015,Osmanabad,2021,3810,1501,6
Dharashiv,2015,Tuljapur,488,512,368,1
Dharashiv,2015,Lohara,0,0,0,0
Dharashiv,2015,Umaraga,345,452,192,0
Dharashiv,2016,Paranda,152,146,92,0
Dharashiv,2016,Bhum,321,399,260,0
Dharashiv,2016,Washi,0,0,0,0
Dharashiv,2016,Kalamb,991,1113,432,5
Dharashiv,2016,Osmanabad,2264,4028,1501,0
Dharashiv,2016,Tuljapur,4031,518,383,6
Dharashiv,2016,Lohara,0,0,0,0
Dharashiv,2016,Umaraga,345,465,202,0
Dharashiv,2017,Paranda,4190,5582,2040,594
Dharashiv,2017,Bhum,,,,
Dharashiv,2017,Washi,,,,
Dharashiv,2017,Kalamb,1685,1158,247,5
Dharashiv,2017,Osmanabad,1022,1499,56,0
Dharashiv,2017,Tuljapur,,,,
Dharashiv,2017,Lohara,,,,
Dharashiv,2017,Umaraga,,,,
