District,Year,Taluka,Veterinary Hospitals,Veterinary First-Aid Centres,Other Veterinary Facilities,Total Veterinary Facilities
Latur,2015,Aosa,1,10,,
Latur,2015,Nilanga,1,10,,
Latur,2015,Devani,0,4,,
Latur,2015,Udgir,1,21,,
Latur,2016,Latur,2,13,,
Latur,2016,Renapur,1,6,,
Latur,2016,Ahamadpur,1,7,,
Latur,2016,Jalkot,0,4,,
Latur,2016,Chakur,0,11,,
Latur,2016,Shirur-Anantpal,0,5,,
Latur,2016,Aosa,1,10,,
Latur,2016,Nilanga,1,10,,
Latur,2016,Devani,0,4,,
Latur,2016,Udgir,1,21,,
Latur,2017,Latur,2,13,,
Latur,2017,Renapur,1,6,,
Latur,2017,Ahamadpur,1,7,,
Latur,2017,Jalkot,0,4,,
Latur,2017,Chakur,0,11,,
Latur,2017,Shirur-Anantpal,0,5,,
Latur,2017,Aosa,1,10,,
Latur,2017,Nilanga,1,10,,
Latur,2017,Devani,0,4,,
Latur,2017,Udgir,1,21,,
Latur,2018,Latur,2,13,0,18
Latur,2018,Renapur,1,6,0,9
Latur,2018,Ahamadpur,1,7,0,12
Latur,2018,Jalkot,0,4,0,5
Latur,2018,Chakur,0,11,1,15
Latur,2018,Shirur-Anantpal,0,5,0,6
Latur,2018,Aosa,1,10,0,16
Latur,2018,Nilanga,1,10,0,16
Latur,2018,Devani,0,4,0,6
Latur,2018,Udgir,1,21,0,26
Latur,2019,Latur,2,13,0,18
Latur,2019,Renapur,1,6,0,9
Latur,2019,Ahamadpur,1,7,0,12
Latur,2019,Jalkot,0,4,0,5
Latur,2019,Chakur,0,11,1,15
Latur,2019,Shirur-Anantpal,0,5,0,6
Latur,2019,Aosa,1,10,0,16
Latur,2019,Nilanga,1,10,0,16
Latur,2019,Devani,0,4,0,6
Latur,2019,Udgir,1,21,0,26
Latur,2020,Latur,2,13,0,18
Latur,2020,Renapur,1,6,0,9
Latur,2020,Ahamadpur,1,7,0,12
Latur,2020,Jalkot,0,4,0,5
Latur,2020,Chakur,0,11,1,15
Latur,2020,Shirur-Anantpal,0,5,0,6
Latur,2020,Aosa,1,10,0,16
Latur,2020,Nilanga,1,10,0,16
Latur,2020,Devani,0,4,0,6
Latur,2020,Udgir,1,21,0,26
Latur,2021,Latur,2,13,0,18
Latur,2021,Renapur,1,6,0,9
Latur,2021,Ahamadpur,1,7,0,12
Latur,2021,Jalkot,0,4,0,5
Latur,2021,Chakur,0,11,1,15
Latur,2021,Shirur-Anantpal,0,5,0,6
Latur,2021,Aosa,1,10,0,16
Latur,2021,Nilanga,1,10,0,16
Latur,2021,Devani,0,4,0,6
Latur,2021,Udgir,1,21,0,26
Nagpur,2012,Narkhed,0,0,,
Nagpur,2012,Katol,1,0,,
Nagpur,2012,Kalameshwar,1,0,,
Nagpur,2012,Sawner,1,0,,
Nagpur,2012,Parashivani,0,0,,
Nagpur,2012,Ramtech,1,0,,
Nagpur,2012,Mauda,0,0,,
Nagpur,2012,Kamathi,0,0,,
Nagpur,2012,Nagpur (Gra),0,0,,
Nagpur,2012,Nagpur (Sh),1,1,,
Nagpur,2012,Hingana,0,0,,
Nagpur,2012,Umred,1,0,,
Nagpur,2012,Kuhi,0,0,,
Nagpur,2012,Bhiwapur,0,0,,
Nagpur,2013,Narkhed,0,0,,
Nagpur,2013,Katol,1,0,,
Nagpur,2013,Kalameshwar,1,0,,
Nagpur,2013,Sawner,1,0,,
Nagpur,2013,Parashivani,0,0,,
Nagpur,2013,Ramtech,1,0,,
Nagpur,2013,Mauda,0,0,,
Nagpur,2013,Kamathi,0,0,,
Nagpur,2013,Nagpur (Gra),0,0,,
Nagpur,2013,Nagpur (Sh),1,1,,
Nagpur,2013,Hingana,0,0,,
Nagpur,2013,Umred,1,0,,
Nagpur,2013,Kuhi,0,0,,
Nagpur,2013,Bhiwapur,0,0,,
Nagpur,2014,Narkhed,0,0,,
Nagpur,2014,Katol,1,0,,
Nagpur,2014,Kalameshwar,1,0,,
Nagpur,2014,Sawner,1,0,,
Nagpur,2014,Parashivani,0,0,,
Nagpur,2014,Ramtech,1,0,,
Nagpur,2014,Mauda,0,0,,
Nagpur,2014,Kamathi,0,0,,
Nagpur,2014,Nagpur (Gra),0,0,,
Nagpur,2014,Nagpur (Sh),1,1,,
Nagpur,2014,Hingana,0,0,,
Nagpur,2014,Umred,1,0,,
Nagpur,2014,Kuhi,0,0,,
Nagpur,2014,Bhiwapur,0,0,,
Nagpur,2015,Narkhed,,,,
Nagpur,2015,Katol,1,,,
Nagpur,2015,Kalameshwar,1,,,
Nagpur,2015,Sawner,1,,,
Nagpur,2015,Parashivani,,,,
Nagpur,2015,Ramtech,1,,,
Nagpur,2015,Mauda,,,,
Nagpur,2015,Kamathi,,,,
Nagpur,2015,Nagpur (Gra),,,,
Nagpur,2015,Nagpur (Sh),1,1,,
Nagpur,2015,Hingana,,,,
Nagpur,2015,Umred,1,,,
Nagpur,2015,Kuhi,,,,
Nagpur,2015,Bhiwapur,,,,
Nagpur,2016,Narkhed,,,,
Nagpur,2016,Katol,1,,,
Nagpur,2016,Kalameshwar,1,,,
Nagpur,2016,Sawner,1,,,
Nagpur,2016,Parashivani,,,,
Nagpur,2016,Ramtech,1,,,
Nagpur,2016,Mauda,,,,
Nagpur,2016,Kamathi,,,,
Nagpur,2016,Nagpur (Gra),,,,
Nagpur,2016,Nagpur (Sh),1,1,,
Nagpur,2016,Hingana,,,,
Nagpur,2016,Umred,1,,,
Nagpur,2016,Kuhi,,,,
Nagpur,2016,Bhiwapur,,,,
Nagpur,2017,Narkhed,0,0,,
Nagpur,2017,Katol,1,0,,
Nagpur,2017,Kalameshwar,1,0,,
Nagpur,2017,Sawner,1,0,,
Nagpur,2017,Parashivani,0,0,,
Nagpur,2017,Ramtech,1,0,,
Nagpur,2017,Mauda,0,0,,
Nagpur,2017,Kamathi,0,0,,
Nagpur,2017,Nagpur (Gra),0,0,,
Nagpur,2017,Nagpur (Sh),1,1,,
Nagpur,2017,Hingana,0,0,,
Nagpur,2017,Umred,1,0,,
Nagpur,2017,Kuhi,0,0,,
Nagpur,2017,Bhiwapur,0,0,,
Nagpur,2018,Narkhed,0,0,0,16
Nagpur,2018,Katol,1,0,1,21
Nagpur,2018,Kalameshwar,1,0,0,11
Nagpur,2018,Sawner,1,0,0,15
Nagpur,2018,Parashivani,0,0,0,10
Nagpur,2018,Ramtech,1,0,1,15
Nagpur,2018,Mauda,0,0,0,11
Nagpur,2018,Kamathi,0,0,0,7
Nagpur,2018,Nagpur (Gra),0,0,0,14
Nagpur,2018,Nagpur (Sh),1,0,0,9
Nagpur,2018,Hingana,0,0,0,11
Nagpur,2018,Umred,1,0,0,15
Nagpur,2018,Kuhi,0,0,0,12
Nagpur,2018,Bhiwapur,0,0,0,12
Nagpur,2019,Narkhed,0,0,0,16
Nagpur,2019,Katol,1,0,1,21
Nagpur,2019,Kalameshwar,1,0,0,11
Nagpur,2019,Sawner,1,0,0,15
Nagpur,2019,Parashivani,0,0,0,10
Nagpur,2019,Ramtech,1,0,1,15
Nagpur,2019,Mauda,0,0,0,11
Nagpur,2019,Kamathi,0,0,0,7
Nagpur,2019,Nagpur (Gra),0,0,0,14
Nagpur,2019,Nagpur (Sh),1,0,0,9
Nagpur,2019,Hingana,0,0,0,11
Nagpur,2019,Umred,1,0,0,15
Nagpur,2019,Kuhi,0,0,0,12
Nagpur,2019,Bhiwapur,0,0,0,12
Nagpur,2020,Narkhed,0,0,0,16
Nagpur,2020,Katol,1,0,1,21
Nagpur,2020,Kalameshwar,1,0,0,11
Nagpur,2020,Sawner,1,0,0,15
Nagpur,2020,Parashivani,0,0,0,10
Nagpur,2020,Ramtech,1,0,1,15
Nagpur,2020,Mauda,0,0,0,11
Nagpur,2020,Kamathi,0,0,0,7
Nagpur,2020,Nagpur (Gra),0,0,0,14
Nagpur,2020,Nagpur (Sh),1,0,0,9
Nagpur,2020,Hingana,0,0,0,11
Nagpur,2020,Umred,1,0,0,15
Nagpur,2020,Kuhi,0,0,0,12
Nagpur,2020,Bhiwapur,0,0,0,12
Nagpur,2021,Narkhed,0,0,0,16
Nagpur,2021,Katol,1,0,1,21
Nagpur,2021,Kalameshwar,1,0,0,11
Nagpur,2021,Sawner,1,0,0,15
Nagpur,2021,Parashivani,0,0,0,10
Nagpur,2021,Ramtech,1,0,1,15
Nagpur,2021,Mauda,0,0,0,11
Nagpur,2021,Kamathi,0,0,0,7
Nagpur,2021,Nagpur (Gra),0,0,0,14
Nagpur,2021,Nagpur (Sh),1,0,0,9
Nagpur,2021,Hingana,0,0,0,11
Nagpur,2021,Umred,1,0,0,15
Nagpur,2021,Kuhi,0,0,0,12
Nagpur,2021,Bhiwapur,0,0,0,12
Nanded,2014,Mahur,0,3,,
Nanded,2014,Kinvat,0,15,,
Nanded,2014,Himalay nagar,0,3,,
Nanded,2014,hadgaon,0,7,,
Nanded,2014,andhrapur,1,5,,
Nanded,2014,Nanded,1,4,,
Nanded,2014,Mudkhed,0,3,,
Nanded,2014,bhokar,0,7,,
Nanded,2014,umari,0,3,,
Nanded,2014,dharmabad,1,1,,
Nanded,2014,biloli,0,6,,
Nanded,2014,naygaon,1,9,,
Nanded,2014,loha,0,10,,
Nanded,2014,kandhar,1,7,,
Nanded,2014,Mukhed,0,7,,
Nanded,2014,deglur,1,14,,
Nanded,2015,Mahur,0,3,,
Nanded,2015,Kinvat,0,15,,
Nanded,2015,Himalay nagar,0,3,,
Nanded,2015,hadgaon,0,7,,
Nanded,2015,andhrapur,1,5,,
Nanded,2015,Nanded,1,4,,
Nanded,2015,Mudkhed,0,3,,
Nanded,2015,bhokar,0,7,,
Nanded,2015,umari,0,3,,
Nanded,2015,dharmabad,1,1,,
Nanded,2015,biloli,0,6,,
Nanded,2015,naygaon,1,9,,
Nanded,2015,loha,0,10,,
Nanded,2015,kandhar,1,7,,
Nanded,2015,Mukhed,0,7,,
Nanded,2015,deglur,1,14,,
Nanded,2016,Mahur,0,3,,
Nanded,2016,Kinvat,0,15,,
Nanded,2016,Himalay nagar,0,3,,
Nanded,2016,hadgaon,0,7,,
Nanded,2016,andhrapur,1,5,,
Nanded,2016,Nanded,1,4,,
Nanded,2016,Mudkhed,0,3,,
Nanded,2016,bhokar,0,7,,
Nanded,2016,umari,0,3,,
Nanded,2016,dharmabad,1,1,,
Nanded,2016,biloli,0,6,,
Nanded,2016,naygaon,1,9,,
Nanded,2016,loha,0,10,,
Nanded,2016,kandhar,1,7,,
Nanded,2016,Mukhed,0,7,,
Nanded,2016,deglur,1,14,,
Nanded,2017,Mahur,0,3,,
Nanded,2017,Kinvat,0,15,,
Nanded,2017,Himalay nagar,0,3,,
Nanded,2017,hadgaon,0,7,,
Nanded,2017,andhrapur,1,5,,
Nanded,2017,Nanded,1,4,,
Nanded,2017,Mudkhed,0,3,,
Nanded,2017,bhokar,0,7,,
Nanded,2017,umari,0,3,,
Nanded,2017,dharmabad,1,1,,
Nanded,2017,biloli,0,6,,
Nanded,2017,naygaon,1,9,,
Nanded,2017,loha,0,10,,
Nanded,2017,kandhar,1,7,,
Nanded,2017,Mukhed,0,7,,
Nanded,2017,deglur,1,14,,
Nanded,2018,Mahur,0,3,0,10
Nanded,2018,Kinvat,0,15,1,29
Nanded,2018,Himalay nagar,0,3,0,4
Nanded,2018,hadgaon,0,7,0,13
Nanded,2018,andhrapur,1,5,0,7
Nanded,2018,Nanded,1,4,0,7
Nanded,2018,Mudkhed,0,3,0,6
Nanded,2018,bhokar,0,7,0,9
Nanded,2018,umari,0,3,0,6
Nanded,2018,dharmabad,1,1,0,5
Nanded,2018,biloli,0,6,0,11
Nanded,2018,naygaon,1,9,0,13
Nanded,2018,loha,0,10,0,17
Nanded,2018,kandhar,1,7,0,14
Nanded,2018,Mukhed,0,7,0,17
Nanded,2018,deglur,1,14,0,17
Nanded,2019,Mahur,0,3,0,10
Nanded,2019,Kinvat,0,15,1,29
Nanded,2019,Himalay nagar,0,3,0,4
Nanded,2019,hadgaon,0,7,0,13
Nanded,2019,andhrapur,1,5,0,7
Nanded,2019,Nanded,1,4,0,7
Nanded,2019,Mudkhed,0,3,0,6
Nanded,2019,bhokar,0,7,0,9
Nanded,2019,umari,0,3,0,6
Nanded,2019,dharmabad,1,1,0,5
Nanded,2019,biloli,0,6,0,11
Nanded,2019,naygaon,1,9,0,13
Nanded,2019,loha,0,10,0,17
Nanded,2019,kandhar,1,7,0,14
Nanded,2019,Mukhed,0,7,0,17
Nanded,2019,deglur,1,14,0,17
Nanded,2020,Mahur,0,3,0,10
Nanded,2020,Kinvat,0,15,1,29
Nanded,2020,Himalay nagar,0,3,0,4
Nanded,2020,hadgaon,0,7,0,13
Nanded,2020,andhrapur,1,5,0,7
Nanded,2020,Nanded,1,4,1,8
Nanded,2020,Mudkhed,0,3,0,6
Nanded,2020,bhokar,0,7,0,9
Nanded,2020,umari,0,3,0,6
Nanded,2020,dharmabad,1,1,0,5
Nanded,2020,biloli,0,6,0,11
Nanded,2020,naygaon,1,9,0,13
Nanded,2020,loha,0,10,0,17
Nanded,2020,kandhar,1,7,0,17
Nanded,2020,Mukhed,0,7,0,14
Nanded,2020,deglur,1,14,0,17
Nanded,2021,Mahur,0,3,0,10
Nanded,2021,Kinvat,0,15,1,29
Nanded,2021,Himalay nagar,0,3,0,4
Nanded,2021,hadgaon,0,7,0,13
Nanded,2021,andhrapur,1,5,0,7
Nanded,2021,Nanded,1,4,0,7
Nanded,2021,Mudkhed,0,3,0,6
Nanded,2021,bhokar,0,7,0,9
Nanded,2021,umari,0,3,0,6
Nanded,2021,dharmabad,1,1,0,5
Nanded,2021,biloli,0,6,0,11
Nanded,2021,naygaon,1,9,0,13
Nanded,2021,loha,0,10,0,17
Nanded,2021,kandhar,1,7,0,17
Nanded,2021,Mukhed,0,7,0,14
Nanded,2021,deglur,1,14,0,17
Nandurbar,2006,Akkalkuva,1,0,,
Nandurbar,2006,Akrani,0,0,,
Nandurbar,2006,Taloda,1,0,,
Nandurbar,2006,Shahada,1,0,,
Nandurbar,2006,Nandurbar,1,0,,
Nandurbar,2006,Navapur,1,0,,
Nandurbar,2008,Akkalkuva,1,5,,
Nandurbar,2008,Akrani,0,6,,
Nandurbar,2008,Taloda,1,3,,
Nandurbar,2008,Shahada,1,19,,
Nandurbar,2008,Nandurbar,1,10,,
Nandurbar,2008,Navapur,1,9,,
Nandurbar,2009,Akkalkuva,1,0,,
Nandurbar,2009,Akrani,0,0,,
Nandurbar,2009,Taloda,1,0,,
Nandurbar,2009,Shahada,1,0,,
Nandurbar,2009,Nandurbar,1,0,,
Nandurbar,2009,Navapur,1,0,,
Nandurbar,2010,Akkalkuva,1,0,,
Nandurbar,2010,Akrani,0,0,,
Nandurbar,2010,Taloda,1,0,,
Nandurbar,2010,Shahada,1,0,,
Nandurbar,2010,Nandurbar,1,0,,
Nandurbar,2010,Navapur,1,0,,
Nandurbar,2011,Akkalkuva,1,5,,
Nandurbar,2011,Akrani,0,6,,
Nandurbar,2011,Taloda,1,3,,
Nandurbar,2011,Shahada,1,19,,
Nandurbar,2011,Nandurbar,1,10,,
Nandurbar,2011,Navapur,1,7,,
Nandurbar,2012,Akkalkuva,1,5,,
Nandurbar,2012,Akrani,0,6,,
Nandurbar,2012,Taloda,1,3,,
Nandurbar,2012,Shahada,1,19,,
Nandurbar,2012,Nandurbar,1,10,,
Nandurbar,2012,Navapur,1,7,,
Nandurbar,2013,Akkalkuva,1,5,,
Nandurbar,2013,Akrani,0,6,,
Nandurbar,2013,Taloda,1,3,,
Nandurbar,2013,Shahada,1,19,,
Nandurbar,2013,Nandurbar,1,10,,
Nandurbar,2013,Navapur,1,7,,
Nandurbar,2014,Akkalkuva,1,5,,
Nandurbar,2014,Akrani,0,6,,
Nandurbar,2014,Taloda,1,3,,
Nandurbar,2014,Shahada,1,19,,
Nandurbar,2014,Nandurbar,1,10,,
Nandurbar,2014,Navapur,1,7,,
Nandurbar,2015,Akkalkuva,1,5,,
Nandurbar,2015,Akrani,0,6,,
Nandurbar,2015,Taloda,1,3,,
Nandurbar,2015,Shahada,1,19,,
Nandurbar,2015,Nandurbar,1,10,,
Nandurbar,2015,Navapur,1,7,,
Nandurbar,2016,Akkalkuva,1,5,,
Nandurbar,2016,Akrani,0,6,,
Nandurbar,2016,Taloda,1,3,,
Nandurbar,2016,Shahada,1,19,,
Nandurbar,2016,Nandurbar,1,10,,
Nandurbar,2016,Navapur,1,7,,
Nandurbar,2017,Akkalkuva,1,5,,
Nandurbar,2017,Akrani,0,6,,
Nandurbar,2017,Taloda,1,3,,
Nandurbar,2017,Shahada,1,19,,
Nandurbar,2017,Nandurbar,1,10,,
Nandurbar,2017,Navapur,1,7,,
Nandurbar,2018,Akkalkuva,1,5,0,14
Nandurbar,2018,Akrani,0,6,0,12
Nandurbar,2018,Taloda,1,3,0,8
Nandurbar,2018,Shahada,1,5,0,28
Nandurbar,2018,Nandurbar,1,10,1,21
Nandurbar,2018,Navapur,1,7,0,21
Nandurbar,2019,Akkalkuva,1,5,0,14
Nandurbar,2019,Akrani,0,6,0,12
Nandurbar,2019,Taloda,1,3,0,8
Nandurbar,2019,Shahada,1,5,0,28
Nandurbar,2019,Nandurbar,1,10,1,21
Nandurbar,2019,Navapur,1,7,0,21
Nandurbar,2020,Akkalkuva,1,5,0,14
Nandurbar,2020,Akrani,0,6,0,12
Nandurbar,2020,Taloda,1,3,0,8
Nandurbar,2020,Shahada,1,5,0,28
Nandurbar,2020,Nandurbar,1,10,1,21
Nandurbar,2020,Navapur,1,7,0,21
Nandurbar,2021,Akkalkuva,1,5,0,14
Nandurbar,2021,Akrani,0,6,0,12
Nandurbar,2021,Taloda,1,3,0,8
Nandurbar,2021,Shahada,1,5,0,28
Nandurbar,2021,Nandurbar,1,10,1,21
Nandurbar,2021,Navapur,1,7,0,21
Nashik,2012,Surgana,0,6,,
Nashik,2012,Kalwan,1,4,,
Nashik,2012,Devala,0,3,,
Nashik,2012,Baglan,1,14,,
Nashik,2012,Malegaon,1,22,,
Nashik,2012,Nandgaon,0,9,,
Nashik,2012,Chandwad,0,10,,
Nashik,2012,Dindori,0,13,,
Nashik,2012,Peth,0,4,,
Nashik,2012,Trimbak,0,10,,
Nashik,2012,Nashik,1,9,,
Nashik,2012,Igatpuri,0,5,,
Nashik,2012,Sinner,1,13,,
Nashik,2012,Nifad,1,15,,
Nashik,2012,Yewala,1,11,,
Nashik,2013,Surgana,0,,,
Nashik,2013,Kalwan,1,,,
Nashik,2013,Devala,0,,,
Nashik,2013,Baglan,1,,,
Nashik,2013,Malegaon,1,,,
Nashik,2013,Nandgaon,0,,,
Nashik,2013,Chandwad,0,,,
Nashik,2013,Dindori,0,,,
Nashik,2013,Peth,0,,,
Nashik,2013,Trimbak,0,,,
Nashik,2013,Nashik,1,,,
Nashik,2013,Igatpuri,0,,,
Nashik,2013,Sinner,1,,,
Nashik,2013,Nifad,1,,,
Nashik,2013,Yewala,1,,,
Nashik,2014,Surgana,0,,,
Nashik,2014,Kalwan,1,,,
Nashik,2014,Devala,0,,,
Nashik,2014,Baglan,1,,,
Nashik,2014,Malegaon,1,,,
Nashik,2014,Nandgaon,0,,,
Nashik,2014,Chandwad,0,,,
Nashik,2014,Dindori,0,,,
Nashik,2014,Peth,0,,,
Nashik,2014,Trimbak,0,,,
Nashik,2014,Nashik,1,,,
Nashik,2014,Igatpuri,0,,,
Nashik,2014,Sinner,1,,,
Nashik,2014,Nifad,1,,,
Nashik,2014,Yewala,1,,,
Nashik,2015,Surgana,0,,,
Nashik,2015,Kalwan,1,,,
Nashik,2015,Devala,0,,,
Nashik,2015,Baglan,1,,,
Nashik,2015,Malegaon,1,,,
Nashik,2015,Nandgaon,0,,,
Nashik,2015,Chandwad,0,,,
Nashik,2015,Dindori,0,,,
Nashik,2015,Peth,0,,,
Nashik,2015,Trimbak,0,,,
Nashik,2015,Nashik,1,,,
Nashik,2015,Igatpuri,0,,,
Nashik,2015,Sinner,1,,,
Nashik,2015,Nifad,1,,,
Nashik,2015,Yewala,1,,,
Nashik,2016,Surgana,0,,,
Nashik,2016,Kalwan,1,,,
Nashik,2016,Devala,0,,,
Nashik,2016,Baglan,1,,,
Nashik,2016,Malegaon,1,,,
Nashik,2016,Nandgaon,0,,,
Nashik,2016,Chandwad,0,,,
Nashik,2016,Dindori,0,,,
Nashik,2016,Peth,0,,,
Nashik,2016,Trimbak,0,,,
Nashik,2016,Nashik,1,,,
Nashik,2016,Igatpuri,0,,,
Nashik,2016,Sinner,1,,,
Nashik,2016,Nifad,1,,,
Nashik,2016,Yewala,1,,,
Nashik,2017,Surgana,0,,,
Nashik,2017,Kalwan,1,,,
Nashik,2017,Devala,0,,,
Nashik,2017,Baglan,1,,,
Nashik,2017,Malegaon,1,,,
Nashik,2017,Nandgaon,0,,,
Nashik,2017,Chandwad,0,,,
Nashik,2017,Dindori,0,,,
Nashik,2017,Peth,0,,,
Nashik,2017,Trimbak,0,,,
Nashik,2017,Nashik,1,,,
Nashik,2017,Igatpuri,0,,,
Nashik,2017,Sinner,1,,,
Nashik,2017,Nifad,1,,,
Nashik,2017,Yewala,1,,,
Nashik,2018,Surgana,0,6,1,13
Nashik,2018,Kalwan,1,4,1,15
Nashik,2018,Devala,0,3,0,10
Nashik,2018,Baglan,1,13,0,24
Nashik,2018,Malegaon,1,8,0,18
Nashik,2018,Nandgaon,0,9,0,18
Nashik,2018,Chandwad,0,10,0,17
Nashik,2018,Dindori,0,13,0,20
Nashik,2018,Peth,0,4,0,9
Nashik,2018,Trimbak,0,10,0,14
Nashik,2018,Nashik,1,9,0,16
Nashik,2018,Igatpuri,0,5,0,14
Nashik,2018,Sinner,1,13,0,20
Nashik,2018,Nifad,1,15,0,25
Nashik,2018,Yewala,1,11,0,17
Nashik,2019,Surgana,0,6,1,14
Nashik,2019,Kalwan,1,4,1,16
Nashik,2019,Devala,0,3,0,10
Nashik,2019,Baglan,1,13,0,24
Nashik,2019,Malegaon,1,8,0,18
Nashik,2019,Nandgaon,0,9,0,18
Nashik,2019,Chandwad,0,10,0,17
Nashik,2019,Dindori,0,13,0,20
Nashik,2019,Peth,0,4,0,9
Nashik,2019,Trimbak,0,10,0,14
Nashik,2019,Nashik,1,9,0,16
Nashik,2019,Igatpuri,0,5,0,14
Nashik,2019,Sinner,1,13,0,20
Nashik,2019,Nifad,1,15,0,25
Nashik,2019,Yewala,1,11,0,17
Nashik,2020,Surgana,0,6,1,14
Nashik,2020,Kalwan,1,4,1,16
Nashik,2020,Devala,0,3,0,10
Nashik,2020,Baglan,1,13,0,24
Nashik,2020,Malegaon,1,8,0,18
Nashik,2020,Nandgaon,0,9,0,18
Nashik,2020,Chandwad,0,10,0,17
Nashik,2020,Dindori,0,13,0,20
Nashik,2020,Peth,0,4,0,9
Nashik,2020,Trimbak,0,10,0,14
Nashik,2020,Nashik,1,9,0,16
Nashik,2020,Igatpuri,0,5,0,14
Nashik,2020,Sinner,1,13,0,20
Nashik,2020,Nifad,1,15,0,25
Nashik,2020,Yewala,1,11,0,17
Nashik,2021,Surgana,0,6,1,14
Nashik,2021,Kalwan,1,4,1,16
Nashik,2021,Devala,0,3,0,10
Nashik,2021,Baglan,1,13,0,24
Nashik,2021,Malegaon,1,8,0,18
Nashik,2021,Nandgaon,0,9,0,18
Nashik,2021,Chandwad,0,10,0,17
Nashik,2021,Dindori,0,13,0,20
Nashik,2021,Peth,0,4,0,9
Nashik,2021,Trimbak,0,10,0,14
Nashik,2021,Nashik,1,9,0,16
Nashik,2021,Igatpuri,0,5,0,14
Nashik,2021,Sinner,1,13,0,20
Nashik,2021,Nifad,1,15,0,25
Nashik,2021,Yewala,1,11,0,17
Dharashiv,2006,Paranda,1,6,,
Dharashiv,2006,Bhum,1,6,,
Dharashiv,2006,Washi,,4,,
Dharashiv,2006,Kalamb,1,6,,
Dharashiv,2006,Dharashiv,1,10,,
Dharashiv,2006,Tuljapur,1,12,,
Dharashiv,2006,Lohara,,4,,
Dharashiv,2006,Umaraga,1,7,,
Dharashiv,2008,Paranda,1,6,,
Dharashiv,2008,Bhum,1,6,,
Dharashiv,2008,Washi,,4,,
Dharashiv,2008,Kalamb,1,6,,
Dharashiv,2008,Dharashiv,1,10,,
Dharashiv,2008,Tuljapur,1,12,,
Dharashiv,2008,Lohara,,4,,
Dharashiv,2008,Umaraga,1,7,,
Dharashiv,2009,Paranda,1,6,,
Dharashiv,2009,Bhum,1,6,,
Dharashiv,2009,Washi,0,4,,
Dharashiv,2009,Kalamb,1,6,,
Dharashiv,2009,Dharashiv,1,10,,
Dharashiv,2009,Tuljapur,1,12,,
Dharashiv,2009,Lohara,0,4,,
Dharashiv,2009,Umaraga,1,7,,
Dharashiv,2010,Paranda,1,6,,
Dharashiv,2010,Bhum,1,6,,
Dharashiv,2010,Washi,0,4,,
Dharashiv,2010,Kalamb,1,6,,
Dharashiv,2010,Dharashiv,1,10,,
Dharashiv,2010,Tuljapur,1,12,,
Dharashiv,2010,Lohara,0,4,,
Dharashiv,2010,Umaraga,1,7,,
Dharashiv,2011,Paranda,1,6,,
Dharashiv,2011,Bhum,1,6,,
Dharashiv,2011,Washi,0,4,,
Dharashiv,2011,Kalamb,1,6,,
Dharashiv,2011,Dharashiv,1,10,,
Dharashiv,2011,Tuljapur,1,12,,
Dharashiv,2011,Lohara,0,4,,
Dharashiv,2011,Umaraga,1,7,,
Dharashiv,2012,Paranda,1,6,,
Dharashiv,2012,Bhum,1,6,,
Dharashiv,2012,Washi,0,4,,
Dharashiv,2012,Kalamb,1,6,,
Dharashiv,2012,Dharashiv,1,10,,
Dharashiv,2012,Tuljapur,1,12,,
Dharashiv,2012,Lohara,0,4,,
Dharashiv,2012,Umaraga,1,7,,
Dharashiv,2013,Paranda,1,6,,
Dharashiv,2013,Bhum,1,6,,
Dharashiv,2013,Washi,0,4,,
Dharashiv,2013,Kalamb,1,6,,
Dharashiv,2013,Dharashiv,1,10,,
Dharashiv,2013,Tuljapur,1,12,,
Dharashiv,2013,Lohara,0,4,,
Dharashiv,2013,Umaraga,1,7,,
Dharashiv,2014,Paranda,1,6,,
Dharashiv,2014,Bhum,1,6,,
Dharashiv,2014,Washi,0,4,,
Dharashiv,2014,Kalamb,1,6,,
Dharashiv,2014,Dharashiv,1,10,,
Dharashiv,2014,Tuljapur,1,12,,
Dharashiv,2014,Lohara,0,4,,
Dharashiv,2014,Umaraga,1,7,,
Dharashiv,2015,Paranda,1,6,,
Dharashiv,2015,Bhum,1,6,,
Dharashiv,2015,Washi,0,4,,
Dharashiv,2015,Kalamb,1,6,,
Dharashiv,2015,Dharashiv,1,10,,
Dharashiv,2015,Tuljapur,1,12,,
Dharashiv,2015,Lohara,0,4,,
Dharashiv,2015,Umaraga,1,7,,
Dharashiv,2016,Paranda,1,6,,
Dharashiv,2016,Bhum,1,6,,
Dharashiv,2016,Washi,0,4,,
Dharashiv,2016,Kalamb,1,6,,
Dharashiv,2016,Dharashiv,1,10,,
Dharashiv,2016,Tuljapur,1,12,,
Dharashiv,2016,Lohara,0,4,,
Dharashiv,2016,Umaraga,1,7,,
Dharashiv,2017,Paranda,1,6,,
Dharashiv,2017,Bhum,1,6,,
Dharashiv,2017,Washi,0,4,,
Dharashiv,2017,Kalamb,1,6,,
Dharashiv,2017,Dharashiv,1,10,,
Dharashiv,2017,Tuljapur,1,12,,
Dharashiv,2017,Lohara,0,4,,
Dharashiv,2017,Umaraga,1,7,,
Dharashiv,2018,Paranda,1,6,0,9
Dharashiv,2018,Bhum,1,6,0,12
Dharashiv,2018,Washi,0,4,0,9
Dharashiv,2018,Kalamb,1,6,0,11
Dharashiv,2018,Dharashiv,1,10,1,20
