District,Year,Taluka,Length of Rivers,"Number of Lakes, Ponds or Reservoirs Suitable for Fishing",Area Suitable for Fishing,Area Used for Commercial Fisheries,Groundwater Fish Production,Price Received by Producers for Fish Caught,Fish Seeds Used,Fish Business Cooperatives,Members in Fish Business Cooperatives
Nashik,2012,Peth,23.5,50.0,317.0,304.0,80.0,1600000.0,700000.0,6.0,193.0
Nashik,2012,Trimbak,15.0,25.0,370.0,370.0,120.0,2400000.0,1400000.0,2.0,126.0
Nashik,2012,Nashik,43.0,17.0,1699.0,1699.0,400.0,8000000.0,1000000.0,7.0,705.0
Nashik,2012,Igatpuri,51.0,30.0,6912.0,6912.0,713.0,14200000.0,1500000.0,13.0,1552.0
Nashik,2012,Sinner,19.0,99.0,627.0,627.0,85.0,1700000.0,400000.0,3.0,137.0
Nashik,2012,Nifad,93.5,22.0,1290.0,1290.0,55.0,1100000.0,200000.0,4.0,282.0
Nashik,2012,Yewala,28.0,85.0,827.0,779.0,95.0,1900000.0,1000000.0,2.0,62.0
Nashik,2013,Surgana,21.5,30.0,975.0,975.0,70.0,2100000.0,500000.0,4.0,240.0
Nashik,2013,Kalwan,59.0,40.0,1200.0,1175.0,200.0,6000000.0,1600000.0,8.0,1040.0
Nashik,2013,Devala,0.0,38.0,272.0,272.0,50.0,1500000.0,400000.0,4.0,171.0
Nashik,2013,Baglan,78.0,93.0,693.0,693.0,125.0,3750000.0,900000.0,3.0,350.0
Nashik,2013,Malegaon,79.0,103.0,3992.0,3992.0,700.0,21000000.0,4900000.0,9.0,1010.0
Nashik,2013,Nandgaon,88.0,87.0,718.0,718.0,100.0,3000000.0,700000.0,5.0,262.0
Nashik,2013,Chandwad,51.0,90.0,397.0,397.0,90.0,2700000.0,650000.0,4.0,162.0
Nashik,2013,Dindori,37.0,110.0,3318.0,3300.0,890.0,26700000.0,6250000.0,16.0,962.0
Nashik,2013,Peth,23.5,51.0,335.0,322.0,120.0,3600000.0,850000.0,4.0,244.0
Nashik,2013,Trimbak,15.0,26.0,431.0,370.0,180.0,5400000.0,1300000.0,3.0,176.0
Nashik,2013,Nashik,43.0,17.0,1699.0,1699.0,470.0,14100000.0,3200000.0,6.0,755.0
Nashik,2013,Igatpuri,51.0,31.0,7408.0,6912.0,843.0,3900000.0,5900000.0,16.0,1552.0
Nashik,2013,Sinner,19.0,99.0,627.0,627.0,95.0,2850000.0,400000.0,4.0,149.0
Nashik,2013,Nifad,93.5,22.0,1290.0,1290.0,60.0,1800000.0,200000.0,4.0,282.0
Nashik,2013,Yewala,28.0,85.0,827.0,779.0,117.0,3510000.0,750000.0,2.0,62.0
Nashik,2014,Surgana,21.5,30.0,97.0,97.0,52.02,1285000.0,2170000.0,2.0,143.0
Nashik,2014,Kalwan,59.0,40.0,1104.0,1104.0,223.8,5563000.0,772000.0,7.0,606.0
Nashik,2014,Devala,0.0,38.0,101.0,101.0,54.6,1345000.0,221000.0,3.0,122.0
Nashik,2014,Baglan,78.0,93.0,550.0,550.0,159.0,3929999.9999999995,320000.0,6.0,293.0
Nashik,2014,Malegaon,79.0,103.0,37.37,37.37,421.28,10405000.0,2069000.0000000002,4.0,908.0
Nashik,2014,Nandgaon,88.0,87.0,407.0,407.0,116.1,2864000.0,3202000.0000000005,6.0,290.0
Nashik,2014,Chandwad,51.0,90.0,180.0,180.0,90.0,2223000.0,300000.0,2.0,74.0
Nashik,2014,Dindori,37.0,110.0,3000.0,3000.0,396.0,9018000.0,1700000.0,11.0,806.0
Nashik,2014,Peth,23.5,51.0,258.0,258.0,71.4,1753000.0,349000.0,3.0,30.0
Nashik,2014,Trimbak,15.0,26.0,464.0,464.0,135.6,3349000.0,451999.99999999994,5.0,81.0
Nashik,2014,Nashik,43.0,17.0,1662.0,1662.0,265.65,6561000.0,1051000.0,5.0,538.0
Nashik,2014,Igatpuri,51.0,31.0,6268.0,6268.0,611.1,15090000.0,3334000.0000000005,6.0,927.0
Nashik,2014,Sinner,19.0,99.0,328.0,328.0,115.2,2845000.0,384000.0,3.0,128.0
Nashik,2014,Nifad,93.5,22.0,174.0,174.0,98.4,2453000.0,294000.0,0.0,0.0
Nashik,2014,Yewala,28.0,85.0,94.0,94.0,23.4,565000.0,168000.0,0.0,0.0
Nashik,2015,Surgana,21.5,30.0,97.0,97.0,66.23,1987000.0,298000.0,2.0,143.0
Nashik,2015,Kalwan,59.0,40.0,1104.0,1104.0,453.63,13609000.0,2041000.0,7.0,606.0
Nashik,2015,Devala,0.0,38.0,101.0,101.0,62.27,1868000.0,280000.0,3.0,122.0
Nashik,2015,Baglan,78.0,93.0,550.0,550.0,158.52,4756000.0,713000.0,6.0,293.0
Nashik,2015,Malegaon,79.0,103.0,3737.0,3737.0,458.79,13763999.999999998,2064999.9999999998,4.0,908.0
Nashik,2015,Nandgaon,88.0,87.0,407.0,407.0,135.49,4065000.0,610000.0,7.0,341.0
Nashik,2015,Chandwad,51.0,90.0,180.0,180.0,98.56,2957000.0,444000.00000000006,2.0,74.0
Nashik,2015,Dindori,37.0,110.0,3000.0,3000.0,659.61,19788000.0,2968000.0,11.0,806.0
Nashik,2015,Peth,23.5,51.0,258.0,258.0,89.63,2689000.0,403000.0,3.0,30.0
Nashik,2015,Trimbak,15.0,26.0,464.0,464.0,567.51,17025000.0,2554000.0,5.0,81.0
Nashik,2015,Nashik,43.0,17.0,1662.0,1662.0,311.36,9341000.0,1401000.0,5.0,538.0
Nashik,2015,Igatpuri,51.0,31.0,6268.0,6268.0,877.48,26324000.0,3949000.0,7.0,963.0
Nashik,2015,Sinner,19.0,99.0,328.0,328.0,88.56,2657000.0,399000.0,3.0,128.0
Nashik,2015,Nifad,93.5,22.0,174.0,174.0,46.98,1409000.0,211000.0,0.0,0.0
Nashik,2015,Yewala,28.0,85.0,94.0,94.0,25.38,761000.0,113999.99999999999,0.0,0.0
Nashik,2016,Surgana,21.5,30.0,97.0,97.0,66.23,1987000.0,298000.0,2.0,143.0
Nashik,2016,Kalwan,59.0,40.0,1104.0,1104.0,453.63,13609000.0,2041000.0,7.0,606.0
Nashik,2016,Devala,0.0,38.0,101.0,101.0,62.27,1868000.0,280000.0,3.0,122.0
Nashik,2016,Baglan,78.0,93.0,550.0,550.0,158.52,4756000.0,713000.0,6.0,293.0
Nashik,2016,Malegaon,79.0,103.0,3737.0,3737.0,458.79,13763999.999999998,2064999.9999999998,4.0,908.0
Nashik,2016,Nandgaon,88.0,87.0,407.0,407.0,135.49,4065000.0,610000.0,7.0,341.0
Nashik,2016,Chandwad,51.0,90.0,180.0,180.0,98.56,2957000.0,444000.00000000006,2.0,74.0
Nashik,2016,Dindori,37.0,110.0,3000.0,3000.0,659.61,19788000.0,2968000.0,11.0,806.0
Nashik,2016,Peth,23.5,51.0,258.0,258.0,89.63,2689000.0,403000.0,3.0,30.0
Nashik,2016,Trimbak,15.0,26.0,464.0,464.0,567.51,17025000.0,2554000.0,5.0,81.0
Nashik,2016,Nashik,43.0,17.0,1662.0,1662.0,311.36,9341000.0,1401000.0,5.0,538.0
Nashik,2016,Igatpuri,51.0,31.0,6268.0,6268.0,887.48,26624000.0,3994000.0,7.0,963.0
Nashik,2016,Sinner,19.0,99.0,328.0,328.0,88.56,2657000.0,399000.0,3.0,128.0
Nashik,2016,Nifad,93.5,22.0,174.0,174.0,46.98,1409000.0,211000.0,0.0,0.0
Nashik,2016,Yewala,28.0,85.0,94.0,94.0,25.38,761000.0,113999.99999999999,0.0,0.0
Nashik,2017,Surgana,21.5,30.0,97.0,97.0,56.43,1693000.0,254000.0,3.0,173.0
Nashik,2017,Kalwan,59.0,40.0,1104.0,1104.0,423.82,12715000.0,1907000.0,7.0,606.0
Nashik,2017,Devala,0.0,38.0,101.0,101.0,53.82,1614999.9999999998,242000.0,2.0,97.0
Nashik,2017,Baglan,78.0,93.0,550.0,550.0,123.79,3714000.0,557000.0,5.0,286.0
Nashik,2017,Malegaon,79.0,103.0,3737.0,3737.0,368.62,11059000.0,1659000.0,5.0,960.0
Nashik,2017,Nandgaon,88.0,87.0,407.0,407.0,109.59,3288000.0000000005,493000.0,10.0,411.0
Nashik,2017,Chandwad,51.0,90.0,180.0,180.0,94.61,2838000.0,426000.0,2.0,74.0
Nashik,2017,Dindori,37.0,110.0,3000.0,3000.0,78.0,2340000.0,351000.0,10.0,743.0
Nashik,2017,Peth,23.5,51.0,258.0,258.0,73.15,2195000.0,329000.0,3.0,30.0
Nashik,2017,Trimbak,15.0,26.0,464.0,464.0,651.89,19557000.0,2934000.0,2.0,56.0
Nashik,2017,Nashik,43.0,17.0,1662.0,1662.0,452.06,13562000.0,2034000.0,7.0,668.0
Nashik,2017,Igatpuri,51.0,31.0,6268.0,6268.0,923.32,27700000.0,4154999.9999999995,8.0,995.0
Nashik,2017,Sinner,19.0,99.0,328.0,328.0,63.11,1893000.0,284000.0,3.0,128.0
Nashik,2017,Nifad,93.5,22.0,174.0,174.0,25.1,753000.0,112999.99999999999,0.0,0.0
Nashik,2017,Yewala,28.0,85.0,94.0,94.0,14.58,437000.0,66000.0,1.0,50.0
Nashik,2018,Surgana,21.5,30.0,97.0,97.0,58.3,1748999.9999999998,262000.0,3.0,173.0
Nashik,2018,Kalwan,59.0,40.0,1104.0,1104.0,425.6,12768000.0,1914999.9999999998,7.0,606.0
Nashik,2018,Devala,0.0,38.0,101.0,101.0,50.47,1514000.0,227000.0,2.0,97.0
Nashik,2018,Baglan,78.0,93.0,550.0,550.0,121.8,3654000.0,548000.0,5.0,286.0
Nashik,2018,Malegaon,79.0,103.0,3737.0,3737.0,389.52,11686000.0,1753000.0,5.0,960.0
Nashik,2018,Nandgaon,88.0,87.0,407.0,407.0,98.32,2950000.0,442000.0,10.0,411.0
Nashik,2018,Chandwad,51.0,90.0,180.0,180.0,91.9,2757000.0,413999.99999999994,2.0,74.0
Nashik,2018,Dindori,37.0,110.0,3000.0,3000.0,96.78,2903000.0,436000.00000000006,10.0,743.0
Nashik,2018,Peth,23.5,51.0,258.0,258.0,63.15,1895000.0,284000.0,3.0,30.0
Nashik,2018,Trimbak,15.0,26.0,464.0,464.0,463.25,13897999.999999998,2084000.0,2.0,56.0
Nashik,2018,Nashik,43.0,17.0,1662.0,1662.0,516.36,15491000.0,2324000.0,7.0,668.0
Nashik,2018,Igatpuri,51.0,31.0,6268.0,6268.0,1025.3,30758999.999999996,4614000.0,8.0,995.0
Nashik,2018,Sinner,19.0,99.0,328.0,328.0,78.69,2361000.0,354000.0,3.0,128.0
Nashik,2018,Nifad,93.5,22.0,174.0,174.0,49.65,1490000.0,223000.0,0.0,0.0
Nashik,2018,Yewala,28.0,85.0,94.0,94.0,23.54,706000.0,106000.0,1.0,50.0
Nashik,2019,Surgana,21.5,30.0,97.0,97.0,64.13,1923999.9999999998,289000.0,3.0,173.0
Nashik,2019,Kalwan,59.0,40.0,1104.0,1104.0,468.16,14044999.999999998,2107000.0,7.0,606.0
Nashik,2019,Devala,0.0,38.0,101.0,101.0,55.52,1666000.0,250000.0,2.0,97.0
Nashik,2019,Baglan,78.0,93.0,550.0,550.0,133.98,4019000.0,603000.0,5.0,286.0
Nashik,2019,Malegaon,79.0,103.0,3737.0,3737.0,428.47,12854000.0,1928000.0,5.0,960.0
Nashik,2019,Nandgaon,88.0,87.0,407.0,407.0,108.15,3245000.0000000005,487000.0,10.0,411.0
Nashik,2019,Chandwad,51.0,90.0,180.0,180.0,101.09,3033000.0,455000.0,2.0,74.0
Nashik,2019,Dindori,37.0,110.0,3000.0,3000.0,106.46,3194000.0,479000.0,10.0,743.0
Nashik,2019,Peth,23.5,51.0,258.0,258.0,69.47,2084000.0,313000.0,3.0,30.0
Nashik,2019,Trimbak,15.0,26.0,464.0,464.0,509.58,15287000.0,2293000.0,2.0,56.0
Nashik,2019,Nashik,43.0,17.0,1662.0,1662.0,568.0,17040000.0,2556000.0,7.0,668.0
Nashik,2019,Igatpuri,51.0,31.0,6268.0,6268.0,1127.83,33835000.0,5075000.0,8.0,995.0
Nashik,2019,Sinner,19.0,99.0,328.0,328.0,86.56,2597000.0,390000.0,3.0,128.0
Nashik,2019,Nifad,93.5,22.0,174.0,174.0,54.62,1638000.0,246000.0,0.0,0.0
Nashik,2019,Yewala,28.0,85.0,94.0,94.0,25.89,777000.0,117000.0,1.0,50.0
Nashik,2020,Surgana,21.5,30.0,97.0,97.0,57.72,1732000.0,260000.0,3.0,173.0
Nashik,2020,Kalwan,59.0,40.0,1104.0,1104.0,421.34,12640000.0,1896000.0,7.0,606.0
Nashik,2020,Devala,0.0,38.0,101.0,101.0,49.97,1499000.0,225000.0,2.0,97.0
Nashik,2020,Baglan,78.0,93.0,550.0,550.0,120.58,3617000.0,543000.0,5.0,286.0
Nashik,2020,Malegaon,79.0,103.0,3737.0,3737.0,385.62,11569000.0,1735000.0000000002,5.0,960.0
Nashik,2020,Nandgaon,88.0,87.0,407.0,407.0,97.34,2920000.0,438000.0,10.0,411.0
Nashik,2020,Chandwad,51.0,90.0,180.0,180.0,90.98,2729000.0,409000.0,2.0,74.0
Nashik,2020,Dindori,37.0,110.0,3000.0,3000.0,95.81,2874000.0,430999.99999999994,10.0,743.0
Nashik,2020,Peth,23.5,51.0,258.0,258.0,62.52,1876000.0000000002,281000.0,3.0,30.0
Nashik,2020,Trimbak,15.0,26.0,464.0,464.0,458.62,13759000.0,2064000.0,2.0,56.0
Nashik,2020,Nashik,43.0,17.0,1662.0,1662.0,511.2,15336000.000000002,2300000.0,7.0,668.0
Nashik,2020,Igatpuri,51.0,31.0,6268.0,6268.0,1015.05,30451000.0,4568000.0,8.0,995.0
Nashik,2020,Sinner,19.0,99.0,328.0,328.0,77.9,2337000.0,351000.0,3.0,128.0
Nashik,2020,Nifad,93.5,22.0,174.0,174.0,49.15,1475000.0,221000.0,0.0,0.0
Nashik,2020,Yewala,28.0,85.0,94.0,94.0,23.3,699000.0,105000.0,1.0,50.0
Nashik,2021,Surgana,21.5,124.0,1662.0,97.0,0.0,0.0,0.0,0.0,0.0
Nashik,2021,Kalwan,59.0,160.0,3970.0,954.0,0.0,0.0,1400000.0,4.0,532.0
Nashik,2021,Devala,0.0,14.0,184.0,101.0,0.1,3000.0,0.0,0.0,0.0
Nashik,2021,Baglan,78.0,140.0,4550.0,527.0,66.59,1998000.0,653000.0,1.0,85.0
Nashik,2021,Malegaon,79.0,220.0,7666.0,3514.0,4.93,148000.0,11145000.0,5.0,999.0
Nashik,2021,Nandgaon,88.0,149.0,3521.0,573.0,63.82,1914999.9999999998,740000.0,9.0,381.0
Nashik,2021,Chandwad,51.0,177.0,705.0,195.0,4.9,147000.0,580000.0,1.0,71.0
Nashik,2021,Dindori,37.0,225.0,7861.0,3410.0,104.4,3132000.0,3607000.0,7.0,948.0
Nashik,2021,Peth,23.5,320.0,2986.0,232.0,0.0,0.0,0.0,0.0,0.0
Nashik,2021,Trimbak,15.0,62.0,1042.0,417.0,0.0,0.0,0.0,1.0,51.0
Nashik,2021,Nashik,43.0,166.0,3010.0,1677.0,15.62,469000.00000000006,400000.0,6.0,760.0
Nashik,2021,Igatpuri,51.0,214.0,8227.0,6998.0,80.81,2424000.0,2250000.0,6.0,824.0
Nashik,2021,Sinner,19.0,272.0,5490.0,346.0,44.35,1330000.0,530000.0,3.0,171.0
Nashik,2021,Nifad,93.5,42.0,619.0,172.0,0.96,28999.999999999996,0.0,0.0,0.0
Nashik,2021,Yewala,28.0,125.0,2471.0,159.0,0.0,0.0,0.0,1.0,31.0
Dharashiv,2006,Paranda,58.0,170.0,2335.97,1570.58,350.0,7000000.0,2500000.0,9.0,365.0
Dharashiv,2006,Bhum,,145.0,1671.19,946.5,300.0,6000000.0,200000.0,9.0,305.0
Dharashiv,2006,Washi,,58.0,277.51,206.55,130.0,2600000.0,200000.0,7.0,142.0
Dharashiv,2006,Kalamb,143.0,107.0,915.56,296.21,150.0,3000000.0,1300000.0,8.0,236.0
Dharashiv,2006,Dharashiv,147.0,209.0,2969.96,1621.14,380.0,7600000.0,3500000.0,25.0,636.0
Dharashiv,2006,Tuljapur,,232.0,3660.44,1635.34,460.0,9200000.0,4000000.0,24.0,578.0
Dharashiv,2006,Lohara,,52.0,393.39,280.3,35.0,700000.0,500000.0,4.0,143.0
Dharashiv,2006,Umaraga,,102.0,2524.85,110.11,195.0,3900000.0,1300000.0,15.0,402.0
Dharashiv,2008,Paranda,111.0,170.0,2335.97,1570.58,410.0,12300000.0,2000000.0,11.0,475.0
Dharashiv,2008,Bhum,91.0,145.0,1671.19,946.5,250.0,7500000.0,1000000.0,9.0,347.0
Dharashiv,2008,Washi,36.0,58.0,277.51,206.55,110.0,3300000.0,500000.0,5.0,137.0
Dharashiv,2008,Kalamb,87.0,108.0,949.0,296.21,120.0,3600000.0,700000.0,11.0,295.0
Dharashiv,2008,Dharashiv,86.0,209.0,2969.96,1621.14,425.0,12700000.0,4000000.0,31.0,874.0
Dharashiv,2008,Tuljapur,81.0,232.0,3660.44,1635.34,500.0,15000000.0,4000000.0,31.0,896.0
Dharashiv,2008,Lohara,33.0,52.0,393.39,280.3,20.0,600000.0,500000.0,6.0,225.0
Dharashiv,2008,Umaraga,33.0,103.0,2568.0,110.11,165.0,5900000.0,500000.0,17.0,447.0
Dharashiv,2009,Paranda,111.0,170.0,2336.0,1570.0,410.0,12600000.0,2000000.0,11.0,475.0
Dharashiv,2009,Bhum,91.0,145.0,1671.0,947.0,270.0,7800000.0,1000000.0,10.0,373.0
Dharashiv,2009,Washi,36.0,58.0,278.0,206.0,130.0,3400000.0,500000.0,5.0,137.0
Dharashiv,2009,Kalamb,87.0,109.0,988.0,335.0,140.0,3800000.0,800000.0,12.0,321.0
Dharashiv,2009,Dharashiv,86.0,210.0,2995.0,1647.0,425.0,13000000.0,4200000.0,32.0,900.0
Dharashiv,2009,Tuljapur,81.0,233.0,3723.0,1698.0,170.0,13800000.0,6200000.0,32.0,922.0
Dharashiv,2009,Lohara,33.0,52.0,393.0,280.0,20.0,600000.0,2000000.0,6.0,225.0
Dharashiv,2009,Umaraga,33.0,104.0,2646.0,729.0,235.0,6200000.0,1500000.0,18.0,473.0
Dharashiv,2010,Paranda,111.0,170.0,3679.0,1570.0,415.0,12500000.0,3500000.0,12.0,502.0
Dharashiv,2010,Bhum,91.0,148.0,1777.0,1162.0,298.0,8900000.0,1200000.0,13.0,437.0
Dharashiv,2010,Washi,36.0,58.0,278.0,214.0,139.0,4200000.0,800000.0,6.0,163.0
Dharashiv,2010,Kalamb,87.0,111.0,1059.0,676.0,219.0,6600000.0,1200000.0,15.0,406.0
Dharashiv,2010,Dharashiv,86.0,212.0,3037.0,2512.0,482.0,14500000.0,5200000.0,36.0,973.0
Dharashiv,2010,Tuljapur,81.0,235.0,3780.0,3292.0,490.0,19000000.0,6800000.0,37.0,970.0
Dharashiv,2010,Lohara,33.0,53.0,419.0,255.0,22.0,2200000.0,2600000.0,7.0,240.0
Dharashiv,2010,Umaraga,33.0,107.0,2730.0,2112.0,135.0,4000000.0,1800000.0,18.0,473.0
Dharashiv,2011,Paranda,111.0,170.0,3679.0,1570.0,405.0,11500000.0,3400000.0,12.0,502.0
Dharashiv,2011,Bhum,91.0,148.0,1777.0,1162.0,308.0,9300000.0,1300000.0,13.0,437.0
Dharashiv,2011,Washi,36.0,58.0,278.0,214.0,142.0,4000000.0,900000.0,6.0,163.0
Dharashiv,2011,Kalamb,87.0,111.0,1059.0,676.0,219.0,6800000.0,1200000.0,15.0,406.0
Dharashiv,2011,Dharashiv,86.0,212.0,3037.0,2512.0,490.0,14800000.0,5200000.0,36.0,973.0
Dharashiv,2011,Tuljapur,81.0,235.0,3780.0,3292.0,482.0,19000000.0,6800000.0,37.0,970.0
Dharashiv,2011,Lohara,33.0,53.0,419.0,255.0,20.0,900000.0,2100000.0,7.0,240.0
Dharashiv,2011,Umaraga,33.0,107.0,2730.0,2112.0,134.0,4200000.0,2000000.0,18.0,473.0
Dharashiv,2012,Paranda,111.0,170.0,3679.0,1570.0,275.0,8200000.0,250000.0,11.0,502.0
Dharashiv,2012,Bhum,91.0,148.0,1777.0,1162.0,45.0,1300000.0,100000.0,12.0,437.0
Dharashiv,2012,Washi,36.0,58.0,278.0,214.0,7.0,200000.0,50000.0,7.0,163.0
Dharashiv,2012,Kalamb,87.0,111.0,1059.0,676.0,0.0,0.0,0.0,13.0,406.0
Dharashiv,2012,Dharashiv,86.0,212.0,3037.0,2512.0,18.0,500000.0,50000.0,36.0,973.0
Dharashiv,2012,Tuljapur,81.0,235.0,3780.0,3292.0,178.0,5300000.0,300000.0,37.0,970.0
Dharashiv,2012,Lohara,33.0,53.0,419.0,255.0,0.0,0.0,0.0,8.0,240.0
Dharashiv,2012,Umaraga,33.0,107.0,2730.0,2112.0,77.0,2300000.0,150000.0,17.0,473.0
Dharashiv,2013,Paranda,111.0,170.0,3679.0,1570.0,350.0,10500000.0,6000000.0,12.0,541.0
Dharashiv,2013,Bhum,91.0,148.0,1777.0,1162.0,200.0,6000000.0,2000000.0,13.0,448.0
Dharashiv,2013,Washi,36.0,58.0,278.0,214.0,50.0,1500000.0,200000.0,6.0,152.0
Dharashiv,2013,Kalamb,87.0,111.0,1059.0,676.0,300.0,9000000.0,5000000.0,15.0,426.0
Dharashiv,2013,Dharashiv,86.0,212.0,3037.0,2512.0,300.0,9000000.0,5000000.0,36.0,973.0
Dharashiv,2013,Tuljapur,81.0,235.0,3780.0,3292.0,250.0,7500000.0,4000000.0,37.0,970.0
Dharashiv,2013,Lohara,33.0,53.0,419.0,255.0,50.0,1500000.0,500000.0,7.0,210.0
Dharashiv,2013,Umaraga,33.0,107.0,2730.0,2112.0,100.0,3000000.0,1600000.0,18.0,483.0
Dharashiv,2014,Paranda,111.0,170.0,3679.0,1570.0,250.0,7500000.0,7000000.0,12.0,541.0
Dharashiv,2014,Bhum,91.0,148.0,1777.0,1162.0,160.0,4800000.0,3000000.0,13.0,448.0
Dharashiv,2014,Washi,36.0,58.0,278.0,214.0,30.0,900000.0,1000000.0,6.0,152.0
Dharashiv,2014,Kalamb,87.0,111.0,1059.0,676.0,260.0,7800000.0,5000000.0,15.0,426.0
Dharashiv,2014,Dharashiv,86.0,212.0,3037.0,2512.0,240.0,7200000.0,8000000.0,36.0,973.0
Dharashiv,2014,Tuljapur,81.0,235.0,3780.0,3292.0,220.0,6600000.0,7000000.0,37.0,970.0
Dharashiv,2014,Lohara,33.0,53.0,419.0,255.0,40.0,1200000.0,500000.0,7.0,210.0
Dharashiv,2014,Umaraga,33.0,107.0,2730.0,2112.0,100.0,3000000.0,1600000.0,18.0,483.0
Dharashiv,2015,Paranda,111.0,170.0,3679.0,1570.0,250.0,7500000.0,7000000.0,10.0,541.0
Dharashiv,2015,Bhum,91.0,148.0,1777.0,1132.0,160.0,4800000.0,3000000.0,12.0,448.0
Dharashiv,2015,Washi,36.0,58.0,278.0,214.0,30.0,900000.0,1000000.0,6.0,152.0
Dharashiv,2015,Kalamb,87.0,111.0,1059.0,676.0,260.0,7800000.0,5000000.0,15.0,426.0
Dharashiv,2015,Dharashiv,87.0,212.0,3037.0,2512.0,240.0,7200000.0,8000000.0,36.0,973.0
Dharashiv,2015,Tuljapur,81.0,235.0,3780.0,3292.0,220.0,6600000.0,7000000.0,37.0,970.0
Dharashiv,2015,Lohara,33.0,53.0,419.0,255.0,40.0,1200000.0,500000.0,7.0,210.0
Dharashiv,2015,Umaraga,33.0,107.0,2730.0,2112.0,100.0,3000000.0,1600000.0,18.0,483.0
Dharashiv,2016,Paranda,111.0,170.0,3679.0,1570.0,350.0,8500000.0,8000000.0,10.0,541.0
Dharashiv,2016,Bhum,91.0,148.0,1777.0,1132.0,270.0,5800000.0,4000000.0,12.0,448.0
Dharashiv,2016,Washi,36.0,58.0,278.0,214.0,50.0,1900000.0,2000000.0,6.0,152.0
Dharashiv,2016,Kalamb,87.0,111.0,1059.0,676.0,370.0,8800000.0,6000000.0,15.0,426.0
Dharashiv,2016,Dharashiv,87.0,212.0,3037.0,2512.0,340.0,8200000.0,9000000.0,36.0,973.0
Dharashiv,2016,Tuljapur,81.0,235.0,3780.0,3292.0,330.0,7600000.0,8000000.0,37.0,970.0
Dharashiv,2016,Lohara,33.0,53.0,419.0,255.0,60.0,2200000.0,1000000.0,7.0,210.0
Dharashiv,2016,Umaraga,33.0,107.0,2730.0,2112.0,200.0,4000000.0,2600000.0,18.0,483.0
Dharashiv,2017,Paranda,111.0,15.0,3886.0,3886.0,570.0,34200000.0,5623000.0,14.0,641.0
Dharashiv,2017,Bhum,91.0,16.0,1322.0,1322.0,199.0,11940000.0,1914000.0,14.0,498.0
Dharashiv,2017,Washi,36.0,10.0,548.0,548.0,88.0,5280000.0,884000.0,8.0,202.0
Dharashiv,2017,Kalamb,87.0,17.0,536.0,536.0,65.0,3900000.0,775000.0,15.0,426.0
Dharashiv,2017,Dharashiv,87.0,45.0,2604.0,2604.0,376.0,22560000.0,3771000.0,40.0,1073.0
Dharashiv,2017,Tuljapur,81.0,80.0,3369.0,3369.0,484.0,29039999.999999996,4878000.0,44.0,1020.0
Dharashiv,2017,Lohara,33.0,10.0,277.0,277.0,44.0,2640000.0,396000.0,11.0,310.0
Dharashiv,2017,Umaraga,33.0,38.0,2499.0,2499.0,374.0,22440000.0,3618000.0,21.0,663.0
Dharashiv,2018,Paranda,111.0,15.0,3886.0,3886.0,370.0,14800000.0,5200000.0,15.0,666.0
Dharashiv,2018,Bhum,91.0,16.0,1322.0,1322.0,120.0,4800000.0,800000.0,14.0,498.0
Dharashiv,2018,Washi,36.0,10.0,548.0,548.0,45.0,1800000.0,300000.0,9.0,227.0
Dharashiv,2018,Kalamb,87.0,17.0,536.0,536.0,35.0,1400000.0,200000.0,16.0,451.0
Dharashiv,2018,Dharashiv,87.0,45.0,2604.0,2604.0,310.0,12400000.0,3500000.0,41.0,1098.0
Dharashiv,2018,Tuljapur,81.0,80.0,3369.0,3369.0,410.0,16400000.0,5500000.0,46.0,1070.0
Dharashiv,2018,Lohara,33.0,10.0,277.0,277.0,50.0,2000000.0,400000.0,11.0,310.0
Dharashiv,2018,Umaraga,33.0,38.0,2499.0,2499.0,260.0,10400000.0,3200000.0,22.0,688.0
Dharashiv,2019,Paranda,111.0,15.0,3886.0,3886.0,290.0,11600000.0,6000000.0,15.0,666.0
Dharashiv,2019,Bhum,91.0,16.0,1322.0,1322.0,90.0,3600000.0,1000000.0,14.0,498.0
Dharashiv,2019,Washi,36.0,10.0,548.0,548.0,35.0,1400000.0,600000.0,9.0,227.0
Dharashiv,2019,Kalamb,87.0,17.0,536.0,536.0,35.0,1400000.0,600000.0,16.0,451.0
Dharashiv,2019,Dharashiv,87.0,45.0,2604.0,2604.0,205.0,8200000.0,3200000.0,41.0,1098.0
Dharashiv,2019,Tuljapur,81.0,80.0,3369.0,3369.0,315.0,12600000.0,4800000.0,46.0,1070.0
Dharashiv,2019,Lohara,33.0,10.0,277.0,277.0,30.0,1200000.0,800000.0,11.0,310.0
Dharashiv,2019,Umaraga,33.0,38.0,2499.0,2499.0,180.0,7200000.0,3500000.0,22.0,688.0
Dharashiv,2020,Paranda,111.0,15.0,3886.0,3886.0,410.0,16400000.0,5900000.0,15.0,666.0
Dharashiv,2020,Bhum,91.0,16.0,1322.0,1322.0,150.0,6000000.0,2450000.0,14.0,498.0
Dharashiv,2020,Washi,36.0,10.0,548.0,548.0,60.0,2400000.0,1200000.0,9.0,227.0
Dharashiv,2020,Kalamb,87.0,17.0,536.0,536.0,60.0,2400000.0,2000000.0,16.0,451.0
Dharashiv,2020,Dharashiv,87.0,45.0,2604.0,2604.0,430.0,17200000.0,6500000.0,41.0,1098.0
