Year,District,Crops,Livestock,Forestry and Logging,Fishing and aquaculture,Agriculture & Allied Activities,Mining & Quarrying,Primary Sector,Manufacturing,"Electricity, Gas, Water Supply  & Other Utility
Services",Construction,Secondary Sector,Industry,"Trade, Repair, and Hospitality",Railways,Transport (Other than Railways),Storage,Communication and Broadcast Services,Financial Services,"Real Estate, Other Dwellings, and Professional Services",Public Administration and Defence,Other Services,Services/ Tertiary Sector,GDVA,Taxes on products,"Less subsidies on
products",GDDP,Population ('000),Per capita District Domestic Product
2011,Nagpur,20670000000,5020000000,5140000000,950000000,31780000000,13110000000,44890000000,135200000000,14730000000,44260000000,194190000000,207310000000,58030000000,3290000000,22910000000,510000000,8730000000,64750000000,104880000000,21470000000,36610000000,321190000000,560280000000,79350000000,12790000000,626830000000,4691,133613
2012,Nagpur,23660000000,4570000000,5310000000,1030000000,34570000000,73720000000,108290000000,145380000000,15390000000,42340000000,203100000000,276820000000,63800000000,3390000000,25050000000,510000000,9110000000,69580000000,113030000000,21740000000,39650000000,345870000000,657260000000,87610000000,16120000000,728750000000,4756,153213
2013,Nagpur,22710000000,4250000000,4740000000,1270000000,32970000000,31590000000,64550000000,159360000000,14660000000,43800000000,217830000000,249420000000,62670000000,3490000000,25890000000,540000000,10240000000,78590000000,125530000000,22200000000,43450000000,372610000000,654990000000,91710000000,15960000000,730740000000,4822,151552
2014,Nagpur,24910000000,3370000000,4660000000,1050000000,33990000000,11920000000,45910000000,167120000000,16780000000,47150000000,231050000000,242970000000,64570000000,3940000000,28510000000,570000000,11260000000,84530000000,141170000000,22700000000,48460000000,405700000000,682660000000,98940000000,15820000000,765780000000,4887,156690
2015,Nagpur,31640000000,6040000000,4990000000,1720000000,44390000000,11610000000,56000000000,185630000000,17620000000,48180000000,251430000000,263040000000,65020000000,4240000000,31900000000,580000000,13390000000,89910000000,154650000000,23920000000,53230000000,436840000000,744270000000,108110000000,13460000000,838930000000,4953,169381
2016,Nagpur,39580000000,5520000000,6240000000,2100000000,53430000000,10240000000,63660000000,197580000000,18110000000,50600000000,266290000000,276520000000,72760000000,4810000000,34550000000,580000000,12910000000,94520000000,168530000000,25600000000,58980000000,473240000000,803190000000,116910000000,11890000000,908210000000,5016,181073
2017,Nagpur,29410000000,5010000000,8340000000,640000000,43400000000,7140000000,50540000000,213990000000,20050000000,51660000000,285700000000,292840000000,78760000000,5510000000,37550000000,610000000,12210000000,97180000000,177920000000,27290000000,63940000000,500970000000,837200000000,124580000000,11040000000,950750000000,5077,187283
2018,Nagpur,28670000000,5690000000,7880000000,320000000,42560000000,8050000000,50610000000,225830000000,21630000000,52480000000,299940000000,308000000000,85320000000,5440000000,40490000000,630000000,12670000000,101780000000,193470000000,28230000000,69190000000,537220000000,887780000000,137010000000,11750000000,1013050000000,5138,197186
2019,Nagpur,31970000000,5960000000,7330000000,590000000,45840000000,12770000000,58610000000,222400000000,22740000000,53090000000,298230000000,311010000000,90200000000,5640000000,43310000000,660000000,14250000000,105490000000,209720000000,33260000000,76410000000,578940000000,935780000000,141980000000,12960000000,1064800000000,5199,204819
2011,Nanded,28300000000,7440000000,4550000000,310000000,40600000000,6090000000,46690000000,42830000000,4670000000,14020000000,61530000000,67610000000,18390000000,1040000000,7260000000,160000000,2770000000,20520000000,33230000000,6800000000,11600000000,101760000000,209980000000,29740000000,4800000000,234920000000,3379,69516
2012,Nanded,29140000000,7930000000,4540000000,450000000,42060000000,7630000000,49690000000,45450000000,4810000000,13240000000,63500000000,71140000000,19950000000,1060000000,7830000000,160000000,2850000000,21760000000,35340000000,6800000000,12400000000,108140000000,221340000000,32600000000,6000000000,247940000000,3410,72702
2013,Nanded,29360000000,10170000000,5180000000,510000000,45220000000,2300000000,47520000000,51200000000,4710000000,14070000000,69990000000,72290000000,20140000000,1120000000,8320000000,170000000,3290000000,25250000000,40330000000,7130000000,13960000000,119720000000,237230000000,34410000000,5990000000,265650000000,3441,77197
2014,Nanded,14990000000,3000000000,5330000000,510000000,23840000000,770000000,24610000000,54250000000,5450000000,15310000000,75010000000,75780000000,20960000000,1280000000,9250000000,180000000,3650000000,27440000000,45830000000,7370000000,15730000000,131710000000,231330000000,33580000000,5370000000,259540000000,3472,74751
2015,Nanded,13120000000,7250000000,5390000000,380000000,26140000000,430000000,26570000000,60270000000,5720000000,15640000000,81640000000,82070000000,21110000000,1380000000,10360000000,190000000,4350000000,29190000000,50220000000,7770000000,17280000000,141840000000,250050000000,36370000000,4530000000,281890000000,3503,80481
2016,Nanded,28500000000,8890000000,6520000000,530000000,44440000000,1990000000,46430000000,63750000000,5840000000,16330000000,85920000000,87910000000,23480000000,1550000000,11150000000,190000000,4170000000,30500000000,54380000000,8260000000,19030000000,152700000000,285040000000,41410000000,4210000000,322240000000,3531,91264
2017,Nanded,24390000000,8690000000,5400000000,490000000,38980000000,2630000000,41610000000,68690000000,6440000000,16580000000,91710000000,94350000000,25280000000,1770000000,12050000000,200000000,3920000000,31200000000,57120000000,8760000000,20520000000,160820000000,294150000000,43610000000,3860000000,333890000000,3557,93856
2018,Nanded,29850000000,8810000000,6550000000,450000000,45670000000,1980000000,47650000000,72700000000,6960000000,16900000000,96560000000,98550000000,27470000000,1750000000,13040000000,200000000,4080000000,32770000000,62290000000,9090000000,22280000000,172950000000,317170000000,48790000000,4180000000,361780000000,3584,100946
2019,Nanded,34020000000,8960000000,6520000000,390000000,49890000000,2410000000,52300000000,71210000000,7280000000,17000000000,95490000000,97910000000,28880000000,1810000000,13870000000,210000000,4560000000,33780000000,67150000000,10650000000,24470000000,185380000000,333180000000,50780000000,4640000000,379320000000,3610,105070
2011,Nandurbar,15900000000,5680000000,1680000000,70000000,23330000000,2440000000,25770000000,14250000000,1550000000,4670000000,20470000000,22910000000,6120000000,350000000,2420000000,50000000,920000000,6830000000,11060000000,2260000000,3860000000,33860000000,80100000000,11340000000,1830000000,89620000000,1656,54115
2012,Nandurbar,16440000000,6150000000,1660000000,60000000,24310000000,1730000000,26040000000,15500000000,1640000000,4510000000,21660000000,23390000000,6800000000,360000000,2670000000,50000000,970000000,7420000000,12050000000,2320000000,4230000000,36880000000,84580000000,12420000000,2280000000,94710000000,1669,56738
2013,Nandurbar,21290000000,6300000000,1590000000,380000000,29570000000,520000000,30080000000,17230000000,1590000000,4740000000,23550000000,24070000000,6780000000,380000000,2800000000,60000000,1110000000,8500000000,13570000000,2400000000,4700000000,40290000000,93930000000,13620000000,2370000000,105180000000,1682,62522
2014,Nandurbar,11670000000,4990000000,1560000000,380000000,18610000000,250000000,18860000000,18190000000,1830000000,5130000000,25140000000,25400000000,7030000000,430000000,3100000000,60000000,1220000000,9200000000,15360000000,2470000000,5270000000,44150000000,88160000000,12790000000,2040000000,98900000000,1695,58335
2015,Nandurbar,12060000000,6100000000,1520000000,140000000,19820000000,630000000,20460000000,20060000000,1900000000,5210000000,27180000000,27810000000,7030000000,460000000,3450000000,60000000,1450000000,9720000000,16720000000,2590000000,5750000000,47220000000,94850000000,13790000000,1720000000,106920000000,1708,62594
2016,Nandurbar,15150000000,7920000000,1590000000,110000000,24770000000,550000000,25320000000,21400000000,1960000000,5480000000,28850000000,29400000000,7880000000,520000000,3740000000,60000000,1400000000,10240000000,18260000000,2770000000,6390000000,51260000000,105430000000,15300000000,1560000000,119170000000,1720,69289
2017,Nandurbar,17040000000,4740000000,1540000000,110000000,23440000000,5780000000,29220000000,21580000000,2020000000,5210000000,28810000000,34590000000,7940000000,560000000,3790000000,60000000,1230000000,9800000000,17940000000,2750000000,6450000000,50520000000,108550000000,16140000000,1430000000,123260000000,1731,71214
2018,Nandurbar,14930000000,8110000000,1550000000,150000000,24740000000,620000000,25360000000,24380000000,2340000000,5670000000,32390000000,33000000000,9210000000,590000000,4370000000,70000000,1370000000,10990000000,20890000000,3050000000,7470000000,58010000000,115750000000,17790000000,1530000000,132020000000,1742,75803
2019,Nandurbar,18370000000,8540000000,1530000000,120000000,28560000000,30000000,28590000000,24190000000,2470000000,5770000000,32430000000,32470000000,9810000000,610000000,4710000000,70000000,1550000000,11470000000,22810000000,3620000000,8310000000,62960000000,123980000000,18790000000,1720000000,141060000000,1752,80503
2011,Nashik,74930000000,14300000000,4890000000,310000000,94430000000,5420000000,99850000000,118840000000,12950000000,38910000000,170700000000,176120000000,51010000000,2890000000,20140000000,450000000,7680000000,56920000000,92200000000,18870000000,32180000000,282340000000,552890000000,78310000000,12630000000,618570000000,6146,100641
2012,Nashik,101600000000,14950000000,4830000000,270000000,121650000000,8830000000,130490000000,126720000000,13410000000,36910000000,177040000000,185870000000,55620000000,2960000000,21840000000,450000000,7940000000,60660000000,98520000000,18950000000,34560000000,301490000000,609010000000,89380000000,16450000000,681950000000,6214,109753
2013,Nashik,121350000000,13730000000,4750000000,320000000,140150000000,2200000000,142350000000,139690000000,12850000000,38390000000,190940000000,193140000000,54930000000,3060000000,22690000000,480000000,8970000000,68890000000,110040000000,19460000000,38090000000,326610000000,659900000000,95730000000,16660000000,738970000000,6281,117658
2014,Nashik,99620000000,14390000000,4730000000,320000000,119060000000,2590000000,121650000000,146700000000,14730000000,41390000000,202830000000,205410000000,56680000000,3460000000,25030000000,500000000,9880000000,74200000000,123920000000,19930000000,42540000000,356130000000,680610000000,98750000000,15790000000,763560000000,6348,120290
2015,Nashik,98810000000,11180000000,4680000000,300000000,114970000000,9320000000,124290000000,160670000000,15250000000,41700000000,217620000000,226940000000,56280000000,3670000000,27610000000,500000000,11590000000,77820000000,133860000000,20700000000,46070000000,378110000000,720020000000,104840000000,13050000000,811810000000,6415,126554
2016,Nashik,110930000000,13140000000,4880000000,320000000,129260000000,1270000000,130540000000,173790000000,15930000000,44510000000,234220000000,235500000000,64000000000,4230000000,30390000000,510000000,11360000000,83140000000,148240000000,22520000000,51880000000,416260000000,781020000000,113380000000,11530000000,882870000000,6478,136293
2017,Nashik,136860000000,13130000000,4840000000,320000000,155150000000,360000000,155510000000,187940000000,17610000000,45370000000,250920000000,251270000000,69170000000,4840000000,32980000000,540000000,10720000000,85350000000,156260000000,23970000000,56150000000,439980000000,846400000000,125320000000,11100000000,960620000000,6538,146935
2018,Nashik,114630000000,17310000000,4980000000,340000000,137250000000,1330000000,138580000000,197920000000,18960000000,45990000000,262880000000,264210000000,74780000000,4770000000,35490000000,550000000,11100000000,89200000000,169560000000,24740000000,60640000000,470830000000,872290000000,134130000000,11500000000,994930000000,6598,150800
2019,Nashik,118240000000,17460000000,4890000000,380000000,140970000000,2800000000,143770000000,194270000000,19870000000,46370000000,260520000000,263320000000,78790000000,4930000000,37840000000,570000000,12450000000,92150000000,183200000000,29050000000,66740000000,505720000000,910010000000,138340000000,12630000000,1035720000000,6658,155569
2011,Dharashiv,36800000000,6840000000,2060000000,170000000,45860000000,1760000000,47620000000,18290000000,1990000000,5990000000,26270000000,28030000000,7850000000,450000000,3100000000,70000000,1180000000,8760000000,14190000000,2900000000,4950000000,43450000000,117330000000,16620000000,2680000000,131270000000,1665,78823
2012,Dharashiv,23740000000,7160000000,2040000000,50000000,32990000000,1710000000,34700000000,19650000000,2080000000,5720000000,27450000000,29160000000,8620000000,460000000,3390000000,70000000,1230000000,9410000000,15280000000,2940000000,5360000000,46750000000,108900000000,15980000000,2940000000,121940000000,1679,72639
2013,Dharashiv,36070000000,8700000000,2040000000,120000000,46940000000,820000000,47760000000,21650000000,1990000000,5950000000,29590000000,30410000000,8510000000,470000000,3520000000,70000000,1390000000,10670000000,17050000000,3020000000,5900000000,50610000000,127960000000,18560000000,3230000000,143290000000,1692,84688
2014,Dharashiv,19380000000,3330000000,2070000000,150000000,24920000000,850000000,25770000000,22740000000,2280000000,6420000000,31450000000,32300000000,8790000000,540000000,3880000000,80000000,1530000000,11500000000,19210000000,3090000000,6590000000,55210000000,112440000000,16310000000,2610000000,126140000000,1705,73979
2015,Dharashiv,11750000000,5990000000,2170000000,100000000,20010000000,1370000000,21380000000,25070000000,2380000000,6510000000,33960000000,35330000000,8780000000,570000000,4310000000,80000000,1810000000,12140000000,20890000000,3230000000,7190000000,59000000000,114350000000,16650000000,2070000000,128920000000,1718,75038
2016,Dharashiv,15680000000,8620000000,2420000000,150000000,26880000000,2700000000,29580000000,26340000000,2410000000,6750000000,35500000000,38210000000,9700000000,640000000,4610000000,80000000,1720000000,12600000000,22470000000,3410000000,7860000000,63100000000,128180000000,18650000000,1900000000,144930000000,1730,83780
2017,Dharashiv,17690000000,8970000000,2420000000,190000000,29270000000,2420000000,31690000000,28600000000,2680000000,6900000000,38190000000,40600000000,10530000000,740000000,5020000000,80000000,1630000000,12990000000,23780000000,3650000000,8550000000,66960000000,136840000000,20280000000,1800000000,155320000000,1741,89221
2018,Dharashiv,18260000000,8560000000,2660000000,130000000,29620000000,2200000000,31820000000,30300000000,2900000000,7040000000,40240000000,42440000000,11450000000,730000000,5430000000,80000000,1700000000,13650000000,25960000000,3790000000,9280000000,72070000000,144140000000,22160000000,1900000000,164400000000,1752,93848
2019,Dharashiv,24480000000,8860000000,2620000000,90000000,36060000000,1130000000,37190000000,30010000000,3070000000,7160000000,40240000000,41360000000,12170000000,760000000,5840000000,90000000,1920000000,14230000000,28300000000,4490000000,10310000000,78110000000,155530000000,23680000000,2160000000,177050000000,1763,100450
2011,Parbhani,28780000000,3680000000,1630000000,130000000,34220000000,3270000000,37490000000,22040000000,2400000000,7210000000,31650000000,34920000000,9460000000,540000000,3730000000,80000000,1420000000,10550000000,17100000000,3500000000,5970000000,52350000000,121500000000,17210000000,2770000000,135930000000,1846,73617
2012,Parbhani,31780000000,3850000000,1590000000,100000000,37320000000,2880000000,40200000000,23750000000,2510000000,6920000000,33180000000,36060000000,10420000000,550000000,4090000000,80000000,1490000000,11370000000,18460000000,3550000000,6480000000,56500000000,129870000000,19080000000,3510000000,145440000000,1864,78019
2013,Parbhani,32050000000,4740000000,1550000000,80000000,38420000000,1650000000,40070000000,26260000000,2420000000,7220000000,35890000000,37540000000,10330000000,580000000,4270000000,90000000,1690000000,12950000000,20680000000,3660000000,7160000000,61390000000,137350000000,19920000000,3470000000,153810000000,1882,81731
2014,Parbhani,22480000000,6870000000,1550000000,90000000,30990000000,1110000000,32100000000,27750000000,2790000000,7830000000,38370000000,39480000000,10720000000,650000000,4730000000,90000000,1870000000,14040000000,23440000000,3770000000,8050000000,67380000000,137850000000,20000000000,3200000000,154650000000,1900,81416
2015,Parbhani,11740000000,3990000000,1560000000,50000000,17340000000,2050000000,19390000000,30500000000,2900000000,7920000000,41310000000,43370000000,10680000000,700000000,5240000000,90000000,2200000000,14770000000,25410000000,3930000000,8750000000,71780000000,132490000000,19300000000,2400000000,149390000000,1917,77924
2016,Parbhani,35170000000,3750000000,1820000000,320000000,41050000000,1530000000,42590000000,32700000000,3000000000,8370000000,44070000000,45600000000,12040000000,800000000,5720000000,100000000,2140000000,15640000000,27890000000,4240000000,9760000000,78320000000,164970000000,23950000000,2440000000,186490000000,1933,96454
2017,Parbhani,24550000000,5140000000,1730000000,90000000,31510000000,2850000000,34360000000,34960000000,3280000000,8440000000,46670000000,49520000000,12870000000,900000000,6130000000,100000000,1990000000,15870000000,29060000000,4460000000,10440000000,81830000000,162870000000,24150000000,2140000000,184870000000,1949,94865
2018,Parbhani,22930000000,4060000000,1880000000,90000000,28960000000,3240000000,32210000000,36840000000,3530000000,8560000000,48930000000,52180000000,13920000000,890000000,6610000000,100000000,2070000000,16600000000,31560000000,4600000000,11290000000,87640000000,168780000000,25970000000,2230000000,192520000000,1964,98019
2019,Parbhani,24240000000,4130000000,1830000000,40000000,30240000000,2380000000,32620000000,36230000000,3710000000,8650000000,48580000000,50970000000,14690000000,920000000,7060000000,110000000,2320000000,17190000000,34170000000,5420000000,12450000000,94310000000,175520000000,26840000000,2450000000,199910000000,1979,100993
2011,Pune,75150000000,29430000000,8590000000,1700000000,114880000000,12590000000,127470000000,310580000000,33840000000,101690000000,446110000000,458700000000,133320000000,7560000000,52640000000,1170000000,20060000000,148750000000,240950000000,49320000000,84110000000,737870000000,1311450000000,185740000000,29950000000,1467240000000,9501,154422
2012,Pune,71920000000,30460000000,8650000000,1950000000,112970000000,6560000000,119530000000,335860000000,35550000000,97810000000,469210000000,475770000000,147400000000,7830000000,57870000000,1190000000,21040000000,160760000000,261120000000,50230000000,91610000000,799050000000,1387790000000,203420000000,37430000000,1553790000000,9625,161428
2013,Pune,73820000000,38600000000,8750000000,1700000000,122860000000,3230000000,126090000000,365250000000,33610000000,100390000000,499250000000,502480000000,143640000000,8010000000,59330000000,1250000000,23470000000,180130000000,287710000000,50880000000,99590000000,854000000000,1479340000000,214630000000,37360000000,1656610000000,9749,169919
2014,Pune,70710000000,43640000000,9030000000,1820000000,125200000000,5190000000,130390000000,383290000000,38490000000,108150000000,529920000000,535120000000,148100000000,9030000000,65380000000,1310000000,25820000000,193860000000,323770000000,52060000000,111130000000,930470000000,1590780000000,230960000000,36930000000,1784810000000,9874,180761
2015,Pune,70700000000,38790000000,9100000000,1700000000,120280000000,6570000000,126850000000,424740000000,40320000000,110240000000,575300000000,581870000000,148780000000,9710000000,72990000000,1320000000,30640000000,205730000000,353860000000,54720000000,121800000000,999540000000,1701690000000,247640000000,30820000000,1918500000000,9999,191878
2016,Pune,70020000000,45160000000,10970000000,330000000,126480000000,2860000000,129330000000,453720000000,41580000000,116200000000,611500000000,614350000000,167080000000,11040000000,79340000000,1320000000,29650000000,217050000000,387020000000,58790000000,135450000000,1086740000000,1827570000000,265500000000,26990000000,2066080000000,10117,204212
2017,Pune,77450000000,41190000000,11600000000,440000000,130680000000,2070000000,132740000000,490170000000,45930000000,118320000000,654430000000,656500000000,180410000000,12620000000,86010000000,1400000000,27970000000,222610000000,407550000000,62510000000,146460000000,1147530000000,1934710000000,286820000000,25410000000,2196110000000,10232,214636
2018,Pune,72470000000,49000000000,13300000000,440000000,135210000000,2630000000,137830000000,516810000000,49510000000,120100000000,686410000000,689030000000,195260000000,12440000000,92660000000,1440000000,28980000000,232910000000,442760000000,64600000000,158350000000,1229410000000,2053650000000,316130000000,27100000000,2342680000000,10347,226419
2019,Pune,98310000000,51280000000,13320000000,540000000,163450000000,1460000000,164910000000,509430000000,52100000000,121600000000,683130000000,684590000000,206610000000,12930000000,99210000000,1510000000,32650000000,241640000000,480390000000,76180000000,175010000000,1326120000000,2174160000000,330400000000,30170000000,2474390000000,10462,236518
2011,Raigad,12430000000,2040000000,9040000000,1530000000,25050000000,80700000000,105750000000,49840000000,5430000000,16320000000,71590000000,152290000000,21400000000,1210000000,8450000000,190000000,3220000000,23870000000,38670000000,7920000000,13500000000,118420000000,295760000000,41890000000,6750000000,330890000000,2650,124861
2012,Raigad,12820000000,2200000000,9190000000,1530000000,25740000000,75650000000,101390000000,55770000000,5900000000,16240000000,77910000000,153560000000,24480000000,1300000000,9610000000,200000000,3490000000,26690000000,43360000000,8340000000,15210000000,132680000000,311990000000,46050000000,8470000000,349560000000,2677,130564
2013,Raigad,14060000000,1640000000,9360000000,1570000000,26620000000,64480000000,91100000000,64850000000,5970000000,17820000000,88640000000,153130000000,25500000000,1420000000,10540000000,220000000,4170000000,31980000000,51080000000,9030000000,17680000000,151630000000,331380000000,48390000000,8420000000,371340000000,2704,137305
2014,Raigad,21740000000,3050000000,9940000000,1430000000,36160000000,80350000000,116510000000,69690000000,7000000000,19660000000,96360000000,176700000000,26930000000,1640000000,11890000000,240000000,4690000000,35250000000,58870000000,9470000000,20210000000,169190000000,382050000000,53380000000,8540000000,426890000000,2732,156277
2015,Raigad,23610000000,3160000000,10160000000,1150000000,38080000000,88020000000,126090000000,77540000000,7360000000,20120000000,105020000000,193040000000,27160000000,1770000000,13330000000,240000000,5590000000,37560000000,64600000000,9990000000,22230000000,182470000000,413590000000,57590000000,7170000000,464010000000,2759,168199
2016,Raigad,18220000000,3090000000,13460000000,1590000000,36360000000,91800000000,128160000000,84140000000,7710000000,21550000000,113400000000,205200000000,30980000000,2050000000,14710000000,250000000,5500000000,40250000000,71770000000,10900000000,25120000000,201540000000,443100000000,61180000000,6220000000,498060000000,2784,178900
2017,Raigad,19140000000,2120000000,13420000000,2050000000,36730000000,97050000000,133780000000,91870000000,8610000000,22180000000,122660000000,219710000000,33810000000,2360000000,16120000000,260000000,5240000000,41720000000,76390000000,11720000000,27450000000,215070000000,471510000000,65940000000,5840000000,531610000000,2808,189319
2018,Raigad,17380000000,3150000000,15560000000,2440000000,38520000000,102930000000,141450000000,98490000000,9430000000,22890000000,130820000000,233750000000,37210000000,2370000000,17660000000,270000000,5520000000,44390000000,84380000000,12310000000,30180000000,234300000000,506570000000,72730000000,6230000000,573060000000,2832,202357
2019,Raigad,15380000000,3310000000,15680000000,1590000000,35950000000,109520000000,145470000000,99650000000,10190000000,23790000000,133630000000,243150000000,40420000000,2530000000,19410000000,290000000,6390000000,47270000000,93970000000,14900000000,34240000000,259410000000,538520000000,74600000000,6810000000,606300000000,2856,212301
2011,Ratnagiri,24180000000,2210000000,3710000000,2660000000,32770000000,1110000000,33880000000,27420000000,2990000000,8980000000,39390000000,40500000000,11770000000,670000000,4650000000,100000000,1770000000,13130000000,21270000000,4350000000,7430000000,65150000000,138420000000,19600000000,3160000000,154860000000,1623,95441
2012,Ratnagiri,24770000000,2380000000,3730000000,2960000000,33830000000,1300000000,35130000000,29140000000,3080000000,8490000000,40720000000,42010000000,12790000000,680000000,5020000000,100000000,1830000000,13950000000,22660000000,4360000000,7950000000,69340000000,145180000000,21440000000,3950000000,162680000000,1635,99471
2013,Ratnagiri,28470000000,1950000000,3720000000,3430000000,37580000000,350000000,37940000000,32160000000,2960000000,8840000000,43950000000,44310000000,12650000000,700000000,5220000000,110000000,2070000000,15860000000,25330000000,4480000000,8770000000,75190000000,157080000000,22830000000,3970000000,175930000000,1648,106739
2014,Ratnagiri,44200000000,1950000000,3870000000,3770000000,53800000000,830000000,54620000000,33790000000,3390000000,9530000000,46720000000,47550000000,13060000000,800000000,5760000000,120000000,2280000000,17090000000,28540000000,4590000000,9800000000,82030000000,183370000000,26560000000,4250000000,205680000000,1661,123835
2015,Ratnagiri,29950000000,1830000000,3910000000,2970000000,38660000000,3250000000,41910000000,37180000000,3530000000,9650000000,50360000000,53610000000,13020000000,850000000,6390000000,120000000,2680000000,18010000000,30970000000,4790000000,10660000000,87490000000,179760000000,25920000000,3230000000,202450000000,1673,120979
2016,Ratnagiri,36960000000,1870000000,4890000000,4360000000,48080000000,2900000000,50970000000,39650000000,3630000000,10150000000,53430000000,56330000000,14600000000,960000000,6930000000,120000000,2590000000,18970000000,33820000000,5140000000,11840000000,94960000000,199370000000,28760000000,2920000000,225210000000,1685,133665
2017,Ratnagiri,43020000000,2090000000,4720000000,2740000000,52580000000,8270000000,60840000000,42120000000,3950000000,10170000000,56230000000,64500000000,15500000000,1080000000,7390000000,120000000,2400000000,19130000000,35020000000,5370000000,12580000000,98600000000,215680000000,31350000000,2780000000,244250000000,1695,144064
2018,Ratnagiri,33130000000,2220000000,7420000000,2740000000,45500000000,6510000000,52010000000,44800000000,4290000000,10410000000,59510000000,66010000000,16930000000,1080000000,8030000000,130000000,2510000000,20190000000,38380000000,5600000000,13730000000,106580000000,218100000000,33020000000,2830000000,248290000000,1706,145548
2019,Ratnagiri,30750000000,2310000000,7450000000,2840000000,43350000000,2530000000,45880000000,44720000000,4570000000,10670000000,59960000000,62500000000,18140000000,1130000000,8710000000,130000000,2870000000,21210000000,42170000000,6690000000,15360000000,116410000000,222250000000,33510000000,3060000000,252700000000,1716,147238
2011,Sangli,47540000000,19310000000,7540000000,160000000,74550000000,4800000000,79360000000,47560000000,5180000000,15570000000,68310000000,73120000000,20410000000,1160000000,8060000000,180000000,3070000000,22780000000,36900000000,7550000000,12880000000,112990000000,260660000000,36920000000,5950000000,291620000000,2837,102792
2012,Sangli,38240000000,20370000000,8030000000,200000000,66850000000,2630000000,69480000000,51730000000,5480000000,15070000000,72270000000,74910000000,22700000000,1210000000,8910000000,180000000,3240000000,24760000000,40220000000,7740000000,14110000000,123080000000,264830000000,38830000000,7140000000,296520000000,2863,103586
2013,Sangli,48900000000,20620000000,8090000000,0,77620000000,1400000000,79020000000,56570000000,5200000000,15550000000,77320000000,78720000000,22250000000,1240000000,9190000000,190000000,3630000000,27900000000,44560000000,7880000000,15420000000,132260000000,288600000000,41860000000,7290000000,323180000000,2888,111910
2014,Sangli,47450000000,18700000000,8510000000,160000000,74820000000,680000000,75500000000,59660000000,5990000000,16830000000,82490000000,83170000000,23050000000,1410000000,10180000000,200000000,4020000000,30180000000,50400000000,8100000000,17300000000,144830000000,302820000000,43910000000,7020000000,339710000000,2913,116614
2015,Sangli,43600000000,18270000000,8690000000,190000000,70760000000,650000000,71410000000,66190000000,6280000000,17180000000,89650000000,90300000000,23180000000,1510000000,11370000000,210000000,4770000000,32060000000,55140000000,8530000000,18980000000,155760000000,316810000000,46040000000,5730000000,357120000000,2938,121544
2016,Sangli,46230000000,24690000000,11280000000,190000000,82380000000,1660000000,84050000000,70200000000,6430000000,17980000000,94620000000,96280000000,25850000000,1710000000,12280000000,200000000,4590000000,33580000000,59880000000,9100000000,20960000000,168150000000,346810000000,50340000000,5120000000,392030000000,2961,132382
2017,Sangli,41660000000,22630000000,11130000000,200000000,75630000000,290000000,75920000000,76250000000,7140000000,18410000000,101800000000,102090000000,28060000000,1960000000,13380000000,220000000,4350000000,34630000000,63390000000,9720000000,22780000000,178500000000,356210000000,52730000000,4670000000,404270000000,2983,135523
2018,Sangli,40910000000,29310000000,12710000000,180000000,83120000000,330000000,83450000000,80400000000,7700000000,18680000000,106790000000,107120000000,30380000000,1940000000,14420000000,220000000,4510000000,36240000000,68880000000,10050000000,24630000000,191260000000,381500000000,58620000000,5030000000,435100000000,3005,144810
2019,Sangli,44740000000,30760000000,12820000000,140000000,88460000000,70000000,88530000000,79300000000,8110000000,18930000000,106330000000,106400000000,32160000000,2010000000,15440000000,230000000,5080000000,37610000000,74770000000,11860000000,27240000000,206420000000,401290000000,60840000000,5550000000,456570000000,3026,150878
2011,Satara,40270000000,14820000000,5230000000,180000000,60490000000,200000000,60690000000,51460000000,5610000000,16850000000,73910000000,74110000000,22090000000,1250000000,8720000000,190000000,3320000000,24640000000,39920000000,8170000000,13930000000,122250000000,256840000000,36380000000,5870000000,287350000000,3018,95204
2012,Satara,33840000000,15510000000,5180000000,230000000,54760000000,390000000,55150000000,55320000000,5850000000,16110000000,77290000000,77680000000,24280000000,1290000000,9530000000,200000000,3460000000,26480000000,43010000000,8270000000,15090000000,131620000000,264060000000,38670000000,7110000000,295610000000,3043,97139
2013,Satara,43010000000,16510000000,5090000000,10000000,64620000000,1250000000,65870000000,59740000000,5500000000,16420000000,81660000000,82910000000,23490000000,1310000000,9710000000,200000000,3840000000,29460000000,47060000000,8320000000,16290000000,139680000000,287220000000,41660000000,7250000000,321630000000,3068,104841
2014,Satara,35520000000,17080000000,5240000000,120000000,57960000000,1940000000,59900000000,62630000000,6290000000,17670000000,86590000000,88530000000,24200000000,1480000000,10680000000,210000000,4220000000,31680000000,52910000000,8510000000,18160000000,152040000000,298530000000,43300000000,6920000000,334900000000,3092,108300
2015,Satara,40780000000,18940000000,5270000000,150000000,65140000000,3300000000,68440000000,69050000000,6560000000,17920000000,93520000000,96830000000,24190000000,1580000000,11870000000,210000000,4980000000,33440000000,57530000000,8900000000,19800000000,162490000000,324460000000,47200000000,5870000000,365780000000,3117,117363
2016,Satara,35340000000,21200000000,6280000000,210000000,63030000000,970000000,64000000000,74300000000,6810000000,19030000000,100140000000,101110000000,27360000000,1810000000,12990000000,220000000,4860000000,35550000000,63380000000,9630000000,22180000000,177970000000,342110000000,49660000000,5050000000,386730000000,3139,123205
