Year,District,Taluka,Select Banks/ Bank Branches,Number
2014,Raigad,Pen,Classified Banks,13.0
2014,Raigad,Pen,Branch Offices,30.0
2014,Raigad,Alibag,Classified Banks,15.0
2014,Raigad,Alibag,Branch Offices,43.0
2014,Raigad,Murud,Classified Banks,4.0
2014,Raigad,Murud,Branch Offices,12.0
2014,Raigad,Roha,Classified Banks,10.0
2014,Raigad,Roha,Branch Offices,20.0
2014,Raigad,Sudhagad,Classified Banks,4.0
2014,Raigad,Sudhagad,Branch Offices,6.0
2014,Raigad,Mangaon,Classified Banks,10.0
2014,Raigad,Mangaon,Branch Offices,29.0
2014,Raigad,Tala,Classified Banks,3.0
2014,Raigad,Tala,Branch Offices,3.0
2014,Raigad,Shreevardhan,Classified Banks,6.0
2014,Raigad,Shreevardhan,Branch Offices,14.0
2014,Raigad,Mhasala,Classified Banks,3.0
2014,Raigad,Mhasala,Branch Offices,10.0
2014,Raigad,Mahad,Classified Banks,8.0
2014,Raigad,Mahad,Branch Offices,17.0
2014,Raigad,Poladpur,Classified Banks,8.0
2014,Raigad,Poladpur,Branch Offices,8.0
2015,Raigad,Uran,Classified Banks,13.0
2015,Raigad,Uran,Branch Offices,29.0
2015,Raigad,Panwel,Classified Banks,25.0
2015,Raigad,Panwel,Branch Offices,133.0
2015,Raigad,Karjat,Classified Banks,14.0
2015,Raigad,Karjat,Branch Offices,30.0
2015,Raigad,Khalapur,Classified Banks,14.0
2015,Raigad,Khalapur,Branch Offices,32.0
2015,Raigad,Pen,Classified Banks,13.0
2015,Raigad,Pen,Branch Offices,31.0
2015,Raigad,Alibag,Classified Banks,15.0
2015,Raigad,Alibag,Branch Offices,45.0
2015,Raigad,Murud,Classified Banks,4.0
2015,Raigad,Murud,Branch Offices,13.0
2015,Raigad,Roha,Classified Banks,11.0
2015,Raigad,Roha,Branch Offices,23.0
2015,Raigad,Sudhagad,Classified Banks,5.0
2015,Raigad,Sudhagad,Branch Offices,7.0
2015,Raigad,Mangaon,Classified Banks,10.0
2015,Raigad,Mangaon,Branch Offices,31.0
2015,Raigad,Tala,Classified Banks,3.0
2015,Raigad,Tala,Branch Offices,3.0
2015,Raigad,Shreevardhan,Classified Banks,6.0
2015,Raigad,Shreevardhan,Branch Offices,14.0
2015,Raigad,Mhasala,Classified Banks,3.0
2015,Raigad,Mhasala,Branch Offices,8.0
2015,Raigad,Mahad,Classified Banks,10.0
2015,Raigad,Mahad,Branch Offices,20.0
2015,Raigad,Poladpur,Classified Banks,6.0
2015,Raigad,Poladpur,Branch Offices,8.0
2016,Raigad,Uran,Classified Banks,13.0
2016,Raigad,Uran,Branch Offices,29.0
2016,Raigad,Panwel,Classified Banks,25.0
2016,Raigad,Panwel,Branch Offices,133.0
2016,Raigad,Karjat,Classified Banks,14.0
2016,Raigad,Karjat,Branch Offices,30.0
2016,Raigad,Khalapur,Classified Banks,14.0
2016,Raigad,Khalapur,Branch Offices,32.0
2016,Raigad,Pen,Classified Banks,13.0
2016,Raigad,Pen,Branch Offices,31.0
2016,Raigad,Alibag,Classified Banks,15.0
2016,Raigad,Alibag,Branch Offices,45.0
2016,Raigad,Murud,Classified Banks,4.0
2016,Raigad,Murud,Branch Offices,13.0
2016,Raigad,Roha,Classified Banks,11.0
2016,Raigad,Roha,Branch Offices,23.0
2016,Raigad,Sudhagad,Classified Banks,5.0
2016,Raigad,Sudhagad,Branch Offices,7.0
2016,Raigad,Mangaon,Classified Banks,10.0
2016,Raigad,Mangaon,Branch Offices,31.0
2016,Raigad,Tala,Classified Banks,3.0
2016,Raigad,Tala,Branch Offices,3.0
2016,Raigad,Shreevardhan,Classified Banks,6.0
2016,Raigad,Shreevardhan,Branch Offices,14.0
2016,Raigad,Mhasala,Classified Banks,3.0
2016,Raigad,Mhasala,Branch Offices,8.0
2016,Raigad,Mahad,Classified Banks,10.0
2016,Raigad,Mahad,Branch Offices,20.0
2016,Raigad,Poladpur,Classified Banks,6.0
2016,Raigad,Poladpur,Branch Offices,8.0
2017,Raigad,Uran,Classified Banks,13.0
2017,Raigad,Uran,Branch Offices,29.0
2017,Raigad,Panwel,Classified Banks,27.0
2017,Raigad,Panwel,Branch Offices,145.0
2017,Raigad,Karjat,Classified Banks,15.0
2017,Raigad,Karjat,Branch Offices,28.0
2017,Raigad,Khalapur,Classified Banks,14.0
2017,Raigad,Khalapur,Branch Offices,26.0
2017,Raigad,Pen,Classified Banks,13.0
2017,Raigad,Pen,Branch Offices,28.0
2017,Raigad,Alibag,Classified Banks,14.0
2017,Raigad,Alibag,Branch Offices,38.0
2017,Raigad,Murud,Classified Banks,4.0
2017,Raigad,Murud,Branch Offices,8.0
2017,Raigad,Roha,Classified Banks,11.0
2017,Raigad,Roha,Branch Offices,18.0
2017,Raigad,Sudhagad,Classified Banks,4.0
2017,Raigad,Sudhagad,Branch Offices,5.0
2017,Raigad,Mangaon,Classified Banks,10.0
2017,Raigad,Mangaon,Branch Offices,29.0
2017,Raigad,Tala,Classified Banks,2.0
2017,Raigad,Tala,Branch Offices,2.0
2017,Raigad,Shreevardhan,Classified Banks,5.0
2017,Raigad,Shreevardhan,Branch Offices,12.0
2017,Raigad,Mhasala,Classified Banks,2.0
2017,Raigad,Mhasala,Branch Offices,6.0
2017,Raigad,Mahad,Classified Banks,11.0
2017,Raigad,Mahad,Branch Offices,18.0
2017,Raigad,Poladpur,Classified Banks,6.0
2017,Raigad,Poladpur,Branch Offices,9.0
2018,Raigad,Uran,Classified Banks,13.0
2018,Raigad,Uran,Branch Offices,29.0
2018,Raigad,Panwel,Classified Banks,27.0
2018,Raigad,Panwel,Branch Offices,145.0
2018,Raigad,Karjat,Classified Banks,15.0
2018,Raigad,Karjat,Branch Offices,28.0
2018,Raigad,Khalapur,Classified Banks,14.0
2018,Raigad,Khalapur,Branch Offices,26.0
2018,Raigad,Pen,Classified Banks,13.0
2018,Raigad,Pen,Branch Offices,28.0
2018,Raigad,Alibag,Classified Banks,14.0
2018,Raigad,Alibag,Branch Offices,38.0
2018,Raigad,Murud,Classified Banks,4.0
2018,Raigad,Murud,Branch Offices,8.0
2018,Raigad,Roha,Classified Banks,11.0
2018,Raigad,Roha,Branch Offices,18.0
2018,Raigad,Sudhagad,Classified Banks,4.0
2018,Raigad,Sudhagad,Branch Offices,5.0
2018,Raigad,Mangaon,Classified Banks,10.0
2018,Raigad,Mangaon,Branch Offices,29.0
2018,Raigad,Tala,Classified Banks,2.0
2018,Raigad,Tala,Branch Offices,2.0
2018,Raigad,Shreevardhan,Classified Banks,5.0
2018,Raigad,Shreevardhan,Branch Offices,12.0
2018,Raigad,Mhasala,Classified Banks,2.0
2018,Raigad,Mhasala,Branch Offices,6.0
2018,Raigad,Mahad,Classified Banks,11.0
2018,Raigad,Mahad,Branch Offices,18.0
2018,Raigad,Poladpur,Classified Banks,6.0
2018,Raigad,Poladpur,Branch Offices,9.0
2019,Raigad,Uran,Classified Banks,13.0
2019,Raigad,Uran,Branch Offices,31.0
2019,Raigad,Panwel,Classified Banks,28.0
2019,Raigad,Panwel,Branch Offices,140.0
2019,Raigad,Karjat,Classified Banks,14.0
2019,Raigad,Karjat,Branch Offices,28.0
2019,Raigad,Khalapur,Classified Banks,14.0
2019,Raigad,Khalapur,Branch Offices,26.0
2019,Raigad,Pen,Classified Banks,14.0
2019,Raigad,Pen,Branch Offices,27.0
2019,Raigad,Alibag,Classified Banks,15.0
2019,Raigad,Alibag,Branch Offices,37.0
2019,Raigad,Murud,Classified Banks,4.0
2019,Raigad,Murud,Branch Offices,8.0
2019,Raigad,Roha,Classified Banks,12.0
2019,Raigad,Roha,Branch Offices,19.0
2019,Raigad,Sudhagad,Classified Banks,4.0
2019,Raigad,Sudhagad,Branch Offices,5.0
2019,Raigad,Mangaon,Classified Banks,8.0
2019,Raigad,Mangaon,Branch Offices,24.0
2019,Raigad,Tala,Classified Banks,2.0
2019,Raigad,Tala,Branch Offices,2.0
2019,Raigad,Shreevardhan,Classified Banks,5.0
2019,Raigad,Shreevardhan,Branch Offices,12.0
2019,Raigad,Mhasala,Classified Banks,2.0
2019,Raigad,Mhasala,Branch Offices,7.0
2019,Raigad,Mahad,Classified Banks,10.0
2019,Raigad,Mahad,Branch Offices,16.0
2019,Raigad,Poladpur,Classified Banks,5.0
2019,Raigad,Poladpur,Branch Offices,7.0
2020,Raigad,Uran,Classified Banks,13.0
2020,Raigad,Uran,Branch Offices,29.0
2020,Raigad,Panwel,Classified Banks,27.0
2020,Raigad,Panwel,Branch Offices,145.0
2020,Raigad,Karjat,Classified Banks,15.0
2020,Raigad,Karjat,Branch Offices,28.0
2020,Raigad,Khalapur,Classified Banks,14.0
2020,Raigad,Khalapur,Branch Offices,26.0
2020,Raigad,Pen,Classified Banks,13.0
2020,Raigad,Pen,Branch Offices,28.0
2020,Raigad,Alibag,Classified Banks,14.0
2020,Raigad,Alibag,Branch Offices,38.0
2020,Raigad,Murud,Classified Banks,4.0
2020,Raigad,Murud,Branch Offices,8.0
2020,Raigad,Roha,Classified Banks,11.0
2020,Raigad,Roha,Branch Offices,18.0
2020,Raigad,Sudhagad,Classified Banks,4.0
2020,Raigad,Sudhagad,Branch Offices,5.0
2020,Raigad,Mangaon,Classified Banks,10.0
2020,Raigad,Mangaon,Branch Offices,29.0
2020,Raigad,Tala,Classified Banks,2.0
2020,Raigad,Tala,Branch Offices,2.0
2020,Raigad,Shreevardhan,Classified Banks,5.0
2020,Raigad,Shreevardhan,Branch Offices,12.0
2020,Raigad,Mhasala,Classified Banks,2.0
2020,Raigad,Mhasala,Branch Offices,6.0
2020,Raigad,Mahad,Classified Banks,11.0
2020,Raigad,Mahad,Branch Offices,18.0
2020,Raigad,Poladpur,Classified Banks,6.0
2020,Raigad,Poladpur,Branch Offices,9.0
2021,Raigad,Uran,Classified Banks,13.0
2021,Raigad,Uran,Branch Offices,29.0
2021,Raigad,Panwel,Classified Banks,30.0
2021,Raigad,Panwel,Branch Offices,187.0
2021,Raigad,Karjat,Classified Banks,15.0
2021,Raigad,Karjat,Branch Offices,32.0
2021,Raigad,Khalapur,Classified Banks,14.0
2021,Raigad,Khalapur,Branch Offices,23.0
2021,Raigad,Pen,Classified Banks,16.0
2021,Raigad,Pen,Branch Offices,32.0
2021,Raigad,Alibag,Classified Banks,15.0
2021,Raigad,Alibag,Branch Offices,40.0
2021,Raigad,Murud,Classified Banks,3.0
2021,Raigad,Murud,Branch Offices,7.0
2021,Raigad,Roha,Classified Banks,11.0
2021,Raigad,Roha,Branch Offices,20.0
2021,Raigad,Sudhagad,Classified Banks,4.0
2021,Raigad,Sudhagad,Branch Offices,5.0
2021,Raigad,Mangaon,Classified Banks,10.0
2021,Raigad,Mangaon,Branch Offices,31.0
2021,Raigad,Tala,Classified Banks,2.0
2021,Raigad,Tala,Branch Offices,2.0
2021,Raigad,Shreevardhan,Classified Banks,5.0
2021,Raigad,Shreevardhan,Branch Offices,12.0
2021,Raigad,Mhasala,Classified Banks,2.0
2021,Raigad,Mhasala,Branch Offices,6.0
2021,Raigad,Mahad,Classified Banks,13.0
2021,Raigad,Mahad,Branch Offices,21.0
2021,Raigad,Poladpur,Classified Banks,6.0
2021,Raigad,Poladpur,Branch Offices,9.0
2006,Ratnagiri,Mandangad,Classified Banks,1.0
2006,Ratnagiri,Mandangad,Branch Offices,4.0
2006,Ratnagiri,Dapoli,Classified Banks,6.0
2006,Ratnagiri,Dapoli,Branch Offices,12.0
2006,Ratnagiri,Khed,Classified Banks,4.0
2006,Ratnagiri,Khed,Branch Offices,11.0
2006,Ratnagiri,Chiplun,Classified Banks,8.0
2006,Ratnagiri,Chiplun,Branch Offices,16.0
2006,Ratnagiri,Guhagar,Classified Banks,4.0
2006,Ratnagiri,Guhagar,Branch Offices,6.0
2006,Ratnagiri,Ratnagiri,Classified Banks,13.0
2006,Ratnagiri,Ratnagiri,Branch Offices,30.0
2006,Ratnagiri,Sangameshwar,Classified Banks,3.0
2006,Ratnagiri,Sangameshwar,Branch Offices,10.0
2006,Ratnagiri,Lanja,Classified Banks,1.0
2006,Ratnagiri,Lanja,Branch Offices,4.0
2006,Ratnagiri,Rajapur,Classified Banks,4.0
2006,Ratnagiri,Rajapur,Branch Offices,9.0
2008,Ratnagiri,Mandangad,Classified Banks,1.0
2008,Ratnagiri,Mandangad,Branch Offices,4.0
2008,Ratnagiri,Dapoli,Classified Banks,6.0
2008,Ratnagiri,Dapoli,Branch Offices,12.0
2008,Ratnagiri,Khed,Classified Banks,7.0
2008,Ratnagiri,Khed,Branch Offices,14.0
2008,Ratnagiri,Chiplun,Classified Banks,10.0
2008,Ratnagiri,Chiplun,Branch Offices,19.0
2008,Ratnagiri,Guhagar,Classified Banks,5.0
2008,Ratnagiri,Guhagar,Branch Offices,7.0
2008,Ratnagiri,Ratnagiri,Classified Banks,18.0
2008,Ratnagiri,Ratnagiri,Branch Offices,38.0
2008,Ratnagiri,Sangameshwar,Classified Banks,3.0
2008,Ratnagiri,Sangameshwar,Branch Offices,10.0
2008,Ratnagiri,Lanja,Classified Banks,3.0
2008,Ratnagiri,Lanja,Branch Offices,6.0
2008,Ratnagiri,Rajapur,Classified Banks,5.0
2008,Ratnagiri,Rajapur,Branch Offices,10.0
2009,Ratnagiri,Mandangad,Classified Banks,2.0
2009,Ratnagiri,Mandangad,Branch Offices,5.0
2009,Ratnagiri,Dapoli,Classified Banks,7.0
2009,Ratnagiri,Dapoli,Branch Offices,13.0
2009,Ratnagiri,Khed,Classified Banks,8.0
2009,Ratnagiri,Khed,Branch Offices,15.0
2009,Ratnagiri,Chiplun,Classified Banks,11.0
2009,Ratnagiri,Chiplun,Branch Offices,20.0
2009,Ratnagiri,Guhagar,Classified Banks,5.0
2009,Ratnagiri,Guhagar,Branch Offices,7.0
2009,Ratnagiri,Ratnagiri,Classified Banks,21.0
2009,Ratnagiri,Ratnagiri,Branch Offices,41.0
2009,Ratnagiri,Sangameshwar,Classified Banks,3.0
2009,Ratnagiri,Sangameshwar,Branch Offices,10.0
2009,Ratnagiri,Lanja,Classified Banks,3.0
2009,Ratnagiri,Lanja,Branch Offices,6.0
2009,Ratnagiri,Rajapur,Classified Banks,5.0
2009,Ratnagiri,Rajapur,Branch Offices,10.0
2010,Ratnagiri,Mandangad,Classified Banks,2.0
2010,Ratnagiri,Mandangad,Branch Offices,5.0
2010,Ratnagiri,Dapoli,Classified Banks,6.0
2010,Ratnagiri,Dapoli,Branch Offices,14.0
2010,Ratnagiri,Khed,Classified Banks,8.0
2010,Ratnagiri,Khed,Branch Offices,15.0
2010,Ratnagiri,Chiplun,Classified Banks,11.0
2010,Ratnagiri,Chiplun,Branch Offices,21.0
2010,Ratnagiri,Guhagar,Classified Banks,5.0
2010,Ratnagiri,Guhagar,Branch Offices,8.0
2010,Ratnagiri,Ratnagiri,Classified Banks,21.0
2010,Ratnagiri,Ratnagiri,Branch Offices,43.0
2010,Ratnagiri,Sangameshwar,Classified Banks,3.0
2010,Ratnagiri,Sangameshwar,Branch Offices,11.0
2010,Ratnagiri,Lanja,Classified Banks,3.0
2010,Ratnagiri,Lanja,Branch Offices,8.0
2010,Ratnagiri,Rajapur,Classified Banks,5.0
2010,Ratnagiri,Rajapur,Branch Offices,10.0
2011,Ratnagiri,Mandangad,Classified Banks,2.0
2011,Ratnagiri,Mandangad,Branch Offices,5.0
2011,Ratnagiri,Dapoli,Classified Banks,6.0
2011,Ratnagiri,Dapoli,Branch Offices,15.0
2011,Ratnagiri,Khed,Classified Banks,8.0
2011,Ratnagiri,Khed,Branch Offices,15.0
2011,Ratnagiri,Chiplun,Classified Banks,11.0
2011,Ratnagiri,Chiplun,Branch Offices,27.0
2011,Ratnagiri,Guhagar,Classified Banks,5.0
2011,Ratnagiri,Guhagar,Branch Offices,9.0
2011,Ratnagiri,Ratnagiri,Classified Banks,22.0
2011,Ratnagiri,Ratnagiri,Branch Offices,47.0
2011,Ratnagiri,Sangameshwar,Classified Banks,3.0
2011,Ratnagiri,Sangameshwar,Branch Offices,11.0
2011,Ratnagiri,Lanja,Classified Banks,3.0
2011,Ratnagiri,Lanja,Branch Offices,6.0
2011,Ratnagiri,Rajapur,Classified Banks,4.0
2011,Ratnagiri,Rajapur,Branch Offices,10.0
2012,Ratnagiri,Mandangad,Classified Banks,4.0
2012,Ratnagiri,Mandangad,Branch Offices,12.0
2012,Ratnagiri,Dapoli,Classified Banks,9.0
2012,Ratnagiri,Dapoli,Branch Offices,26.0
2012,Ratnagiri,Khed,Classified Banks,10.0
2012,Ratnagiri,Khed,Branch Offices,25.0
2012,Ratnagiri,Chiplun,Classified Banks,18.0
2012,Ratnagiri,Chiplun,Branch Offices,38.0
2012,Ratnagiri,Guhagar,Classified Banks,7.0
2012,Ratnagiri,Guhagar,Branch Offices,16.0
2012,Ratnagiri,Ratnagiri,Classified Banks,23.0
2012,Ratnagiri,Ratnagiri,Branch Offices,58.0
2012,Ratnagiri,Sangameshwar,Classified Banks,5.0
2012,Ratnagiri,Sangameshwar,Branch Offices,20.0
2012,Ratnagiri,Lanja,Classified Banks,5.0
2012,Ratnagiri,Lanja,Branch Offices,15.0
2012,Ratnagiri,Rajapur,Classified Banks,7.0
2012,Ratnagiri,Rajapur,Branch Offices,20.0
2013,Ratnagiri,Mandangad,Classified Banks,6.0
2013,Ratnagiri,Mandangad,Branch Offices,16.0
2013,Ratnagiri,Dapoli,Classified Banks,12.0
2013,Ratnagiri,Dapoli,Branch Offices,27.0
2013,Ratnagiri,Khed,Classified Banks,12.0
2013,Ratnagiri,Khed,Branch Offices,30.0
2013,Ratnagiri,Chiplun,Classified Banks,20.0
2013,Ratnagiri,Chiplun,Branch Offices,38.0
2013,Ratnagiri,Guhagar,Classified Banks,8.0
2013,Ratnagiri,Guhagar,Branch Offices,19.0
2013,Ratnagiri,Ratnagiri,Classified Banks,29.0
2013,Ratnagiri,Ratnagiri,Branch Offices,70.0
2013,Ratnagiri,Sangameshwar,Classified Banks,6.0
2013,Ratnagiri,Sangameshwar,Branch Offices,23.0
2013,Ratnagiri,Lanja,Classified Banks,6.0
2013,Ratnagiri,Lanja,Branch Offices,17.0
2013,Ratnagiri,Rajapur,Classified Banks,9.0
2013,Ratnagiri,Rajapur,Branch Offices,26.0
2014,Ratnagiri,Mandangad,Classified Banks,5.0
2014,Ratnagiri,Mandangad,Branch Offices,17.0
2014,Ratnagiri,Dapoli,Classified Banks,9.0
2014,Ratnagiri,Dapoli,Branch Offices,27.0
2014,Ratnagiri,Khed,Classified Banks,11.0
2014,Ratnagiri,Khed,Branch Offices,29.0
2014,Ratnagiri,Chiplun,Classified Banks,19.0
2014,Ratnagiri,Chiplun,Branch Offices,42.0
2014,Ratnagiri,Guhagar,Classified Banks,7.0
2014,Ratnagiri,Guhagar,Branch Offices,18.0
2014,Ratnagiri,Ratnagiri,Classified Banks,30.0
2014,Ratnagiri,Ratnagiri,Branch Offices,74.0
2014,Ratnagiri,Sangameshwar,Classified Banks,6.0
2014,Ratnagiri,Sangameshwar,Branch Offices,24.0
2014,Ratnagiri,Lanja,Classified Banks,6.0
2014,Ratnagiri,Lanja,Branch Offices,17.0
2014,Ratnagiri,Rajapur,Classified Banks,8.0
2014,Ratnagiri,Rajapur,Branch Offices,29.0
2015,Ratnagiri,Mandangad,Classified Banks,6.0
2015,Ratnagiri,Mandangad,Branch Offices,16.0
2015,Ratnagiri,Dapoli,Classified Banks,11.0
2015,Ratnagiri,Dapoli,Branch Offices,30.0
2015,Ratnagiri,Khed,Classified Banks,15.0
2015,Ratnagiri,Khed,Branch Offices,36.0
2015,Ratnagiri,Chiplun,Classified Banks,24.0
2015,Ratnagiri,Chiplun,Branch Offices,52.0
2015,Ratnagiri,Guhagar,Classified Banks,10.0
2015,Ratnagiri,Guhagar,Branch Offices,21.0
2015,Ratnagiri,Ratnagiri,Classified Banks,34.0
2015,Ratnagiri,Ratnagiri,Branch Offices,82.0
2015,Ratnagiri,Sangameshwar,Classified Banks,8.0
2015,Ratnagiri,Sangameshwar,Branch Offices,26.0
2015,Ratnagiri,Lanja,Classified Banks,8.0
2015,Ratnagiri,Lanja,Branch Offices,19.0
2015,Ratnagiri,Rajapur,Classified Banks,10.0
2015,Ratnagiri,Rajapur,Branch Offices,30.0
2016,Ratnagiri,Mandangad,Classified Banks,5.0
2016,Ratnagiri,Mandangad,Branch Offices,16.0
2016,Ratnagiri,Dapoli,Classified Banks,11.0
2016,Ratnagiri,Dapoli,Branch Offices,31.0
2016,Ratnagiri,Khed,Classified Banks,14.0
2016,Ratnagiri,Khed,Branch Offices,35.0
2016,Ratnagiri,Chiplun,Classified Banks,23.0
2016,Ratnagiri,Chiplun,Branch Offices,53.0
2016,Ratnagiri,Guhagar,Classified Banks,9.0
2016,Ratnagiri,Guhagar,Branch Offices,20.0
2016,Ratnagiri,Ratnagiri,Classified Banks,31.0
2016,Ratnagiri,Ratnagiri,Branch Offices,82.0
2016,Ratnagiri,Sangameshwar,Classified Banks,7.0
2016,Ratnagiri,Sangameshwar,Branch Offices,25.0
2016,Ratnagiri,Lanja,Classified Banks,7.0
2016,Ratnagiri,Lanja,Branch Offices,18.0
2016,Ratnagiri,Rajapur,Classified Banks,9.0
2016,Ratnagiri,Rajapur,Branch Offices,29.0
2017,Ratnagiri,Mandangad,Classified Banks,5.0
2017,Ratnagiri,Mandangad,Branch Offices,16.0
2017,Ratnagiri,Dapoli,Classified Banks,11.0
2017,Ratnagiri,Dapoli,Branch Offices,31.0
2017,Ratnagiri,Khed,Classified Banks,14.0
2017,Ratnagiri,Khed,Branch Offices,35.0
2017,Ratnagiri,Chiplun,Classified Banks,23.0
2017,Ratnagiri,Chiplun,Branch Offices,53.0
2017,Ratnagiri,Guhagar,Classified Banks,9.0
2017,Ratnagiri,Guhagar,Branch Offices,20.0
2017,Ratnagiri,Ratnagiri,Classified Banks,31.0
2017,Ratnagiri,Ratnagiri,Branch Offices,82.0
2017,Ratnagiri,Sangameshwar,Classified Banks,7.0
2017,Ratnagiri,Sangameshwar,Branch Offices,25.0
2017,Ratnagiri,Lanja,Classified Banks,7.0
2017,Ratnagiri,Lanja,Branch Offices,18.0
2017,Ratnagiri,Rajapur,Classified Banks,9.0
2017,Ratnagiri,Rajapur,Branch Offices,29.0
2018,Ratnagiri,Mandangad,Classified Banks,5.0
2018,Ratnagiri,Mandangad,Branch Offices,16.0
2018,Ratnagiri,Dapoli,Classified Banks,11.0
2018,Ratnagiri,Dapoli,Branch Offices,32.0
2018,Ratnagiri,Khed,Classified Banks,14.0
2018,Ratnagiri,Khed,Branch Offices,37.0
2018,Ratnagiri,Chiplun,Classified Banks,23.0
2018,Ratnagiri,Chiplun,Branch Offices,57.0
2018,Ratnagiri,Guhagar,Classified Banks,9.0
2018,Ratnagiri,Guhagar,Branch Offices,20.0
2018,Ratnagiri,Ratnagiri,Classified Banks,31.0
2018,Ratnagiri,Ratnagiri,Branch Offices,87.0
2018,Ratnagiri,Sangameshwar,Classified Banks,7.0
2018,Ratnagiri,Sangameshwar,Branch Offices,25.0
2018,Ratnagiri,Lanja,Classified Banks,7.0
2018,Ratnagiri,Lanja,Branch Offices,18.0
2018,Ratnagiri,Rajapur,Classified Banks,9.0
2018,Ratnagiri,Rajapur,Branch Offices,31.0
2019,Ratnagiri,Mandangad,Classified Banks,5.0
2019,Ratnagiri,Mandangad,Branch Offices,16.0
2019,Ratnagiri,Dapoli,Classified Banks,12.0
2019,Ratnagiri,Dapoli,Branch Offices,32.0
2019,Ratnagiri,Khed,Classified Banks,16.0
2019,Ratnagiri,Khed,Branch Offices,37.0
2019,Ratnagiri,Chiplun,Classified Banks,24.0
2019,Ratnagiri,Chiplun,Branch Offices,57.0
2019,Ratnagiri,Guhagar,Classified Banks,9.0
2019,Ratnagiri,Guhagar,Branch Offices,20.0
2019,Ratnagiri,Ratnagiri,Classified Banks,32.0
2019,Ratnagiri,Ratnagiri,Branch Offices,87.0
2019,Ratnagiri,Sangameshwar,Classified Banks,7.0
2019,Ratnagiri,Sangameshwar,Branch Offices,25.0
2019,Ratnagiri,Lanja,Classified Banks,8.0
2019,Ratnagiri,Lanja,Branch Offices,19.0
2019,Ratnagiri,Rajapur,Classified Banks,10.0
2019,Ratnagiri,Rajapur,Branch Offices,31.0
2020,Ratnagiri,Mandangad,Classified Banks,5.0
2020,Ratnagiri,Mandangad,Branch Offices,16.0
2020,Ratnagiri,Dapoli,Classified Banks,12.0
2020,Ratnagiri,Dapoli,Branch Offices,32.0
2020,Ratnagiri,Khed,Classified Banks,16.0
2020,Ratnagiri,Khed,Branch Offices,37.0
2020,Ratnagiri,Chiplun,Classified Banks,24.0
2020,Ratnagiri,Chiplun,Branch Offices,57.0
2020,Ratnagiri,Guhagar,Classified Banks,9.0
2020,Ratnagiri,Guhagar,Branch Offices,20.0
2020,Ratnagiri,Ratnagiri,Classified Banks,32.0
2020,Ratnagiri,Ratnagiri,Branch Offices,87.0
2020,Ratnagiri,Sangameshwar,Classified Banks,7.0
2020,Ratnagiri,Sangameshwar,Branch Offices,25.0
2020,Ratnagiri,Lanja,Classified Banks,8.0
2020,Ratnagiri,Lanja,Branch Offices,18.0
2020,Ratnagiri,Rajapur,Classified Banks,10.0
2020,Ratnagiri,Rajapur,Branch Offices,31.0
2021,Ratnagiri,Mandangad,Classified Banks,5.0
2021,Ratnagiri,Mandangad,Branch Offices,18.0
2021,Ratnagiri,Dapoli,Classified Banks,12.0
2021,Ratnagiri,Dapoli,Branch Offices,38.0
2021,Ratnagiri,Khed,Classified Banks,15.0
2021,Ratnagiri,Khed,Branch Offices,42.0
2021,Ratnagiri,Chiplun,Classified Banks,20.0
2021,Ratnagiri,Chiplun,Branch Offices,67.0
2021,Ratnagiri,Guhagar,Classified Banks,8.0
2021,Ratnagiri,Guhagar,Branch Offices,25.0
2021,Ratnagiri,Ratnagiri,Classified Banks,26.0
2021,Ratnagiri,Ratnagiri,Branch Offices,97.0
2021,Ratnagiri,Sangameshwar,Classified Banks,7.0
2021,Ratnagiri,Sangameshwar,Branch Offices,35.0
2021,Ratnagiri,Lanja,Classified Banks,7.0
2021,Ratnagiri,Lanja,Branch Offices,23.0
2021,Ratnagiri,Rajapur,Classified Banks,9.0
2021,Ratnagiri,Rajapur,Branch Offices,38.0
2012,Sindhudurg,Devgad,Classified Banks,5.0
2012,Sindhudurg,Devgad,Branch Offices,12.0
2012,Sindhudurg,Vaibhavwadi,Classified Banks,3.0
2012,Sindhudurg,Vaibhavwadi,Branch Offices,4.0
2012,Sindhudurg,Kankavali,Classified Banks,9.0
2012,Sindhudurg,Kankavali,Branch Offices,19.0
2012,Sindhudurg,Malvan,Classified Banks,6.0
2012,Sindhudurg,Malvan,Branch Offices,16.0
2012,Sindhudurg,Vengurla,Classified Banks,5.0
2012,Sindhudurg,Vengurla,Branch Offices,11.0
2012,Sindhudurg,Kudal,Classified Banks,10.0
2012,Sindhudurg,Kudal,Branch Offices,20.0
2012,Sindhudurg,Sawantwadi,Classified Banks,12.0
2012,Sindhudurg,Sawantwadi,Branch Offices,21.0
2012,Sindhudurg,Dodamarg,Classified Banks,2.0
2012,Sindhudurg,Dodamarg,Branch Offices,5.0
2013,Sindhudurg,Devgad,Classified Banks,6.0
2013,Sindhudurg,Devgad,Branch Offices,15.0
2013,Sindhudurg,Vaibhavwadi,Classified Banks,5.0
2013,Sindhudurg,Vaibhavwadi,Branch Offices,4.0
2013,Sindhudurg,Kankavali,Classified Banks,10.0
2013,Sindhudurg,Kankavali,Branch Offices,21.0
2013,Sindhudurg,Malvan,Classified Banks,7.0
2013,Sindhudurg,Malvan,Branch Offices,13.0
2013,Sindhudurg,Vengurla,Classified Banks,6.0
2013,Sindhudurg,Vengurla,Branch Offices,15.0
