Year,District,Crops,Livestock,Forestry and Logging,Fishing and aquaculture,Agriculture & Allied Activities,Mining & Quarrying,Primary Sector,Manufacturing,"Electricity, Gas, Water Supply  & Other Utility
Services",Construction,Secondary Sector,Industry,"Trade, Repair, and Hospitality",Railways,Transport (Other than Railways),Storage,Communication and Broadcast Services,Financial Services,"Real Estate, Other Dwellings, and Professional Services",Public Administration and Defence,Other Services,Services/ Tertiary Sector,NDVA,Taxes on products,"Less subsidies on
products",NDDP,Population ('000),Per capita District Domestic Product
2017,Gadchiroli,2780000000,3170000000,10660000000,440000000,17050000000,0,17050000000,13950000000,910000000,3520000000,18380000000,18380000000,5180000000,340000000,2380000000,40000000,600000000,7000000000,9620000000,1480000000,4200000000,30840000000,66270000000,11660000000,1030000000,76900000000,1122,68552
2018,Gadchiroli,4700000000,3020000000,5090000000,270000000,13070000000,0,13070000000,15240000000,1040000000,3670000000,19940000000,19940000000,5800000000,340000000,2630000000,40000000,610000000,7570000000,10910000000,1570000000,4700000000,34180000000,67200000000,12000000000,1030000000,78170000000,1128,69295
2019,Gadchiroli,5660000000,3050000000,5810000000,280000000,14790000000,0,14790000000,15030000000,1090000000,3710000000,19830000000,19830000000,6140000000,350000000,2820000000,40000000,690000000,7860000000,11850000000,1860000000,5200000000,36800000000,71420000000,12610000000,1150000000,82880000000,1134,73072
2011,Gondia,8340000000,2020000000,3790000000,560000000,14710000000,750000000,15460000000,15280000000,1330000000,5680000000,22280000000,23030000000,7240000000,380000000,2640000000,60000000,950000000,8570000000,10420000000,2060000000,4310000000,36640000000,74380000000,12170000000,1960000000,84590000000,1329,63664
2012,Gondia,9470000000,2200000000,4820000000,590000000,17070000000,450000000,17530000000,16390000000,1380000000,5420000000,23190000000,23640000000,7980000000,390000000,2910000000,60000000,1000000000,9240000000,11220000000,2080000000,4730000000,39620000000,80340000000,13670000000,2520000000,91490000000,1339,68308
2013,Gondia,8910000000,2020000000,3370000000,630000000,14930000000,200000000,15130000000,18290000000,1050000000,5470000000,24810000000,25010000000,7710000000,400000000,2930000000,60000000,990000000,10370000000,12250000000,2090000000,5160000000,41960000000,81890000000,13850000000,2410000000,93330000000,1350,69136
2014,Gondia,8440000000,1790000000,3540000000,700000000,14470000000,300000000,14770000000,19210000000,1390000000,5920000000,26520000000,26820000000,7890000000,440000000,3270000000,60000000,1140000000,11140000000,13700000000,2150000000,5810000000,45600000000,86890000000,14740000000,2360000000,99270000000,1360,72968
2015,Gondia,7520000000,2130000000,3950000000,730000000,14340000000,800000000,15140000000,21560000000,1470000000,6030000000,29070000000,29870000000,7860000000,470000000,3710000000,60000000,1380000000,11780000000,15070000000,2290000000,6400000000,49030000000,93240000000,15740000000,1960000000,107020000000,1371,78067
2016,Gondia,10320000000,1870000000,3430000000,1630000000,17250000000,1830000000,19080000000,23060000000,1540000000,6220000000,30820000000,32660000000,8690000000,530000000,3980000000,60000000,1260000000,12220000000,16280000000,2430000000,7010000000,52460000000,102370000000,17170000000,1750000000,117790000000,1380,85333
2017,Gondia,4200000000,1880000000,7200000000,320000000,13600000000,1810000000,15410000000,25020000000,1630000000,6300000000,32950000000,34760000000,9290000000,610000000,4260000000,70000000,1080000000,12560000000,17250000000,2650000000,7530000000,55290000000,103650000000,17800000000,1580000000,119870000000,1389,86291
2018,Gondia,7850000000,2020000000,3370000000,100000000,13340000000,5710000000,19050000000,25330000000,1720000000,6090000000,33140000000,38850000000,9640000000,560000000,4370000000,60000000,1020000000,12590000000,18140000000,2620000000,7810000000,56800000000,108990000000,19470000000,1670000000,126790000000,1398,90709
2019,Gondia,7860000000,2130000000,3210000000,440000000,13640000000,7770000000,21410000000,23310000000,1690000000,5760000000,30760000000,38540000000,9520000000,540000000,4370000000,60000000,1070000000,12190000000,18380000000,2880000000,8060000000,57080000000,109250000000,20090000000,1830000000,127510000000,1406,90662
2011,Hingoli,13340000000,3000000000,1140000000,70000000,17550000000,1170000000,18720000000,8870000000,770000000,3300000000,12940000000,14110000000,4210000000,220000000,1540000000,30000000,550000000,4970000000,6050000000,1190000000,2500000000,21270000000,52930000000,8660000000,1400000000,60190000000,1183,50894
2012,Hingoli,17680000000,3240000000,1110000000,70000000,22100000000,980000000,23080000000,9500000000,800000000,3140000000,13440000000,14420000000,4630000000,230000000,1690000000,30000000,580000000,5360000000,6500000000,1210000000,2740000000,22970000000,59490000000,10140000000,1860000000,67760000000,1192,56845
2013,Hingoli,15970000000,2210000000,1070000000,70000000,19320000000,740000000,20050000000,10680000000,610000000,3190000000,14480000000,15220000000,4500000000,230000000,1710000000,40000000,580000000,6050000000,7150000000,1220000000,3010000000,24490000000,59020000000,9980000000,1740000000,67270000000,1201,56004
2014,Hingoli,13120000000,8390000000,1040000000,60000000,22610000000,550000000,23150000000,11280000000,820000000,3480000000,15580000000,16130000000,4640000000,260000000,1920000000,40000000,670000000,6540000000,8040000000,1260000000,3410000000,26780000000,65520000000,11100000000,1780000000,74840000000,1210,61843
2015,Hingoli,7080000000,3680000000,1030000000,50000000,11830000000,1890000000,13720000000,12350000000,840000000,3460000000,16650000000,18530000000,4500000000,270000000,2130000000,40000000,790000000,6750000000,8630000000,1310000000,3660000000,28080000000,58450000000,9890000000,1230000000,67110000000,1219,55041
2016,Hingoli,13140000000,2950000000,1010000000,40000000,17140000000,430000000,17570000000,13870000000,930000000,3750000000,18550000000,18970000000,5230000000,320000000,2400000000,40000000,760000000,7360000000,9790000000,1460000000,4220000000,31570000000,67680000000,11330000000,1150000000,77860000000,1227,63436
2017,Hingoli,12440000000,3500000000,1200000000,70000000,17210000000,960000000,18170000000,14870000000,970000000,3750000000,19580000000,20540000000,5520000000,360000000,2530000000,40000000,640000000,7460000000,10250000000,1570000000,4470000000,32860000000,70610000000,12110000000,1070000000,81640000000,1235,66116
2018,Hingoli,12980000000,3720000000,990000000,80000000,17770000000,250000000,18010000000,15920000000,1080000000,3830000000,20830000000,21080000000,6060000000,350000000,2750000000,40000000,640000000,7910000000,11400000000,1640000000,4910000000,35700000000,74540000000,13280000000,1140000000,86690000000,1242,69778
2019,Hingoli,16440000000,3820000000,930000000,60000000,21250000000,770000000,22020000000,15430000000,1120000000,3810000000,20360000000,21130000000,6300000000,360000000,2890000000,40000000,710000000,8070000000,12160000000,1910000000,5340000000,37780000000,80150000000,14200000000,1300000000,93060000000,1250,74466
2011,Jalgaon,56010000000,9740000000,3650000000,340000000,69740000000,7540000000,77290000000,47360000000,4130000000,17600000000,69090000000,76630000000,22460000000,1170000000,8200000000,180000000,2950000000,26560000000,32310000000,6380000000,13380000000,113590000000,259960000000,42530000000,6860000000,295640000000,4254,69497
2012,Jalgaon,47350000000,10230000000,3620000000,210000000,61400000000,2610000000,64020000000,51890000000,4360000000,17150000000,73410000000,76020000000,25280000000,1250000000,9210000000,190000000,3150000000,29260000000,35520000000,6600000000,14990000000,125440000000,262860000000,44760000000,8240000000,299390000000,4295,69703
2013,Jalgaon,67940000000,9120000000,3560000000,70000000,80680000000,170000000,80850000000,58430000000,3340000000,17480000000,79250000000,79420000000,24620000000,1260000000,9370000000,200000000,3170000000,33120000000,39120000000,6690000000,16490000000,134030000000,294130000000,49730000000,8660000000,335210000000,4336,77303
2014,Jalgaon,62450000000,9660000000,3580000000,90000000,75770000000,240000000,76020000000,61430000000,4440000000,18940000000,84810000000,85050000000,25240000000,1420000000,10450000000,200000000,3640000000,35630000000,43800000000,6880000000,18570000000,145820000000,306650000000,51970000000,8310000000,350310000000,4377,80029
2015,Jalgaon,46990000000,7970000000,3580000000,200000000,58740000000,1440000000,60170000000,69050000000,4720000000,19320000000,93100000000,94530000000,25180000000,1500000000,11890000000,200000000,4430000000,37740000000,48270000000,7320000000,20500000000,157030000000,310300000000,52360000000,6520000000,356140000000,4418,80607
2016,Jalgaon,64010000000,9520000000,3880000000,460000000,77880000000,1030000000,78910000000,74970000000,5010000000,20240000000,100220000000,101250000000,28260000000,1710000000,12950000000,200000000,4110000000,39750000000,52930000000,7900000000,22780000000,170590000000,349720000000,58530000000,5950000000,402300000000,4456,90279
2017,Jalgaon,56510000000,11550000000,3770000000,340000000,72180000000,60000000,72240000000,81470000000,5300000000,20530000000,107300000000,107360000000,30270000000,1980000000,13890000000,220000000,3530000000,40900000000,56180000000,8620000000,24510000000,180080000000,359630000000,61630000000,5460000000,415800000000,4492,92564
2018,Jalgaon,47890000000,13520000000,3990000000,370000000,65780000000,2440000000,68210000000,85260000000,5800000000,20500000000,111560000000,114000000000,32450000000,1890000000,14710000000,220000000,3430000000,42370000000,61060000000,8800000000,26300000000,191220000000,371000000000,66170000000,5670000000,431500000000,4528,95302
2019,Jalgaon,49130000000,13870000000,3950000000,240000000,67190000000,6050000000,73250000000,82140000000,5960000000,20290000000,108390000000,114440000000,33550000000,1910000000,15390000000,220000000,3780000000,42960000000,64740000000,10150000000,28410000000,201120000000,382750000000,68160000000,6220000000,444690000000,4563,97450
2011,Jalna,34590000000,3500000000,4990000000,190000000,43270000000,2140000000,45410000000,18510000000,1610000000,6880000000,27000000000,29150000000,8780000000,460000000,3200000000,70000000,1150000000,10380000000,12630000000,2490000000,5230000000,44390000000,116810000000,19110000000,3080000000,132840000000,1969,67478
2012,Jalna,24640000000,3740000000,5090000000,50000000,33520000000,1150000000,34670000000,20020000000,1680000000,6620000000,28320000000,29470000000,9750000000,480000000,3550000000,70000000,1220000000,11290000000,13700000000,2540000000,5780000000,48380000000,111370000000,18960000000,3490000000,126840000000,1985,63904
2013,Jalna,55930000000,4030000000,5150000000,10000000,65120000000,800000000,65920000000,22390000000,1280000000,6700000000,30370000000,31160000000,9430000000,480000000,3590000000,70000000,1210000000,12690000000,14990000000,2560000000,6320000000,51360000000,147640000000,24960000000,4340000000,168260000000,2001,84087
2014,Jalna,13730000000,7750000000,5420000000,180000000,27090000000,860000000,27950000000,23540000000,1700000000,7260000000,32490000000,33360000000,9670000000,540000000,4000000000,80000000,1390000000,13650000000,16780000000,2640000000,7110000000,55870000000,116320000000,19720000000,3150000000,132880000000,2017,65880
2015,Jalna,16320000000,4140000000,5550000000,230000000,26240000000,2390000000,28630000000,26140000000,1790000000,7310000000,35240000000,37620000000,9530000000,570000000,4500000000,80000000,1680000000,14290000000,18270000000,2770000000,7760000000,59440000000,123300000000,20830000000,2590000000,141540000000,2033,69623
2016,Jalna,29560000000,4590000000,7130000000,230000000,41510000000,2250000000,43760000000,28420000000,1900000000,7670000000,37990000000,40240000000,10710000000,650000000,4910000000,80000000,1560000000,15070000000,20060000000,2990000000,8640000000,64660000000,146410000000,24520000000,2490000000,168440000000,2048,82262
2017,Jalna,16530000000,9740000000,7060000000,250000000,33580000000,5740000000,39330000000,29760000000,1940000000,7500000000,39200000000,44940000000,11060000000,720000000,5070000000,80000000,1290000000,14940000000,20520000000,3150000000,8950000000,65790000000,144310000000,24790000000,2200000000,166900000000,2061,80978
2018,Jalna,16090000000,4430000000,8090000000,70000000,28680000000,16810000000,45490000000,28410000000,1930000000,6830000000,37170000000,53980000000,10810000000,630000000,4900000000,70000000,1140000000,14120000000,20340000000,2930000000,8760000000,63710000000,146360000000,26150000000,2240000000,170270000000,2074,82080
2019,Jalna,29990000000,4600000000,8120000000,160000000,42870000000,80000000,42950000000,32700000000,2370000000,8080000000,43150000000,43230000000,13360000000,760000000,6130000000,90000000,1500000000,17100000000,25780000000,4040000000,11310000000,80070000000,166170000000,29290000000,2670000000,192790000000,2088,92338
2011,Kolhapur,42780000000,24690000000,5450000000,160000000,73080000000,2680000000,75760000000,72480000000,6320000000,26930000000,105730000000,108410000000,34370000000,1800000000,12550000000,280000000,4520000000,40650000000,49450000000,9760000000,20470000000,173840000000,355330000000,58140000000,9370000000,404090000000,3898,103665
2012,Kolhapur,42490000000,25710000000,5460000000,200000000,73870000000,300000000,74170000000,78030000000,6560000000,25800000000,110390000000,110680000000,38010000000,1870000000,13850000000,290000000,4740000000,44000000000,53420000000,9920000000,22540000000,188620000000,373180000000,63500000000,11680000000,424990000000,3936,107979
2013,Kolhapur,47950000000,20230000000,5460000000,10000000,73650000000,390000000,74040000000,86620000000,4950000000,25910000000,117480000000,117860000000,36490000000,1870000000,13890000000,290000000,4690000000,49100000000,57990000000,9920000000,24450000000,198690000000,390210000000,66010000000,11490000000,444730000000,3973,111924
2014,Kolhapur,45870000000,19010000000,5600000000,180000000,70660000000,960000000,71620000000,90910000000,6570000000,28030000000,125510000000,126460000000,37350000000,2100000000,15460000000,300000000,5380000000,52720000000,64810000000,10190000000,27480000000,215800000000,412920000000,70080000000,11210000000,471790000000,4011,117621
2015,Kolhapur,45570000000,19070000000,5640000000,170000000,70440000000,1250000000,71700000000,102300000000,6990000000,28630000000,137920000000,139180000000,37300000000,2220000000,17620000000,300000000,6570000000,55910000000,71510000000,10840000000,30360000000,232640000000,442260000000,74890000000,9320000000,507820000000,4049,125435
2016,Kolhapur,45510000000,25480000000,6610000000,170000000,77770000000,1230000000,79000000000,110940000000,7420000000,29950000000,148300000000,149540000000,41820000000,2540000000,19170000000,300000000,6080000000,58820000000,78320000000,11680000000,33710000000,252440000000,479740000000,80570000000,8190000000,552120000000,4083,135213
2017,Kolhapur,42050000000,30330000000,6450000000,190000000,79020000000,790000000,79810000000,120540000000,7840000000,30380000000,158750000000,159540000000,44780000000,2930000000,20540000000,320000000,5220000000,60510000000,83110000000,12750000000,36260000000,266420000000,504980000000,86680000000,7680000000,583980000000,4116,141876
2018,Kolhapur,38830000000,32470000000,7130000000,190000000,78630000000,710000000,79340000000,127160000000,8650000000,30580000000,166390000000,167100000000,48390000000,2810000000,21940000000,330000000,5120000000,63190000000,91060000000,13130000000,39220000000,285200000000,530930000000,94840000000,8130000000,617640000000,4149,148870
2019,Kolhapur,38600000000,33640000000,7040000000,330000000,79610000000,5830000000,85440000000,122420000000,8890000000,30240000000,161540000000,167370000000,50010000000,2850000000,22940000000,330000000,5630000000,64030000000,96490000000,15120000000,42340000000,299740000000,546720000000,97640000000,8920000000,635450000000,4181,151968
2011,Latur,26340000000,5710000000,8550000000,360000000,40960000000,620000000,41580000000,27700000000,2410000000,10290000000,40400000000,41020000000,13130000000,690000000,4790000000,110000000,1730000000,15530000000,18900000000,3730000000,7820000000,66420000000,148400000000,24280000000,3910000000,168770000000,2467,68407
2012,Latur,31030000000,6050000000,8550000000,100000000,45740000000,1100000000,46830000000,29430000000,2470000000,9730000000,41640000000,42730000000,14340000000,710000000,5220000000,110000000,1790000000,16600000000,20150000000,3740000000,8500000000,71150000000,159620000000,27160000000,5000000000,181780000000,2489,73025
2013,Latur,40610000000,4900000000,8790000000,100000000,54400000000,260000000,54650000000,32960000000,1880000000,9860000000,44700000000,44960000000,13890000000,710000000,5290000000,110000000,1790000000,18680000000,22070000000,3780000000,9300000000,75610000000,174970000000,29580000000,5150000000,199400000000,2511,79400
2014,Latur,15470000000,3020000000,9330000000,150000000,27970000000,280000000,28250000000,34660000000,2500000000,10690000000,47850000000,48130000000,14240000000,800000000,5890000000,120000000,2050000000,20100000000,24710000000,3880000000,10480000000,82280000000,158380000000,26860000000,4290000000,180940000000,2533,71425
2015,Latur,10130000000,3750000000,9530000000,80000000,23490000000,170000000,23660000000,39190000000,2680000000,10970000000,52840000000,53010000000,14290000000,850000000,6750000000,120000000,2520000000,21420000000,27400000000,4150000000,11630000000,89130000000,165630000000,27950000000,3480000000,190100000000,2555,74401
2016,Latur,25410000000,7030000000,12480000000,210000000,45120000000,760000000,45880000000,42290000000,2830000000,11420000000,56540000000,57300000000,15940000000,970000000,7310000000,110000000,2320000000,22420000000,29860000000,4450000000,12850000000,96230000000,198650000000,33250000000,3380000000,228510000000,2575,88736
2017,Latur,23540000000,8390000000,12930000000,440000000,45290000000,540000000,45830000000,45870000000,2980000000,11560000000,60410000000,60940000000,17040000000,1110000000,7820000000,120000000,1990000000,23020000000,31620000000,4850000000,13800000000,101380000000,207620000000,35580000000,3150000000,240040000000,2594,92534
2018,Latur,21370000000,7690000000,15850000000,330000000,45230000000,23170000000,68410000000,41900000000,2850000000,10080000000,54820000000,78000000000,15950000000,930000000,7230000000,110000000,1690000000,20820000000,30000000000,4330000000,12920000000,93970000000,217200000000,38800000000,3330000000,252680000000,2613,96707
2019,Latur,25540000000,7860000000,15980000000,360000000,49740000000,1640000000,51380000000,47140000000,3420000000,11640000000,62210000000,63840000000,19260000000,1100000000,8830000000,130000000,2170000000,24660000000,37160000000,5820000000,16300000000,115430000000,229020000000,40550000000,3700000000,265870000000,2631,101034
2011,Mumbai,10000000,3840000000,880000000,6670000000,11400000000,290790000000,302180000000,410060000000,35730000000,152360000000,598160000000,888940000000,194440000000,10160000000,70990000000,1570000000,25550000000,229960000000,279750000000,55210000000,115800000000,983430000000,1883770000000,308220000000,49700000000,2142290000000,12570,170431
2012,Mumbai,10000000,3310000000,810000000,6870000000,11010000000,285260000000,296260000000,443320000000,37250000000,146550000000,627130000000,912390000000,215960000000,10640000000,78660000000,1620000000,26920000000,249960000000,303480000000,56350000000,128030000000,1071620000000,1995010000000,340030000000,62560000000,2272480000000,12789,177687
2013,Mumbai,10000000,3510000000,740000000,7030000000,11290000000,237270000000,248560000000,508760000000,29080000000,152190000000,690030000000,927300000000,214330000000,11000000000,81580000000,1700000000,27570000000,288410000000,340600000000,58270000000,143590000000,1167040000000,2105630000000,357290000000,62190000000,2400730000000,13010,184525
2014,Mumbai,10000000,5730000000,680000000,8170000000,14590000000,314900000000,329490000000,538520000000,38920000000,166020000000,743460000000,1058360000000,221260000000,12410000000,91580000000,1790000000,31890000000,312320000000,383940000000,60350000000,162770000000,1278310000000,2351260000000,388380000000,62110000000,2677530000000,13233,202343
