Year,District,Birth Place,Population,Male,Female,Rural Population,Rural Male,Rural Female,Urban Population,Urban Male,Urban Female,Unnamed: 12
1991,Kolhapur,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Kolhapur,Manipur,30,10,20,10,10,0,20,0,20,
1991,Kolhapur,Meghalaya,20,20,0,10,10,0,10,10,0,
1991,Kolhapur,Mizoram,140,90,50,80,60,20,60,30,30,
1991,Kolhapur,Nagaland,0,0,0,0,0,0,0,0,0,
1991,Kolhapur,Odisha,200,110,90,130,70,60,70,40,30,
1991,Kolhapur,Punjab,340,210,130,140,90,50,200,120,80,
1991,Kolhapur,Rajasthan,7910,4640,3270,370,260,110,7540,4380,3160,
1991,Kolhapur,Sikkim,30,20,10,20,20,0,10,0,10,
1991,Kolhapur,Tamil Nadu,1050,680,370,240,160,80,810,520,290,
1991,Kolhapur,Tripura,20,20,0,10,10,0,10,10,0,
1991,Kolhapur,Uttar Pradesh,1970,1330,640,640,440,200,1330,890,440,
1991,Kolhapur,West Bengal,340,180,160,30,20,10,310,160,150,
1991,Kolhapur,Andaman & Nicobar Islands,10,0,10,0,0,0,10,0,10,
1991,Kolhapur,Chandigarh,40,30,10,20,10,10,20,20,0,
1991,Kolhapur,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Kolhapur,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Kolhapur,NCT of Delhi,300,160,140,120,60,60,180,100,80,
1991,Kolhapur,Lakshadweep,10,10,0,0,0,0,10,10,0,
1991,Kolhapur,Puducherry,10,0,10,0,0,0,10,0,10,
1991,Chhatrapati Sambhaji Nagar,Andhra Pradesh,4280,1690,2590,470,240,230,3810,1450,2360,
1991,Chhatrapati Sambhaji Nagar,Arunachal Pradesh,10,0,10,0,0,0,10,0,10,
1991,Chhatrapati Sambhaji Nagar,Assam,50,0,50,10,0,10,40,0,40,
1991,Chhatrapati Sambhaji Nagar,Bihar,650,480,170,270,210,60,380,270,110,
1991,Chhatrapati Sambhaji Nagar,Goa,80,20,60,10,10,0,70,10,60,
1991,Chhatrapati Sambhaji Nagar,Gujarat,1630,840,790,360,250,110,1270,590,680,
1991,Chhatrapati Sambhaji Nagar,Haryana,240,130,110,80,70,10,160,60,100,
1991,Chhatrapati Sambhaji Nagar,Himachal Pradesh,90,70,20,20,10,10,70,60,10,
1991,Chhatrapati Sambhaji Nagar,Jammu & Kashmir,40,40,0,0,0,0,40,40,0,
1991,Chhatrapati Sambhaji Nagar,Karnataka,2340,980,1360,480,220,260,1860,760,1100,
1991,Chhatrapati Sambhaji Nagar,Kerala,960,540,420,150,70,80,810,470,340,
1991,Chhatrapati Sambhaji Nagar,Madhya Pradesh,2120,790,1330,500,80,420,1620,710,910,
1991,Chhatrapati Sambhaji Nagar,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Chhatrapati Sambhaji Nagar,Manipur,320,40,280,240,0,240,80,40,40,
1991,Chhatrapati Sambhaji Nagar,Meghalaya,40,20,20,10,0,10,30,20,10,
1991,Chhatrapati Sambhaji Nagar,Mizoram,60,30,30,0,0,0,60,30,30,
1991,Chhatrapati Sambhaji Nagar,Nagaland,40,10,30,30,10,20,10,0,10,
1991,Chhatrapati Sambhaji Nagar,Odisha,160,70,90,40,30,10,120,40,80,
1991,Chhatrapati Sambhaji Nagar,Punjab,330,190,140,30,0,30,300,190,110,
1991,Chhatrapati Sambhaji Nagar,Rajasthan,1340,820,520,280,150,130,1060,670,390,
1991,Chhatrapati Sambhaji Nagar,Sikkim,30,10,20,10,10,0,20,0,20,
1991,Chhatrapati Sambhaji Nagar,Tamil Nadu,530,300,230,50,40,10,480,260,220,
1991,Chhatrapati Sambhaji Nagar,Tripura,10,10,0,0,0,0,10,10,0,
1991,Chhatrapati Sambhaji Nagar,Uttar Pradesh,2170,1430,740,430,320,110,1740,1110,630,
1991,Chhatrapati Sambhaji Nagar,West Bengal,310,200,110,70,70,0,240,130,110,
1991,Chhatrapati Sambhaji Nagar,Andaman & Nicobar Islands,20,20,0,10,10,0,10,10,0,
1991,Chhatrapati Sambhaji Nagar,Chandigarh,10,0,10,0,0,0,10,0,10,
1991,Chhatrapati Sambhaji Nagar,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Chhatrapati Sambhaji Nagar,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Chhatrapati Sambhaji Nagar,NCT of Delhi,350,160,190,30,10,20,320,150,170,
1991,Chhatrapati Sambhaji Nagar,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Chhatrapati Sambhaji Nagar,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Jalna,Andhra Pradesh,1540,530,1010,150,40,110,1390,490,900,
1991,Jalna,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Jalna,Assam,40,10,30,30,0,30,10,10,0,
1991,Jalna,Bihar,170,100,70,20,0,20,150,100,50,
1991,Jalna,Goa,0,0,0,0,0,0,0,0,0,
1991,Jalna,Gujarat,560,260,300,50,10,40,510,250,260,
1991,Jalna,Haryana,120,50,70,20,20,0,100,30,70,
1991,Jalna,Himachal Pradesh,20,20,0,0,0,0,20,20,0,
1991,Jalna,Jammu & Kashmir,10,10,0,0,0,0,10,10,0,
1991,Jalna,Karnataka,560,230,330,110,30,80,450,200,250,
1991,Jalna,Kerala,120,80,40,10,0,10,110,80,30,
1991,Jalna,Madhya Pradesh,770,220,550,90,10,80,680,210,470,
1991,Jalna,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Jalna,Manipur,60,30,30,30,10,20,30,20,10,
1991,Jalna,Meghalaya,140,20,120,140,20,120,0,0,0,
1991,Jalna,Mizoram,10,0,10,10,0,10,0,0,0,
1991,Jalna,Nagaland,30,20,10,20,10,10,10,10,0,
1991,Jalna,Odisha,30,0,30,20,0,20,10,0,10,
1991,Jalna,Punjab,50,40,10,0,0,0,50,40,10,
1991,Jalna,Rajasthan,860,560,300,310,180,130,550,380,170,
1991,Jalna,Sikkim,10,0,10,0,0,0,10,0,10,
1991,Jalna,Tamil Nadu,150,100,50,20,20,0,130,80,50,
1991,Jalna,Tripura,10,0,10,10,0,10,0,0,0,
1991,Jalna,Uttar Pradesh,650,460,190,60,40,20,590,420,170,
1991,Jalna,West Bengal,40,30,10,10,0,10,30,30,0,
1991,Jalna,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
1991,Jalna,Chandigarh,10,10,0,0,0,0,10,10,0,
1991,Jalna,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Jalna,Daman & Diu,10,0,10,10,0,10,0,0,0,
1991,Jalna,NCT of Delhi,70,50,20,0,0,0,70,50,20,
1991,Jalna,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Jalna,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Andhra Pradesh,5710,2090,3620,1490,510,980,4220,1580,2640,
1991,Parbhani,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Assam,20,20,0,20,20,0,0,0,0,
1991,Parbhani,Bihar,100,100,0,70,70,0,30,30,0,
1991,Parbhani,Goa,10,10,0,0,0,0,10,10,0,
1991,Parbhani,Gujarat,940,440,500,60,0,60,880,440,440,
1991,Parbhani,Haryana,130,90,40,0,0,0,130,90,40,
1991,Parbhani,Himachal Pradesh,20,10,10,0,0,0,20,10,10,
1991,Parbhani,Jammu & Kashmir,30,0,30,20,0,20,10,0,10,
1991,Parbhani,Karnataka,1590,690,900,360,100,260,1230,590,640,
1991,Parbhani,Kerala,350,160,190,150,10,140,200,150,50,
1991,Parbhani,Madhya Pradesh,620,230,390,70,10,60,550,220,330,
1991,Parbhani,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Manipur,30,0,30,20,0,20,10,0,10,
1991,Parbhani,Meghalaya,10,0,10,0,0,0,10,0,10,
1991,Parbhani,Mizoram,780,210,570,530,90,440,250,120,130,
1991,Parbhani,Nagaland,60,20,40,20,0,20,40,20,20,
1991,Parbhani,Odisha,250,50,200,170,10,160,80,40,40,
1991,Parbhani,Punjab,140,110,30,60,50,10,80,60,20,
1991,Parbhani,Rajasthan,1010,630,380,180,90,90,830,540,290,
1991,Parbhani,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Tamil Nadu,340,220,120,60,10,50,280,210,70,
1991,Parbhani,Tripura,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Uttar Pradesh,520,230,290,60,50,10,460,180,280,
1991,Parbhani,West Bengal,60,30,30,10,0,10,50,30,20,
1991,Parbhani,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Chandigarh,10,10,0,0,0,0,10,10,0,
1991,Parbhani,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Parbhani,NCT of Delhi,50,30,20,0,0,0,50,30,20,
1991,Parbhani,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Parbhani,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Beed,Andhra Pradesh,1450,500,950,250,110,140,1200,390,810,
1991,Beed,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Beed,Assam,50,40,10,30,30,0,20,10,10,
1991,Beed,Bihar,100,80,20,40,30,10,60,50,10,
1991,Beed,Goa,30,10,20,0,0,0,30,10,20,
1991,Beed,Gujarat,510,350,160,80,40,40,430,310,120,
1991,Beed,Haryana,70,50,20,20,10,10,50,40,10,
1991,Beed,Himachal Pradesh,10,10,0,0,0,0,10,10,0,
1991,Beed,Jammu & Kashmir,0,0,0,0,0,0,0,0,0,
1991,Beed,Karnataka,1320,580,740,360,160,200,960,420,540,
1991,Beed,Kerala,230,150,80,20,20,0,210,130,80,
1991,Beed,Madhya Pradesh,430,160,270,150,40,110,280,120,160,
1991,Beed,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Beed,Manipur,0,0,0,0,0,0,0,0,0,
1991,Beed,Meghalaya,10,0,10,10,0,10,0,0,0,
1991,Beed,Mizoram,0,0,0,0,0,0,0,0,0,
1991,Beed,Nagaland,360,30,330,300,20,280,60,10,50,
1991,Beed,Odisha,40,10,30,10,0,10,30,10,20,
1991,Beed,Punjab,40,10,30,30,0,30,10,10,0,
1991,Beed,Rajasthan,500,300,200,180,140,40,320,160,160,
1991,Beed,Sikkim,10,0,10,0,0,0,10,0,10,
1991,Beed,Tamil Nadu,110,60,50,30,10,20,80,50,30,
1991,Beed,Tripura,20,20,0,0,0,0,20,20,0,
1991,Beed,Uttar Pradesh,280,170,110,30,20,10,250,150,100,
1991,Beed,West Bengal,10,0,10,0,0,0,10,0,10,
1991,Beed,Andaman & Nicobar Islands,10,0,10,0,0,0,10,0,10,
1991,Beed,Chandigarh,0,0,0,0,0,0,0,0,0,
1991,Beed,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Beed,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Beed,NCT of Delhi,20,20,0,20,20,0,0,0,0,
1991,Beed,Lakshadweep,10,10,0,10,10,0,0,0,0,
1991,Beed,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Nanded,Andhra Pradesh,38578,8438,30140,22220,3220,19000,16358,5218,11140,
1991,Nanded,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Nanded,Assam,120,90,30,100,70,30,20,20,0,
1991,Nanded,Bihar,80,60,20,30,20,10,50,40,10,
1991,Nanded,Goa,0,0,0,0,0,0,0,0,0,
1991,Nanded,Gujarat,1180,510,670,170,80,90,1010,430,580,
1991,Nanded,Haryana,230,170,60,50,50,0,180,120,60,
1991,Nanded,Himachal Pradesh,30,10,20,10,0,10,20,10,10,
1991,Nanded,Jammu & Kashmir,20,20,0,0,0,0,20,20,0,
1991,Nanded,Karnataka,9900,2240,7660,6780,810,5970,3120,1430,1690,
1991,Nanded,Kerala,360,180,180,130,30,100,230,150,80,
1991,Nanded,Madhya Pradesh,760,370,390,180,120,60,580,250,330,
1991,Nanded,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Nanded,Manipur,130,40,90,130,40,90,0,0,0,
1991,Nanded,Meghalaya,20,0,20,10,0,10,10,0,10,
1991,Nanded,Mizoram,80,0,80,80,0,80,0,0,0,
1991,Nanded,Nagaland,10,10,0,10,10,0,0,0,0,
1991,Nanded,Odisha,720,190,530,620,130,490,100,60,40,
1991,Nanded,Punjab,870,610,260,240,210,30,630,400,230,
1991,Nanded,Rajasthan,1090,670,420,220,140,80,870,530,340,
1991,Nanded,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Nanded,Tamil Nadu,450,270,180,80,50,30,370,220,150,
1991,Nanded,Tripura,10,10,0,0,0,0,10,10,0,
1991,Nanded,Uttar Pradesh,640,400,240,130,80,50,510,320,190,
1991,Nanded,West Bengal,70,60,10,10,10,0,60,50,10,
1991,Nanded,Andaman & Nicobar Islands,10,10,0,0,0,0,10,10,0,
1991,Nanded,Chandigarh,0,0,0,0,0,0,0,0,0,
1991,Nanded,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Nanded,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Nanded,NCT of Delhi,100,70,30,0,0,0,100,70,30,
1991,Nanded,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Nanded,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Andhra Pradesh,1110,410,700,410,160,250,700,250,450,
1991,Dharashiv,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Assam,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Bihar,90,60,30,10,0,10,80,60,20,
1991,Dharashiv,Goa,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Gujarat,220,150,70,60,50,10,160,100,60,
1991,Dharashiv,Haryana,120,120,0,0,0,0,120,120,0,
1991,Dharashiv,Himachal Pradesh,40,40,0,0,0,0,40,40,0,
1991,Dharashiv,Jammu & Kashmir,80,60,20,10,0,10,70,60,10,
1991,Dharashiv,Karnataka,13180,2810,10370,9000,1380,7620,4180,1430,2750,
1991,Dharashiv,Kerala,150,70,80,70,10,60,80,60,20,
1991,Dharashiv,Madhya Pradesh,190,70,120,140,50,90,50,20,30,
1991,Dharashiv,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Manipur,10,0,10,0,0,0,10,0,10,
1991,Dharashiv,Meghalaya,20,0,20,20,0,20,0,0,0,
1991,Dharashiv,Mizoram,20,0,20,20,0,20,0,0,0,
1991,Dharashiv,Nagaland,40,10,30,40,10,30,0,0,0,
1991,Dharashiv,Odisha,110,30,80,90,10,80,20,20,0,
1991,Dharashiv,Punjab,410,140,270,300,60,240,110,80,30,
1991,Dharashiv,Rajasthan,320,200,120,150,90,60,170,110,60,
1991,Dharashiv,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Tamil Nadu,250,200,50,40,30,10,210,170,40,
1991,Dharashiv,Tripura,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Uttar Pradesh,320,250,70,70,20,50,250,230,20,
1991,Dharashiv,West Bengal,50,30,20,20,0,20,30,30,0,
1991,Dharashiv,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Chandigarh,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,NCT of Delhi,80,60,20,10,0,10,70,60,10,
1991,Dharashiv,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Dharashiv,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Latur,Andhra Pradesh,3459,1159,2300,1099,279,820,2360,880,1480,
1991,Latur,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Latur,Assam,50,20,30,30,10,20,20,10,10,
1991,Latur,Bihar,80,30,50,10,0,10,70,30,40,
1991,Latur,Goa,40,0,40,20,0,20,20,0,20,
1991,Latur,Gujarat,510,260,250,60,20,40,450,240,210,
1991,Latur,Haryana,110,100,10,30,20,10,80,80,0,
1991,Latur,Himachal Pradesh,10,0,10,0,0,0,10,0,10,
1991,Latur,Jammu & Kashmir,10,10,0,0,0,0,10,10,0,
1991,Latur,Karnataka,30930,6000,24930,20760,2220,18540,10170,3780,6390,
1991,Latur,Kerala,450,240,210,250,140,110,200,100,100,
1991,Latur,Madhya Pradesh,270,180,90,120,90,30,150,90,60,
1991,Latur,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Latur,Manipur,70,30,40,50,20,30,20,10,10,
1991,Latur,Meghalaya,0,0,0,0,0,0,0,0,0,
1991,Latur,Mizoram,140,30,110,110,20,90,30,10,20,
1991,Latur,Nagaland,10,0,10,10,0,10,0,0,0,
1991,Latur,Odisha,30,30,0,10,10,0,20,20,0,
1991,Latur,Punjab,70,40,30,20,10,10,50,30,20,
1991,Latur,Rajasthan,710,390,320,240,90,150,470,300,170,
1991,Latur,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Latur,Tamil Nadu,240,140,100,60,30,30,180,110,70,
1991,Latur,Tripura,0,0,0,0,0,0,0,0,0,
1991,Latur,Uttar Pradesh,590,510,80,170,150,20,420,360,60,
1991,Latur,West Bengal,30,20,10,0,0,0,30,20,10,
1991,Latur,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
1991,Latur,Chandigarh,10,10,0,0,0,0,10,10,0,
1991,Latur,Dadra & Nagar Haveli,10,10,0,0,0,0,10,10,0,
1991,Latur,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Latur,NCT of Delhi,130,120,10,10,10,0,120,110,10,
1991,Latur,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Latur,Puducherry,10,0,10,10,0,10,0,0,0,
1991,Buldana,Andhra Pradesh,980,510,470,590,360,230,390,150,240,
1991,Buldana,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Buldana,Assam,100,20,80,90,20,70,10,0,10,
1991,Buldana,Bihar,260,170,90,150,120,30,110,50,60,
1991,Buldana,Goa,20,20,0,10,10,0,10,10,0,
1991,Buldana,Gujarat,2060,890,1170,840,380,460,1220,510,710,
1991,Buldana,Haryana,100,80,20,40,40,0,60,40,20,
1991,Buldana,Himachal Pradesh,30,20,10,30,20,10,0,0,0,
1991,Buldana,Jammu & Kashmir,270,100,170,240,70,170,30,30,0,
1991,Buldana,Karnataka,570,230,340,340,120,220,230,110,120,
1991,Buldana,Kerala,540,320,220,370,190,180,170,130,40,
1991,Buldana,Madhya Pradesh,10360,3770,6590,6560,2630,3930,3800,1140,2660,
1991,Buldana,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Buldana,Manipur,210,40,170,90,20,70,120,20,100,
1991,Buldana,Meghalaya,50,30,20,40,30,10,10,0,10,
1991,Buldana,Mizoram,310,90,220,230,70,160,80,20,60,
1991,Buldana,Nagaland,20,10,10,20,10,10,0,0,0,
1991,Buldana,Odisha,130,90,40,120,90,30,10,0,10,
1991,Buldana,Punjab,290,160,130,170,100,70,120,60,60,
1991,Buldana,Rajasthan,2000,1140,860,510,280,230,1490,860,630,
1991,Buldana,Sikkim,50,20,30,30,10,20,20,10,10,
1991,Buldana,Tamil Nadu,240,160,80,20,20,0,220,140,80,
1991,Buldana,Tripura,20,10,10,10,10,0,10,0,10,
1991,Buldana,Uttar Pradesh,1120,660,460,420,330,90,700,330,370,
1991,Buldana,West Bengal,60,20,40,20,10,10,40,10,30,
1991,Buldana,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
1991,Buldana,Chandigarh,30,20,10,10,0,10,20,20,0,
1991,Buldana,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Buldana,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Buldana,NCT of Delhi,150,50,100,90,40,50,60,10,50,
1991,Buldana,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Buldana,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Akola,Andhra Pradesh,2100,940,1160,510,290,220,1590,650,940,
1991,Akola,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Akola,Assam,210,90,120,150,70,80,60,20,40,
1991,Akola,Bihar,380,260,120,150,120,30,230,140,90,
1991,Akola,Goa,0,0,0,0,0,0,0,0,0,
1991,Akola,Gujarat,3020,1500,1520,450,250,200,2570,1250,1320,
1991,Akola,Haryana,330,180,150,70,40,30,260,140,120,
1991,Akola,Himachal Pradesh,20,20,0,10,10,0,10,10,0,
1991,Akola,Jammu & Kashmir,240,110,130,150,60,90,90,50,40,
1991,Akola,Karnataka,610,200,410,230,70,160,380,130,250,
1991,Akola,Kerala,650,360,290,250,120,130,400,240,160,
1991,Akola,Madhya Pradesh,8291,2820,5471,2230,770,1460,6061,2050,4011,
1991,Akola,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Akola,Manipur,180,50,130,120,30,90,60,20,40,
1991,Akola,Meghalaya,10,0,10,0,0,0,10,0,10,
1991,Akola,Mizoram,390,110,280,280,80,200,110,30,80,
1991,Akola,Nagaland,0,0,0,0,0,0,0,0,0,
1991,Akola,Odisha,310,140,170,240,120,120,70,20,50,
1991,Akola,Punjab,360,200,160,60,50,10,300,150,150,
1991,Akola,Rajasthan,3070,1520,1550,490,190,300,2580,1330,1250,
1991,Akola,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Akola,Tamil Nadu,440,250,190,80,40,40,360,210,150,
1991,Akola,Tripura,70,20,50,60,10,50,10,10,0,
1991,Akola,Uttar Pradesh,3780,2120,1660,890,510,380,2890,1610,1280,
1991,Akola,West Bengal,310,140,170,50,40,10,260,100,160,
1991,Akola,Andaman & Nicobar Islands,10,10,0,0,0,0,10,10,0,
1991,Akola,Chandigarh,30,0,30,0,0,0,30,0,30,
1991,Akola,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Akola,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Akola,NCT of Delhi,170,60,110,50,0,50,120,60,60,
1991,Akola,Lakshadweep,10,10,0,0,0,0,10,10,0,
1991,Akola,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Amravati,Andhra Pradesh,1300,640,660,610,330,280,690,310,380,
1991,Amravati,Arunachal Pradesh,10,10,0,0,0,0,10,10,0,
1991,Amravati,Assam,150,110,40,70,50,20,80,60,20,
1991,Amravati,Bihar,500,430,70,90,80,10,410,350,60,
1991,Amravati,Goa,40,20,20,20,20,0,20,0,20,
1991,Amravati,Gujarat,1880,880,1000,670,280,390,1210,600,610,
1991,Amravati,Haryana,200,90,110,40,0,40,160,90,70,
1991,Amravati,Himachal Pradesh,30,30,0,20,20,0,10,10,0,
1991,Amravati,Jammu & Kashmir,180,150,30,10,10,0,170,140,30,
1991,Amravati,Karnataka,500,280,220,210,130,80,290,150,140,
1991,Amravati,Kerala,310,130,180,160,60,100,150,70,80,
1991,Amravati,Madhya Pradesh,36160,13580,22580,28610,10950,17660,7550,2630,4920,
1991,Amravati,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Amravati,Manipur,40,30,10,0,0,0,40,30,10,
1991,Amravati,Meghalaya,30,20,10,10,10,0,20,10,10,
1991,Amravati,Mizoram,30,10,20,10,0,10,20,10,10,
1991,Amravati,Nagaland,0,0,0,0,0,0,0,0,0,
1991,Amravati,Odisha,130,20,110,30,0,30,100,20,80,
1991,Amravati,Punjab,200,120,80,80,50,30,120,70,50,
1991,Amravati,Rajasthan,1800,950,850,380,170,210,1420,780,640,
1991,Amravati,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Amravati,Tamil Nadu,380,240,140,50,50,0,330,190,140,
1991,Amravati,Tripura,90,50,40,70,40,30,20,10,10,
1991,Amravati,Uttar Pradesh,2730,1420,1310,520,300,220,2210,1120,1090,
1991,Amravati,West Bengal,200,70,130,50,20,30,150,50,100,
1991,Amravati,Andaman & Nicobar Islands,10,0,10,0,0,0,10,0,10,
1991,Amravati,Chandigarh,30,20,10,10,10,0,20,10,10,
1991,Amravati,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Amravati,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Amravati,NCT of Delhi,300,150,150,90,40,50,210,110,100,
1991,Amravati,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Amravati,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Andhra Pradesh,11170,3890,7280,9260,3280,5980,1910,610,1300,
1991,Yavatmal,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Assam,80,30,50,50,10,40,30,20,10,
1991,Yavatmal,Bihar,990,730,260,370,310,60,620,420,200,
1991,Yavatmal,Goa,10,0,10,0,0,0,10,0,10,
1991,Yavatmal,Gujarat,2060,990,1070,900,500,400,1160,490,670,
1991,Yavatmal,Haryana,160,110,50,90,60,30,70,50,20,
1991,Yavatmal,Himachal Pradesh,30,10,20,20,10,10,10,0,10,
1991,Yavatmal,Jammu & Kashmir,510,270,240,100,90,10,410,180,230,
1991,Yavatmal,Karnataka,500,260,240,230,130,100,270,130,140,
1991,Yavatmal,Kerala,280,150,130,140,90,50,140,60,80,
1991,Yavatmal,Madhya Pradesh,3820,1510,2310,1860,810,1050,1960,700,1260,
1991,Yavatmal,Maharashtra,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Manipur,20,0,20,20,0,20,0,0,0,
1991,Yavatmal,Meghalaya,20,10,10,10,0,10,10,10,0,
1991,Yavatmal,Mizoram,20,20,0,20,20,0,0,0,0,
1991,Yavatmal,Nagaland,20,0,20,20,0,20,0,0,0,
1991,Yavatmal,Odisha,390,230,160,270,160,110,120,70,50,
1991,Yavatmal,Punjab,160,110,50,40,20,20,120,90,30,
1991,Yavatmal,Rajasthan,1520,910,610,580,400,180,940,510,430,
1991,Yavatmal,Sikkim,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Tamil Nadu,290,220,70,50,30,20,240,190,50,
1991,Yavatmal,Tripura,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Uttar Pradesh,2480,1400,1080,720,390,330,1760,1010,750,
1991,Yavatmal,West Bengal,220,130,90,40,30,10,180,100,80,
1991,Yavatmal,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Chandigarh,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Daman & Diu,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,NCT of Delhi,70,40,30,40,30,10,30,10,20,
1991,Yavatmal,Lakshadweep,0,0,0,0,0,0,0,0,0,
1991,Yavatmal,Puducherry,0,0,0,0,0,0,0,0,0,
1991,Wardha,Andhra Pradesh,1710,790,920,1050,530,520,660,260,400,
1991,Wardha,Arunachal Pradesh,10,10,0,0,0,0,10,10,0,
1991,Wardha,Assam,130,80,50,0,0,0,130,80,50,
1991,Wardha,Bihar,610,380,230,220,140,80,390,240,150,
1991,Wardha,Goa,10,10,0,0,0,0,10,10,0,
1991,Wardha,Gujarat,1230,610,620,390,210,180,840,400,440,
1991,Wardha,Haryana,340,240,100,140,90,50,200,150,50,
1991,Wardha,Himachal Pradesh,60,30,30,20,20,0,40,10,30,
1991,Wardha,Jammu & Kashmir,100,50,50,30,10,20,70,40,30,
1991,Wardha,Karnataka,540,200,340,260,70,190,280,130,150,
1991,Wardha,Kerala,520,260,260,260,140,120,260,120,140,
1991,Wardha,Madhya Pradesh,9301,4180,5121,5371,2740,2631,3930,1440,2490,
